Gene = ND-39
index = 1298
Annotated 5SS: [ 133 3438 3994 4442]
Annotated 3SS: [3269 3542 4075 4509]
SMsplice 5SS: [ 133 4442]
SMsplice 3SS: [4075 4509]
top_k =  500
Partition function (log Z): 1.3468680336569716

Sorted 5' Splice Sites (High to Low Probability):
Position 4442: 0.9998704306030104
Position 133: 0.877403148592909
Position 3994: 0.5579765466541795
Position 786: 0.1732705179380054
Position 2973: 0.1667875149402178
Position 3438: 0.11308669156521231
Position 2962: 0.05004329629355409
Position 190: 0.027164939346304817
Position 520: 0.019748475843338918
Position 1232: 0.01906416575122773
Position 2845: 0.017530115783337134
Position 1960: 0.015510419119904275
Position 1985: 0.011629250572740488
Position 493: 0.009995943215600914
Position 1956: 0.008891251487259227
Position 3356: 0.007283169373721387
Position 827: 0.005090416511513786
Position 2623: 0.005087371925027191
Position 18: 0.00507231126014212
Position 3153: 0.004107443851687667
Position 2953: 0.004058546270064887
Position 2999: 0.002600046342904444
Position 1796: 0.002150369382383759
Position 2610: 0.0020993764850067917
Position 3839: 0.00204022092975406
Position 3120: 0.0010240980845328473
Position 3082: 0.0010139714109611436
Position 371: 0.000996805733692268
Position 898: 0.0007631192730784582
Position 2389: 0.000458841835252031
Position 9: 0.0002452488918329695
Position 2470: 0.0002309140378529563
Position 2601: 0.00020551464107909173
Position 188: 0.00017813283766513724
Position 2349: 0.0001680744957257683
Position 561: 0.0001317588543020006
Position 278: 0.00012428767772486903
Position 321: 0.00011809011842674247
Position 254: 0.0001140374834700132
Position 137: 0.0001126793998269583
Position 4718: 0.00011231696067070068
Position 308: 7.31155620713833e-05
Position 1516: 5.910781489205e-05
Position 484: 4.532695630317359e-05
Position 4446: 4.417872643069196e-05
Position 126: 3.744191348996479e-05
Position 270: 3.681601326316662e-05
Position 1251: 3.475168678374174e-05
Position 1873: 2.822115113447861e-05
Position 315: 2.515111340346253e-05
Position 4437: 2.011132274000135e-05
Position 76: 1.858901069613167e-05
Position 4890: 1.8523160636330625e-05
Position 4464: 1.6628890576452452e-05
Position 4195: 1.3044375320058021e-05
Position 42: 1.1387896959206986e-05
Position 4781: 9.503252107031942e-06
Position 478: 7.510477469311078e-06
Position 4674: 6.371063838090918e-06
Position 4864: 4.621173122003307e-06
Position 834: 3.7900411535391706e-06
Position 606: 3.4197989781374927e-06
Position 622: 3.1903308426939483e-06
Position 4894: 2.1811345800398684e-06
Position 4187: 1.7445677756289797e-06
Position 4151: 1.5190899737291689e-06
Position 229: 1.319109165321887e-06
Position 22: 1.149610288111401e-06
Position 4914: 1.0477067124427703e-06
Position 4920: 1.0353543731124128e-06
Position 92: 8.328783793072887e-07
Position 1835: 7.506542318722822e-07
Position 686: 7.37231504264247e-07
Position 4206: 7.305890500398943e-07
Position 850: 6.233854151238678e-07
Position 20: 2.661189449004017e-07
Position 4840: 5.961942201141e-08
Position 731: 4.4989157441209484e-08
Position 665: 3.5250809289285254e-08
Position 4303: 3.955002300956795e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4509: 0.9990492167393998
Position 4075: 0.9773424747709347
Position 2689: 0.2613230620206173
Position 3218: 0.16791985609065252
Position 684: 0.1457345661806293
Position 3542: 0.10714651122594067
Position 3430: 0.099758905182152
Position 2513: 0.09028546048548021
Position 3269: 0.04007430803030255
Position 3036: 0.032864720406149434
Position 2726: 0.031752946638557426
