Gene = Gbs-76A
index = 1184
Annotated 5SS: [1287 7543]
Annotated 3SS: [7352 7665]
SMsplice 5SS: [1287 7543]
SMsplice 3SS: [7352 7665]
top_k =  500
Partition function (log Z): -5.531219292066093

Sorted 5' Splice Sites (High to Low Probability):
Position 7543: 0.9586573576833629
Position 1287: 0.8408589419233023
Position 841: 0.2923598363713266
Position 8290: 0.11535583141609283
Position 7731: 0.11422539471267057
Position 8046: 0.11247326558891464
Position 10174: 0.06368864526971371
Position 8297: 0.06216368160841573
Position 1291: 0.06074426615569042
Position 8320: 0.058270539749434094
Position 3530: 0.047869486230588836
Position 183: 0.04764090355431178
Position 9678: 0.03018239891430188
Position 3450: 0.028456859181593606
Position 3366: 0.027937519830399254
Position 7549: 0.023242457844743155
Position 10206: 0.022362018582213553
Position 7561: 0.015543661513148534
Position 3410: 0.014650312381398668
Position 311: 0.01238517823567922
Position 4375: 0.011466731198703251
Position 6544: 0.01142930929378954
Position 346: 0.011268082107847029
Position 6648: 0.010475952300671347
Position 3664: 0.008030282406699089
Position 328: 0.00714307063210367
Position 10226: 0.007133868294052807
Position 8575: 0.006986797025895449
Position 10199: 0.006104421732246642
Position 4191: 0.00503153333440523
Position 3566: 0.004758512451886124
Position 317: 0.004354271569581101
Position 5176: 0.0034329467917993094
Position 7964: 0.002697551352289442
Position 7567: 0.002350058152743993
Position 8877: 0.00226245980587767
Position 3009: 0.002117886056378267
Position 7762: 0.0013490323652604037
Position 1133: 0.001322340488745305
Position 8050: 0.0011711966611660607
Position 3175: 0.0008269488730637293
Position 9290: 0.0007726583354801939
Position 8497: 0.0006925887280773123
Position 9189: 0.0006659478463325777
Position 695: 0.0005815123742269442
Position 437: 0.00048047184903053257
Position 201: 0.00046978391495307526
Position 2291: 0.0004125306472186165
Position 843: 0.0004101355920697543
Position 992: 0.0003938740093534085
Position 7851: 0.00037628817430133445
Position 7949: 0.00033525256660402257
Position 2128: 0.0002959429370265705
Position 1047: 0.00022624629939299096
Position 1158: 0.00020761027477759502
Position 8911: 0.00015878451543838759
Position 2919: 0.00010012982678171578
Position 1564: 9.504861611439295e-05
Position 2980: 8.884786378240065e-05
Position 2101: 7.236756786670329e-05
Position 7508: 6.727597040910374e-05
Position 2120: 6.548573587845721e-05
Position 1336: 6.234525831983265e-05
Position 63: 5.903726285935183e-05
Position 7857: 4.899774423956386e-05
Position 529: 4.695182102626017e-05
Position 1387: 4.5337049080442425e-05
Position 994: 4.4241576346016457e-05
Position 998: 4.0318389020270576e-05
Position 45: 3.5626302701558034e-05
Position 996: 3.237742315099698e-05
Position 115: 3.130702676350714e-05
Position 1739: 2.7462813571098876e-05
Position 461: 2.6535984908997017e-05
Position 2064: 2.486784139407714e-05
Position 1584: 2.0355205827398844e-05
Position 742: 1.872999244803241e-05
Position 2030: 1.7356193720263187e-05
Position 2155: 1.677913450205266e-05
Position 7791: 1.603104874486317e-05
Position 2323: 1.4904964236206717e-05
Position 1516: 1.4524947752312855e-05
Position 1488: 1.4334089749713072e-05
Position 1794: 1.2193228627558429e-05
Position 7735: 7.311748132317179e-06
Position 783: 5.7867056075106945e-06
Position 472: 5.522040003848638e-06
Position 3183: 4.645536610112136e-06
Position 603: 4.627070707870798e-06
Position 464: 4.288415500100853e-06
Position 7911: 4.243870236406383e-06
Position 594: 4.241041098156582e-06
Position 365: 3.0029316018823837e-06
Position 215: 2.231212786942672e-06
Position 414: 2.1462086078838525e-06
Position 88: 1.9684335012002703e-06
Position 8484: 7.235707242180402e-07
Position 1726: 4.0200128967694703e-07
Position 123: 1.699549915400874e-07
Position 8257: 1.391856135646015e-07
Position 106: 9.087673787213767e-08
Position 470: 5.894058106198167e-08
Position 1467: 4.0177775206686966e-08
Position 243: 3.681192039097476e-08
Position 1614: 2.4404527291815646e-08
Position 1960: 2.417895123813624e-08
Position 759: 1.558089069692948e-08
Position 775: 2.1531763402157374e-09
Position 956: 2.0930232242724145e-09
Position 1228: 1.0403593128066875e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7352: 0.8421070403956662
Position 7665: 0.5968333260931942
Position 7626: 0.35537308793644595
Position 900: 0.1976702227796584
Position 10060: 0.14650878550792695
Position 7363: 0.13368399324796046
Position 10315: 0.1148713864257402
Position 10599: 0.10751128070027634
Position 3073: 0.10528867163269352
Position 10940: 0.09666172902564114
Position 10280: 0.065882058852081
Position 920: 0.049346819189466345
Position 10443: 0.0283586464714113
Position 9039: 0.0212742578087357
Position 6511: 0.02096806783591723
Position 11200: 0.01562620600958103
Position 3498: 0.015462664483134006
Position 3104: 0.013993992836684604
Position 9042: 0.0113777490276757
Position 7999: 0.010152826021627596
Position 8629: 0.007452393584317304
Position 1150: 0.007282224722177068
Position 7465: 0.006503651879678777
Position 9878: 0.006390247559619954
Position 228: 0.00603787353234464
Position 6957: 0.005938942283775088
Position 10495: 0.005431838417959497
Position 8557: 0.005264072628515701
Position 7194: 0.004930746289402021
Position 3721: 0.0048725986788324335
Position 522: 0.004837788836659656
Position 6335: 0.004391093329104362
Position 8387: 0.00428242998668164
Position 759: 0.004279904453936747
Position 3144: 0.004003607199244583
Position 970: 0.0034165589260763156
Position 7607: 0.002993039057614837
Position 8100: 0.002639827998301787
Position 2821: 0.00231088155594773
Position 3233: 0.001899918484458947
Position 3109: 0.0017475661119378866
Position 1197: 0.0016749003563687316
Position 3430: 0.0016628288462940467
Position 8154: 0.00164973365942555
Position 4948: 0.0014364056250941908
Position 8160: 0.0011504602454324995
Position 1012: 0.0010740322435022177
Position 8703: 0.0010015123639442358
Position 5784: 0.0009955023626828346
Position 3478: 0.0009075982804955171
Position 6878: 0.0007792307214424748
Position 480: 0.0006883089001691889
Position 6887: 0.0006350548685719948
Position 257: 0.0006217225386651989
Position 7078: 0.0006115578106054963
Position 1093: 0.0006042210479587098
Position 3362: 0.0005511220223101567
Position 840: 0.0005113207392316877
Position 1096: 0.0004310518364973412
Position 243: 0.0003963271378866452
Position 401: 0.0003644934515448712
Position 8103: 0.00035523572218480775
Position 1890: 0.0003393731650567365
Position 879: 0.0003230570411618258
Position 698: 0.0003202662579042176
Position 765: 0.00031863413460126973
Position 1960: 0.00031698638603130236
Position 5148: 0.00031250284522868184
Position 373: 0.0002407017237779641
Position 492: 0.00023806560268178933
Position 8133: 0.0002328669444038322
Position 4150: 0.00022987946667939592
Position 6928: 0.00022481778355330537
Position 1194: 0.00015662294016134437
Position 956: 0.00014686488614645216
Position 8422: 0.00014597320334447722
Position 952: 0.00013417112053159885
Position 1124: 0.00010383248335201959
Position 118: 9.422020368923971e-05
Position 1787: 7.481079321603978e-05
Position 1435: 7.332388116294817e-05
Position 1387: 7.07760485739259e-05
Position 1717: 5.700509053623551e-05
Position 1516: 5.649881663578983e-05
Position 2965: 4.15381902711931e-05
Position 1415: 3.379571846935618e-05
Position 2158: 3.1892549671980864e-05
Position 8440: 2.52936063191858e-05
Position 707: 2.3842796848633644e-05
Position 594: 2.29314562885205e-05
Position 8106: 2.0590753839950262e-05
Position 695: 1.9472087825455166e-05
Position 742: 1.614421581040638e-05
Position 1821: 1.4452847262903369e-05
Position 2002: 1.050368864881921e-05
Position 992: 6.70567698558766e-06
Position 321: 5.8275561119440305e-06
Position 7943: 4.552046177450185e-06
Position 2996: 4.2911152457439715e-06
Position 437: 2.8615080099379033e-06
Position 8211: 2.5181167836811175e-06
Position 141: 2.110867746246655e-06
Position 8136: 1.6250884998243824e-06
Position 1336: 1.5226450385892945e-06
Position 789: 1.0863590601524124e-06
Position 7758: 9.03481941656835e-07
Position 8109: 8.098842027528464e-07
Position 529: 7.56681814138874e-07
Position 232: 6.016426817787922e-07
Position 346: 4.067512597011453e-07
Position 797: 3.3405079603866116e-07
Position 177: 3.3094283028342074e-07
Position 7940: 2.1017568385874125e-07
Position 7776: 2.0972051348828136e-07
Position 644: 2.0315531293665458e-07
Position 260: 1.5430377068511452e-07
Position 820: 1.5244495889641443e-07
Position 7721: 1.5002510904770147e-07
Position 494: 1.486513837468494e-07
Position 333: 1.331251529466432e-07
Position 1017: 2.8132996959109414e-10
Position 1286: 1.1453953300367949e-10
Position 162: 1.922273964915935e-11
Position 215: 8.41212031216693e-13
Position 289: 2.7824408992770464e-13
Position 120: 1.0106896411194792e-13
Position 193: 7.077308795932517e-14
Position 174: 3.696386956018895e-14
Position 172: 2.5805265984159584e-14
