Gene = gdl
index = 1712
Annotated 5SS: [437 787]
Annotated 3SS: [ 491 1159]
SMsplice 5SS: [437 787]
SMsplice 3SS: [ 501 1159]
top_k =  500
Partition function (log Z): -4.391254326593717

Sorted 5' Splice Sites (High to Low Probability):
Position 437: 0.9918038722002687
Position 787: 0.417540990220691
Position 973: 0.08749039243348261
Position 962: 0.06784721544359057
Position 199: 0.03910813115028561
Position 204: 0.03753800518541868
Position 1306: 0.03496411569683839
Position 571: 0.025416528416515656
Position 835: 0.018982097853437796
Position 565: 0.012453557040909792
Position 171: 0.012129038080024825
Position 839: 0.007266332546774867
Position 259: 0.0038204592139926357
Position 1036: 0.0035381021518262686
Position 175: 0.0032436051867793816
Position 645: 0.0022548195028879925
Position 696: 0.0015296243663231416
Position 7: 0.0010538797318274395
Position 750: 0.0006780817267103886
Position 814: 0.000529522437157839
Position 871: 0.0005124468998439853
Position 319: 0.00037869858953906054
Position 666: 0.0002466378747609647
Position 811: 0.0002362304045289914
Position 542: 0.0002139122193548436
Position 933: 0.00013164704337011393
Position 148: 7.32923189290837e-05
Position 658: 3.3937316345352065e-05
Position 334: 2.889197951700214e-05
Position 106: 2.7387145326645497e-05
Position 544: 2.6631147722016063e-05
Position 1406: 2.4541844415674026e-05
Position 399: 1.8662062748278773e-05
Position 1349: 8.3750680899466e-06
Position 125: 7.155704376637534e-06
Position 441: 5.739609662825656e-06
Position 12: 2.0029071603021553e-06
Position 83: 1.2389358062435476e-06
Position 342: 1.1078117133961633e-06
Position 455: 8.666193892003362e-07
Position 371: 8.347931922857505e-07
Position 101: 5.776843875652699e-07
Position 350: 3.0360687251862947e-07
Position 128: 2.0960871231815417e-07
Position 285: 1.626594186208743e-07
Position 345: 9.839756706325184e-08
Position 322: 9.638525964718246e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1159: 0.7462705151116101
Position 501: 0.40886285487984575
Position 491: 0.3886400045596333
Position 633: 0.05450063109928915
Position 285: 0.052165510480265735
Position 270: 0.03733331385622301
Position 1359: 0.021667910119448013
Position 1189: 0.01630538713027325
Position 835: 0.013860968939840746
Position 871: 0.0060150487022725815
Position 1369: 0.004312679522089231
Position 318: 0.0036216023024891915
Position 1448: 0.0034246239769672084
Position 1438: 0.0019059883738666164
Position 290: 0.001559359024787866
Position 1428: 0.0015352459994038825
Position 1403: 0.001492298762376046
Position 1463: 0.0009860045276196031
Position 990: 0.0009227739473548815
Position 1093: 0.0009131765028151306
Position 933: 0.0007026089232268413
Position 113: 0.0005431305639431014
Position 571: 0.0005055746164867633
Position 972: 0.0005035437405822779
Position 1023: 0.0005004265843496805
Position 608: 0.0004448742370838557
Position 888: 0.00033777399471533184
Position 313: 0.00029223570681932996
Position 1559: 0.00020546442079892515
Position 1458: 0.00019536931423535272
Position 956: 0.00018799398203608511
Position 577: 0.0001441169873964571
Position 334: 8.4770118311422e-05
Position 778: 6.554032324827613e-05
Position 148: 6.449632170668282e-05
Position 655: 2.99935166450055e-05
Position 658: 2.209459378486976e-05
Position 639: 2.163527664260308e-05
Position 1484: 6.839944807688812e-06
Position 345: 6.747805100320426e-06
Position 1504: 3.802035230189913e-06
Position 322: 2.3079273476921705e-06
Position 168: 7.501097670089111e-07
Position 359: 6.84531263376426e-07
Position 338: 4.409477314270991e-07
Position 155: 3.6021417765021323e-07
Position 455: 1.6156833448927275e-07
Position 342: 1.3882705405194116e-07
Position 729: 1.0562767287055814e-07
Position 356: 7.460401454989659e-08
Position 588: 4.0947191560809523e-08
Position 645: 1.8117801822982433e-08
Position 738: 1.5419760964676925e-08
Position 350: 1.2113239720761717e-08
Position 671: 4.214485080022441e-09
Position 371: 3.983699013669321e-09
Position 696: 3.4131206222018578e-09
Position 185: 2.9279081128265292e-09
Position 187: 8.561406877662052e-10
Position 199: 4.742025878195455e-11
