Gene = Trl
index = 1567
Annotated 5SS: [3208 4146 6965 7419 7839]
Annotated 3SS: [3718 6498 7082 7577 9273]
SMsplice 5SS: [ 482 4146 6965 7419 7716]
SMsplice 3SS: [ 3718  6498  7082  7577 11004]
top_k =  500
Partition function (log Z): 3.2548474043130398

Sorted 5' Splice Sites (High to Low Probability):
Position 7419: 0.9850735715510109
Position 6965: 0.9711174180790104
Position 4146: 0.9430782732745777
Position 7716: 0.9181687278609352
Position 1407: 0.3194065198490286
Position 227: 0.23402104876201923
Position 991: 0.19909822256781812
Position 8351: 0.19832526026102468
Position 83: 0.1373486896261334
Position 2167: 0.12260085468595086
Position 486: 0.11951466142860791
Position 5799: 0.11120776471564298
Position 55: 0.0961193134083142
Position 309: 0.09156272434725543
Position 372: 0.06949466088076714
Position 6589: 0.06398393163324355
Position 10719: 0.05953952518451868
Position 3638: 0.051215919360285835
Position 8468: 0.03422333443552782
Position 9738: 0.029143068830463418
Position 9901: 0.02856307638301327
Position 3208: 0.02598455756983465
Position 360: 0.023910764350365016
Position 330: 0.020267613296416256
Position 7244: 0.015886204672654072
Position 9783: 0.014622939135997019
Position 2373: 0.01442116055204293
Position 7035: 0.014320277099083853
Position 9917: 0.013915942124310908
Position 11333: 0.012811381475745603
Position 5745: 0.01250500695462882
Position 1420: 0.011826792461065746
Position 1749: 0.011599415822671435
Position 115: 0.011354458328368634
Position 9477: 0.010154293588980928
Position 11244: 0.009256960874815057
Position 62: 0.008016598502783119
Position 9513: 0.006597735171465023
Position 949: 0.006342881032507138
Position 10685: 0.006129548993823434
Position 511: 0.005819808621867479
Position 9484: 0.005801176300059945
Position 537: 0.005637223603392961
Position 1187: 0.005422749078009076
Position 7725: 0.005106666754436311
Position 5066: 0.0048091357032167764
Position 2104: 0.003946470909253511
Position 1431: 0.00364734692484633
Position 1061: 0.0035762898691583515
Position 6949: 0.003461055383652475
Position 7839: 0.003142614839052026
Position 8876: 0.0029837019619461365
Position 5795: 0.002621142246948243
Position 1753: 0.0023479915872923226
Position 452: 0.002196650167291452
Position 585: 0.0020520161244210644
Position 2350: 0.0020470761856372383
Position 2160: 0.001818950262954493
Position 5444: 0.001387833924416361
Position 1067: 0.001297662173995493
Position 8759: 0.0012677650369983767
Position 6670: 0.0011633756765951247
Position 6163: 0.0011609203405371833
Position 9171: 0.0011213268741796859
Position 8866: 0.0010732795446174092
Position 2430: 0.0009778501144001072
Position 8899: 0.0008791076185933569
Position 267: 0.0007416544408563265
Position 12: 0.0007268323598813767
Position 3799: 0.0007257633309742008
Position 975: 0.0006896407759413828
Position 572: 0.0006166479202710804
Position 2137: 0.0005874808579750497
Position 9192: 0.0005691961287690031
Position 8583: 0.0005302642742739524
Position 7172: 0.0004739679503797834
Position 1880: 0.0004409939927470139
Position 1136: 0.0004203990822431991
Position 6986: 0.0004167171633051235
Position 602: 0.0004165989724919888
Position 4479: 0.0003786564787017811
Position 4686: 0.0003627372121246482
Position 7286: 0.0003499963091046007
Position 8589: 0.0003488786044589193
Position 5095: 0.0003344614782696347
Position 760: 0.0002831674387334871
Position 4157: 0.0002802838686061177
Position 8913: 0.0002381757028888022
Position 6793: 0.00021928523326814457
Position 771: 0.00021658715847098183
Position 8904: 0.00019355210995209286
Position 3849: 0.0001889428731467218
Position 6907: 0.00017946030543243005
Position 7458: 0.00017082336320226922
Position 704: 0.00015149031392328448
Position 7908: 0.0001445016965070457
Position 1064: 0.00012716181972679272
Position 1229: 0.00011892638771249451
Position 8938: 0.00011475914630182218
Position 1611: 0.00011155015297030133
Position 16: 0.00011068522353214844
Position 1745: 0.0001095375432170954
Position 593: 0.00010218275704750874
Position 8542: 9.229926424380843e-05
Position 1191: 8.763087753297327e-05
Position 1244: 8.736650294316245e-05
Position 999: 8.044900826291385e-05
Position 4599: 6.501769735715416e-05
Position 7435: 6.453841380758084e-05
Position 965: 5.615747197067521e-05
Position 6993: 5.459408695171693e-05
Position 6781: 5.094642422335556e-05
Position 1054: 4.6818368014473724e-05
Position 8250: 4.610194625902413e-05
Position 6969: 4.422549922902848e-05
Position 7787: 2.4057571976128912e-05
Position 6874: 2.3272104449224596e-05
Position 7475: 1.909434176012374e-05
Position 7367: 1.5442644400334223e-05
Position 8539: 1.4559962935845442e-05
Position 1549: 1.4360160699192725e-05
Position 7437: 1.2719291339095618e-05
Position 7423: 1.0600723980085297e-05
Position 7697: 1.0399643481600654e-05
Position 8316: 1.0071158020035676e-05
Position 7720: 9.59489227336387e-06
Position 156: 9.023278806241659e-06
Position 546: 8.382224296673728e-06
Position 8521: 5.654375398509824e-06
Position 7256: 5.217127320621066e-06
Position 8555: 4.6430462110059e-06
