Gene = Ir31a
index = 1236
Annotated 5SS: [ 335  873 1738 2086 2421]
Annotated 3SS: [ 387  933 1798 2280 2480]
SMsplice 5SS: [ 873 1738 2212 2421]
SMsplice 3SS: [ 933 1798 2280 2480]
top_k =  500
Partition function (log Z): 2.172616047227799

Sorted 5' Splice Sites (High to Low Probability):
Position 1738: 0.9907541662243331
Position 2212: 0.8576355386316231
Position 873: 0.8242992690676363
Position 335: 0.6824383354241169
Position 2421: 0.6709686160051802
Position 1298: 0.25769478784189437
Position 2086: 0.15041874720424508
Position 569: 0.1187387843736308
Position 2378: 0.09180250863165397
Position 513: 0.057710933101333926
Position 1567: 0.018645259584795855
Position 618: 0.014210678491185192
Position 877: 0.010810044235564857
Position 203: 0.009959947661277804
Position 2024: 0.009451761907442896
Position 49: 0.007646839758156396
Position 363: 0.007030354059222441
Position 2427: 0.006546213572147831
Position 182: 0.0049521390867287894
Position 1295: 0.003520505801447991
Position 1023: 0.0026881826988363637
Position 1742: 0.0023100586781427813
Position 65: 0.0021086418054680213
Position 2013: 0.001833032983658785
Position 1181: 0.0014515250709815934
Position 1332: 0.001433640880163862
Position 236: 0.0011791459354604573
Position 268: 0.001096217224138837
Position 96: 0.0009212207248760585
Position 1857: 0.0008329413570178958
Position 2408: 0.0007675493455179598
Position 1454: 0.0007318400706290526
Position 1147: 0.0007222759516339078
Position 287: 0.0006490614609264538
Position 593: 0.0006243555574223135
Position 820: 0.0005906538039587194
Position 604: 0.000549442704380674
Position 292: 0.0005128219534424028
Position 2220: 0.0004725724885350099
Position 1958: 0.00045875557360359424
Position 1459: 0.00041922573827989063
Position 1417: 0.00036895721676872797
Position 2393: 0.0003285845502269348
Position 870: 0.00030749598626382665
Position 251: 0.00028718751890411743
Position 1726: 0.0002714206152794214
Position 2115: 0.00024632066733632895
Position 740: 0.00022485188325245027
Position 2185: 0.0002031356938902477
Position 590: 0.0002017372249971071
Position 2090: 0.00016045941236157176
Position 432: 0.0001535280699510064
Position 265: 0.00013191592356703107
Position 2386: 0.00012310463541322043
