Gene = Fibp
index = 1166
Annotated 5SS: [ 218  351  737  908 1097 1248 1375 1622]
Annotated 3SS: [ 271  417  799  963 1146 1305 1435 1685]
SMsplice 5SS: [ 218  351  737  908 1097 1375 1622]
SMsplice 3SS: [ 271  417  799  963 1146 1435 1685]
top_k =  500
Partition function (log Z): 19.51073344012033

Sorted 5' Splice Sites (High to Low Probability):
Position 1375: 0.9989321449042563
Position 1622: 0.9921817699214895
Position 351: 0.9762309475099585
Position 908: 0.9753417420623828
Position 1097: 0.9692862305545777
Position 218: 0.824691242254573
Position 737: 0.7357263255056583
Position 741: 0.23722453066722451
Position 1248: 0.029432985127386967
Position 713: 0.012934604673564788
Position 498: 0.01041316103510319
Position 1084: 0.008996752774976113
Position 1768: 0.008520243496831583
Position 1797: 0.003921341401591166
Position 1626: 0.0036643704236900988
Position 767: 0.0018841152854507858
Position 186: 0.0015656891985264016
Position 1752: 0.0015341970691576732
Position 198: 0.0011900173562482276
Position 1726: 0.0004729792722375441
Position 1566: 0.0003548742109481914
Position 252: 0.0003174272202159591
Position 1558: 0.0002497912906875319
Position 772: 0.0002458265455407342
Position 139: 0.00020582712466392792
Position 617: 0.00014774265208106582
Position 732: 0.00014457932544711401
Position 1041: 0.00010310496682385076
Position 294: 8.670463250035545e-05
Position 1516: 8.609426418063606e-05
Position 87: 7.849031288283108e-05
Position 967: 5.3068549942979435e-05
Position 25: 4.8740836525346034e-05
Position 1807: 4.059749157452996e-05
Position 857: 3.90724164446754e-05
Position 141: 3.574059152070258e-05
Position 699: 3.5257785241982045e-05
Position 355: 2.610860861438402e-05
Position 816: 2.2967239029626406e-05
Position 125: 2.0657696820127663e-05
Position 451: 2.044224234102007e-05
Position 123: 1.1647567094563329e-05
Position 1540: 8.560211184183784e-06
Position 1287: 7.208113236608151e-06
Position 717: 7.07452367308583e-06
Position 48: 6.461732329584125e-06
Position 1209: 6.237393296907193e-06
Position 1649: 5.098074834618768e-06
Position 1021: 4.3278507519423e-06
Position 1811: 3.8292990460773545e-06
Position 639: 3.0834859744248704e-06
Position 598: 2.654835234238145e-06
Position 457: 2.429090789812328e-06
Position 636: 2.4082742199736407e-06
Position 1217: 1.451173671963177e-06
Position 925: 1.4465031564039105e-06
Position 387: 1.4108876394641479e-06
Position 1161: 1.0970403639740007e-06
Position 1048: 8.286161041698889e-07
Position 1634: 7.610600074101616e-07
Position 1188: 6.125633930544917e-07
Position 278: 5.524817872031539e-07
Position 431: 5.219506135735489e-07
Position 284: 4.429367314362582e-07
Position 1703: 3.3703507379423593e-07
Position 380: 2.272094947645382e-07
Position 837: 1.6737572391858733e-07
Position 429: 1.669257691243248e-07
Position 1599: 7.23109017995315e-08
Position 1817: 6.780012945922598e-08
Position 1506: 5.876663460883881e-08
Position 999: 4.3302521282695225e-08
Position 1310: 2.38181128529248e-08
