Gene = mbf1
index = 1785
Annotated 5SS: [317 541 912]
Annotated 3SS: [ 416  750 1280]
SMsplice 5SS: [541 912]
SMsplice 3SS: [ 750 1280]
top_k =  500
Partition function (log Z): -1.8265726586781117

Sorted 5' Splice Sites (High to Low Probability):
Position 912: 0.9818617126949492
Position 541: 0.9115372828841213
Position 20: 0.452458789007845
Position 352: 0.24950271301307791
Position 1542: 0.14399304873581978
Position 1919: 0.12083942311533946
Position 234: 0.10791447938681119
Position 1212: 0.04867252460599573
Position 317: 0.02361820684969443
Position 2144: 0.010297190482683514
Position 2160: 0.009885713354955711
Position 916: 0.009311242370108951
Position 1423: 0.007734493651907449
Position 539: 0.0059941892210992435
Position 1889: 0.0037689742433251933
Position 1354: 0.002563062541083561
Position 57: 0.0018964485577175445
Position 1975: 0.001625870612576913
Position 1135: 0.0009245760023993339
Position 702: 0.0007869441095603223
Position 1223: 0.0007731257853737527
Position 1155: 0.0007163666465630462
Position 2132: 0.0005673917615658093
Position 1209: 0.0004935679177144023
Position 719: 0.00044914755212102213
Position 1216: 0.0003054069438025176
Position 704: 0.0002457092322359716
Position 194: 0.00019381491964103384
Position 1088: 0.00017574979298759407
Position 267: 0.00014049163771438967
Position 1097: 0.00013736084277775527
Position 581: 0.00012013678740914653
Position 1330: 0.00011400740135528685
Position 356: 8.005419364921258e-05
Position 254: 6.526816350949658e-05
Position 545: 6.071232629159813e-05
Position 221: 5.419747162977062e-05
Position 1701: 5.2266580299174284e-05
Position 1430: 4.274936621426179e-05
Position 364: 3.695802941661633e-05
Position 745: 3.141775944775667e-05
Position 1005: 2.761640046755079e-05
Position 1714: 2.091657260650718e-05
Position 522: 2.06099730708364e-05
Position 611: 1.7453158094559007e-05
Position 177: 1.5848386641657277e-05
Position 1130: 1.2520043043162332e-05
Position 849: 1.2242695062477196e-05
Position 492: 6.059878176797537e-06
Position 391: 4.081765147182318e-06
Position 1305: 3.803122183222621e-06
Position 563: 3.4188939168184735e-06
Position 754: 2.19293832902042e-06
Position 146: 1.3402741789738514e-06
Position 1008: 7.472108398097095e-07
Position 340: 4.949180837313727e-07
Position 270: 4.5623115270715626e-07
Position 419: 3.697274996122297e-07
Position 321: 1.629174555373615e-07
Position 467: 1.4979737082661548e-11
Position 516: 1.0598279934352709e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9415216002694089
Position 1280: 0.9167818815119132
Position 88: 0.381363691245952
Position 416: 0.20142028966835035
Position 2309: 0.11280954542809925
Position 1008: 0.1040158489082114
Position 1731: 0.04408521078805728
Position 129: 0.04197680974233699
Position 292: 0.04095692050882733
Position 298: 0.03848644402944684
Position 2015: 0.038135139557505075
Position 1796: 0.037378143449179876
Position 452: 0.03368251153788921
Position 2107: 0.027697024304784598
Position 621: 0.016900228618716862
Position 2048: 0.016629863862262128
Position 2229: 0.0131508696932568
Position 289: 0.011322032526017212
Position 456: 0.010578785952862617
Position 1608: 0.010225948693488097
Position 804: 0.00982271361216371
Position 2216: 0.007132770233895303
Position 2072: 0.006792135922091502
Position 719: 0.006517107338110234
Position 167: 0.003795349559946946
Position 2254: 0.0034530452168808645
Position 1154: 0.0023085242616906502
Position 1690: 0.002284316261216794
Position 177: 0.001939535482444252
Position 960: 0.001842238861817994
Position 101: 0.0017043427902633333
Position 270: 0.0016892606587414448
Position 773: 0.0013525677638934494
Position 479: 0.0011555316854097789
Position 188: 0.001070558712473396
Position 1223: 0.0009420017625019829
Position 1209: 0.0008279054151234595
Position 336: 0.0008258588265424124
Position 1611: 0.0008123343630470495
Position 1196: 0.000672927790788511
Position 1097: 0.0005757657572060909
Position 1971: 0.000554196650811375
Position 1382: 0.00047646302072712265
Position 1298: 0.00040587873004088834
Position 210: 0.000368764818961939
Position 682: 0.00030520693142815485
Position 1485: 0.00028452113865471475
Position 303: 0.00023348727365100883
Position 250: 0.00015099432928575431
Position 770: 0.00012564154215644993
Position 1107: 0.00011886346948954403
Position 788: 9.267195477277834e-05
Position 157: 9.212962984994101e-05
Position 254: 8.790424917123072e-05
Position 311: 8.320852130777227e-05
Position 536: 4.452742356040558e-05
Position 1818: 2.5212518429218515e-05
Position 500: 2.5191328434656953e-05
Position 1712: 2.1524313786407664e-05
Position 308: 1.3580749625138942e-05
Position 1707: 1.3107288872548405e-05
Position 1413: 8.04600591569491e-06
Position 1295: 6.321969704753535e-06
Position 1430: 6.097398362954045e-06
Position 356: 2.887343493779749e-06
Position 869: 2.8714559410734485e-06
Position 364: 2.3722225885485658e-06
Position 539: 1.8461676467941378e-06
Position 513: 1.615582804675671e-06
Position 857: 1.4730314748145528e-06
Position 866: 3.318593224209233e-07
Position 151: 2.757609676453108e-07
Position 1110: 2.6148872506160336e-07
Position 90: 5.8181676113021995e-08
Position 348: 4.124022255977045e-09
Position 340: 6.263031572344365e-10
