Gene = RPA2
index = 1402
Annotated 5SS: [114 234 884]
Annotated 3SS: [171 296 972]
SMsplice 5SS: [234 884]
SMsplice 3SS: [296 972]
top_k =  500
Partition function (log Z): 1.0064403795280819

Sorted 5' Splice Sites (High to Low Probability):
Position 884: 0.9989056459925726
Position 234: 0.5307431724686567
Position 114: 0.462423582010989
Position 238: 0.28347530643712865
Position 510: 0.09030284252917746
Position 534: 0.02811422617503736
Position 1048: 0.015382648966502833
Position 516: 0.007854565212860362
Position 528: 0.006312666073531899
Position 242: 0.004594067497748935
Position 562: 0.0022930930981608783
Position 118: 0.0016262852253043595
Position 368: 0.0011693656577753439
Position 253: 0.0006931215643592463
Position 1062: 0.0004695681263018385
Position 551: 0.0003099849934392772
Position 281: 0.00023705869988582367
Position 615: 0.0002240246529153539
Position 396: 0.0001080652876623229
Position 384: 0.00010417122414837311
Position 1088: 9.700773000343441e-05
Position 52: 6.958270629306978e-05
Position 888: 6.949834906325907e-05
Position 679: 6.252379324192672e-05
Position 694: 5.763397521079335e-05
Position 19: 5.676185602618392e-05
Position 405: 5.225541885985067e-05
Position 1060: 2.413897407337837e-05
Position 315: 1.895014597197491e-05
Position 353: 1.1319755685386208e-05
Position 258: 9.615618487290586e-06
Position 382: 9.218308204681261e-06
Position 35: 8.810920786291929e-06
Position 878: 6.532088445368806e-06
Position 891: 5.227300834443117e-06
Position 27: 4.190324654975101e-06
Position 312: 3.5090277092249713e-06
Position 759: 2.735471480254893e-06
Position 127: 1.802802573409072e-06
Position 789: 5.553896065657259e-07
Position 763: 4.952877784088511e-07
Position 303: 1.1795482414800202e-07
Position 636: 1.0376784955228766e-07
Position 813: 3.784037333733801e-08
Position 356: 2.1573728259925547e-08
Position 327: 3.2233014041747804e-09
Position 171: 1.8491713842455896e-09
Position 165: 9.030281054346383e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 972: 0.9991389365477159
Position 296: 0.5127290156380773
Position 171: 0.4443418898619213
Position 655: 0.3742452565575521
Position 303: 0.03352736134370392
Position 587: 0.02594046095275271
Position 368: 0.011379176760407676
Position 1142: 0.010308782226773571
Position 1108: 0.006067610454732469
Position 323: 0.005195541934516998
Position 746: 0.003964099848074982
Position 717: 0.0019564926694408936
Position 614: 0.0019501777987467335
Position 726: 0.0010774418811222057
Position 339: 0.000950912183519507
Position 396: 0.0008717854767139824
Position 161: 0.000651497761475569
Position 320: 0.0003579963391945509
Position 425: 0.0003029834700613818
Position 177: 0.00025160286006699833
Position 671: 0.0002113321823664721
Position 1017: 0.0001484369819971075
Position 533: 0.00012337192484302825
Position 763: 9.90370834517522e-05
Position 123: 3.097638278582282e-05
Position 92: 2.1262801953198768e-05
Position 510: 1.9621769103111778e-05
Position 558: 1.6802592370470035e-05
Position 210: 8.777196394955497e-06
Position 1028: 7.952474996813056e-06
Position 636: 5.718941130077333e-06
Position 65: 5.5420342308648455e-06
Position 130: 2.950145034537242e-06
Position 1000: 1.8696840839915281e-06
Position 868: 1.4911743217763482e-06
Position 97: 7.972306986955809e-07
Position 118: 5.928673766292644e-07
Position 135: 2.33387675386371e-07
Position 231: 1.2289192996626792e-07
Position 443: 6.229900515343861e-08
Position 227: 5.3272678763970746e-08
Position 457: 3.0452384433816226e-08
Position 145: 1.841615871066788e-08
Position 137: 1.3398401578615617e-08
Position 451: 7.92649208958942e-09
Position 217: 7.71313920784834e-09
Position 341: 6.970423697905482e-09
Position 234: 1.4571621463109137e-09
Position 258: 2.2893476380481996e-11
Position 238: 8.823212724578917e-12
Position 253: 5.202952710700595e-13
Position 242: 2.731755016642466e-14
Position 246: 9.004004604627403e-17
