Gene = vri
index = 1930
Annotated 5SS: [17223 18969]
Annotated 3SS: [18620 19076]
SMsplice 5SS: [  566 18969]
SMsplice 3SS: [18620 19076]
top_k =  500
Partition function (log Z): -4.2294628835169314

Sorted 5' Splice Sites (High to Low Probability):
Position 18969: 0.999306356738326
Position 566: 0.969412365021622
Position 13324: 0.5449341527493945
Position 19649: 0.3879011047356948
Position 11801: 0.26710707762418706
Position 10502: 0.2086725307185343
Position 13521: 0.20560861378720044
Position 21373: 0.08856347585450014
Position 10808: 0.08066126346370138
Position 6493: 0.06779150045694736
Position 10918: 0.04468744248082129
Position 21099: 0.041677303728496914
Position 19484: 0.034797551996960135
Position 20949: 0.03431693843440624
Position 8810: 0.03415303040127142
Position 11796: 0.026600846568412433
Position 600: 0.01805521844618536
Position 10846: 0.015309726630737996
Position 3192: 0.011846243958434872
Position 20213: 0.010485241673959549
Position 14150: 0.009716541466119787
Position 1307: 0.008128300091186492
Position 9820: 0.007967513481967965
Position 22102: 0.007630326671211652
Position 6076: 0.007450472291644792
Position 604: 0.00699742015077805
Position 10812: 0.006936295958131689
Position 8674: 0.005864124320539164
Position 946: 0.005705007012877886
Position 15115: 0.005178235764299047
Position 615: 0.005141271159721656
Position 10814: 0.003947711588282817
Position 13490: 0.0038955248438575555
Position 21391: 0.0038284378060333673
Position 12488: 0.0033235592776520695
Position 20773: 0.002939549659474361
Position 6357: 0.0027778721492066932
Position 20684: 0.002729599686569768
Position 10149: 0.002476746254931569
Position 20933: 0.002300085653000695
Position 13858: 0.0019562635606357637
Position 6092: 0.0018097681449046358
Position 13463: 0.001781428484118315
Position 4317: 0.0017697706530448605
Position 6388: 0.0017449880937197907
Position 6082: 0.0017193087873022385
Position 926: 0.0016208950061179577
Position 21192: 0.0016169221306774556
Position 13450: 0.0015547862325180708
Position 19712: 0.0014484009778281866
Position 2115: 0.0014313309207123243
Position 6072: 0.0012558676797923573
Position 9824: 0.0011170753168720504
Position 21095: 0.0010374779590698064
Position 21369: 0.000412480865067384
Position 9187: 0.0003875072341125175
Position 18975: 0.00034297833678532063
Position 2814: 0.0003154116274992833
Position 19629: 0.0003142875913774946
Position 20937: 0.00026067393139412426
Position 2729: 0.00013081358836383166
Position 2333: 0.00013026686783733534
Position 2818: 0.00011037359246810982
Position 19976: 0.0001014000413618402
Position 1148: 7.260758952500691e-05
Position 2796: 7.103990033488097e-05
Position 3527: 6.296811551928432e-05
Position 579: 5.9730135964221814e-05
Position 624: 5.957869822412111e-05
Position 389: 5.050702472297124e-05
Position 204: 4.222318710185078e-05
Position 2835: 4.167186333521924e-05
Position 20189: 3.8744737701629445e-05
Position 21608: 3.5283422554980556e-05
Position 2807: 3.284533539348482e-05
Position 2459: 1.5197179921936462e-05
Position 331: 1.4962292582108487e-05
Position 2620: 1.2628477484378737e-05
Position 827: 9.801835474336364e-06
Position 1570: 8.599875859797317e-06
Position 2668: 8.581488855857595e-06
Position 651: 7.007836312789241e-06
Position 860: 6.555274585234217e-06
Position 21345: 6.408638172659111e-06
Position 456: 4.7535302496279684e-06
Position 2762: 4.687823303535967e-06
Position 964: 3.710884313189769e-06
Position 1753: 3.7041606641771485e-06
Position 19914: 3.633523510560402e-06
Position 572: 2.95562928254485e-06
Position 1424: 2.2128541941209958e-06
Position 1129: 1.147672183794912e-06
Position 1048: 1.105351510183904e-06
Position 588: 1.0058575144169918e-06
Position 1035: 6.572808209071712e-07
Position 69: 6.481526829833634e-07
Position 570: 5.614937959077003e-07
Position 215: 5.565202222970346e-07
Position 175: 5.408505103623497e-07
Position 972: 4.2625436519082144e-07
Position 1009: 2.1209855250057113e-07
Position 446: 2.1125500494745403e-07
Position 240: 1.4889014470671323e-07
Position 311: 9.38689206575949e-08
Position 162: 8.622575701817276e-08
Position 393: 2.9416126851954074e-08
Position 96: 2.457801394498689e-08
Position 561: 1.521729477209521e-08
Position 118: 6.755978015582934e-09
Position 381: 4.875679895516183e-09
Position 116: 2.805884147922418e-09
Position 338: 2.804163867412402e-09
Position 998: 1.9548040244693018e-10
Position 106: 1.0194162323559925e-10
Position 4: 9.185083424987379e-11
Position 50: 8.180135999123132e-11
Position 11: 6.792323784274706e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 18620: 0.9997927730239196
Position 19076: 0.9596579708044773
Position 10570: 0.324491366680733
Position 13166: 0.28488955550529294
Position 21020: 0.23475261023276903
Position 13376: 0.22711909159419996
Position 10369: 0.2086725307185345
Position 21555: 0.18281967194419918
Position 11173: 0.11711365953928443
Position 21841: 0.11341264529154835
Position 12881: 0.06809017082463634
Position 11871: 0.06792579626188386
Position 12421: 0.06278571729864521
Position 11921: 0.044506342389505016
Position 8598: 0.03663483944234758
Position 19032: 0.03537716730465337
Position 6443: 0.025027134059595967
Position 6141: 0.01408651370725987
Position 21155: 0.012632089061792492
Position 22272: 0.012398164930617085
Position 22168: 0.011950130091757034
Position 6304: 0.011317373153805729
Position 5432: 0.010984994124528795
Position 5479: 0.010818083408279121
Position 21257: 0.010626177252874102
Position 726: 0.008829546399209569
Position 19975: 0.008511327765733701
Position 21479: 0.007866061037299444
Position 21261: 0.0077503100485939395
Position 10634: 0.007330630433666008
Position 6398: 0.0073089910797554565
Position 11195: 0.006899872582367494
Position 22221: 0.006412213982648206
Position 19774: 0.0057452822428038204
Position 9636: 0.005384717538336054
Position 2541: 0.00528025371085536
Position 12487: 0.005265562908281633
Position 9668: 0.004808055890814917
Position 699: 0.004364722982112202
Position 12154: 0.004209403554311479
Position 2866: 0.0029175811564766028
Position 21446: 0.002770135583114379
Position 14200: 0.002572324930003233
Position 21583: 0.002489093600088806
Position 5489: 0.0024443994321563783
