Gene = teq
index = 1910
Annotated 5SS: [  187   980  1224  1623  2153  2336 10277 10658 11187 12625 13146 15306
 15768 15981 16823 16983 17178]
Annotated 3SS: [  420  1028  1376  1675  2214  9842 10414 10721 11244 12680 13205 15375
 15824 16041 16889 17093 17238]
SMsplice 5SS: [  980  1224  1623  2153  2297 10658 11187 12625 13146 13993 15306 15768
 15981 16823 16983 17178]
SMsplice 3SS: [ 1028  1376  1675  2214 10414 10721 11244 12680 13205 14048 15375 15824
 16041 16889 17093 17238]
top_k =  500
Partition function (log Z): 29.412925416590344

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9995929122130859
Position 15768: 0.998677232947347
Position 10658: 0.9980431139223113
Position 16823: 0.9910569978706152
Position 16983: 0.9840578555550332
Position 12625: 0.981653279004657
Position 1623: 0.9746979713687303
Position 17178: 0.9715757792520011
Position 15981: 0.9481749657288305
Position 2153: 0.9189853170101467
Position 11187: 0.8908432759837318
Position 1224: 0.8300418048679418
Position 980: 0.702468658830495
Position 2297: 0.5252383666354961
Position 187: 0.4224148687316358
Position 2343: 0.3342987824861402
Position 13146: 0.32057547330713326
Position 13993: 0.31753042351785377
Position 13057: 0.2674216271048983
Position 13340: 0.2631056634147237
Position 2985: 0.23331833024348855
Position 13389: 0.15042467003700466
Position 12819: 0.14336408447987853
Position 10907: 0.10654026200111996
Position 11072: 0.0857200706573203
Position 1190: 0.08229803066249203
Position 13012: 0.08043525407883656
Position 10793: 0.06915358797539192
Position 13115: 0.0495965955536293
Position 16224: 0.04697248430864287
Position 13338: 0.045754735265736146
Position 1743: 0.04400248844893831
Position 13125: 0.04260448653803655
Position 13473: 0.038676413391631234
Position 14351: 0.03708465091634594
Position 13344: 0.03542096566890831
Position 14571: 0.03200853773459529
Position 13437: 0.021628200243664433
Position 12843: 0.0213727026512412
Position 1482: 0.018360682465394827
Position 12836: 0.017922416155135516
Position 12911: 0.017462507199534953
Position 11042: 0.0157504531824752
Position 1885: 0.01548683035520993
Position 193: 0.014945358490022622
Position 15882: 0.014935697160040383
Position 16498: 0.014237489186285054
Position 16247: 0.013047239505875005
Position 16635: 0.012048440537653873
Position 13055: 0.010858215863618422
Position 2335: 0.008413268684413385
Position 688: 0.008405956283477617
Position 17142: 0.007812103394246871
Position 200: 0.006806628553520645
Position 14002: 0.006796168992203024
Position 1491: 0.006550436776115981
Position 13106: 0.006094406347024021
Position 955: 0.005877137463305154
Position 12786: 0.005756192693260316
Position 984: 0.005477164320663679
Position 13083: 0.005421699742322449
Position 16250: 0.00533784705804124
Position 17033: 0.005024445373034671
Position 16096: 0.004245478696958294
Position 13964: 0.004179349514843744
Position 12570: 0.0040773188166088135
Position 13043: 0.003885307384527543
Position 2306: 0.003880964018868801
