Gene = fln
index = 1701
Annotated 5SS: [  72  850 1072]
Annotated 3SS: [ 585  915 1133]
SMsplice 5SS: [369 850]
SMsplice 3SS: [585 915]
top_k =  500
Partition function (log Z): -4.671999109202206

Sorted 5' Splice Sites (High to Low Probability):
Position 850: 0.9848281796989713
Position 369: 0.5205979637336764
Position 1072: 0.291822723497202
Position 72: 0.1486212952891536
Position 1089: 0.09240558279691623
Position 534: 0.07882261755547594
Position 1248: 0.0580704740624124
Position 204: 0.04529823626926188
Position 244: 0.04046990546145186
Position 192: 0.019528848317011172
Position 398: 0.011276615368553903
Position 201: 0.011201993058739423
Position 1266: 0.006945500030025389
Position 457: 0.005551173119112
Position 132: 0.0036348775170228246
Position 767: 0.0027502583512001985
Position 471: 0.002682279607035998
Position 1095: 0.0025520757018777287
Position 1472: 0.002463971729683362
Position 305: 0.002441504327262864
Position 66: 0.002335111847159444
Position 481: 0.0021542343414711106
Position 864: 0.0021426271696105164
Position 1319: 0.0019200903347306394
Position 1077: 0.0019001868713146082
Position 1574: 0.0017694343450950203
Position 1334: 0.0010404702462062923
Position 1492: 0.0009883396487572217
Position 1563: 0.0009580221181290638
Position 411: 0.0008148323870750428
Position 258: 0.0006229993545523548
Position 173: 0.0005810688703892472
Position 52: 0.0005707842251836706
Position 32: 0.0005644736325381501
Position 421: 0.0005224861551587567
Position 19: 0.0003134418502382553
Position 889: 0.0003062893005828008
Position 1519: 0.0002918754933814397
Position 845: 0.00029102018146501285
Position 159: 0.0002876625446244657
Position 465: 0.0002833838094506034
Position 1386: 0.0002451986285752125
Position 435: 0.0002063780069273107
Position 869: 0.000203975220403174
Position 879: 0.00017049673324030394
Position 884: 0.00015867164286165514
Position 974: 0.00014130617372548938
Position 147: 0.00010188992199497813
Position 1378: 8.611629749531719e-05
Position 509: 7.573327299250763e-05
Position 1104: 6.981324039882467e-05
Position 372: 6.466428625962091e-05
Position 854: 4.9375821059526535e-05
Position 109: 4.080259601078121e-05
Position 810: 3.6281332393054033e-05
Position 6: 3.2538624004823656e-05
Position 77: 2.6169228377538194e-05
Position 401: 1.5898212325048307e-05
Position 824: 1.0419136968190187e-05
Position 1036: 9.777761619984666e-06
Position 330: 4.712294964089407e-06
Position 1322: 3.4804763908767486e-06
Position 542: 2.5856572745318684e-06
Position 403: 2.509753948707468e-06
Position 1047: 1.7132282470968282e-06
Position 103: 1.2519696438470943e-06
Position 92: 1.1887655670975116e-06
Position 943: 5.375807619691241e-07
Position 1110: 3.464401115752907e-07
Position 1107: 2.135503772540743e-07
Position 1152: 4.354859685268263e-08
Position 693: 3.2239867162642815e-13
Position 289: 9.66760147096758e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 915: 0.9580847674967737
Position 585: 0.646022777173678
Position 1133: 0.3444274914280396
Position 261: 0.1192048543793835
Position 1378: 0.04191020737003529
Position 572: 0.03979447684377537
Position 552: 0.034717500288967196
Position 304: 0.03153657338711757
Position 954: 0.029564123365340096
Position 1593: 0.025603136385794697
Position 1291: 0.015438193068172177
Position 596: 0.014339352956075649
Position 1354: 0.010045867212919599
Position 1139: 0.006800670799374445
Position 1633: 0.006565786978588614
Position 1573: 0.005555233614470685
Position 428: 0.004973803802451368
Position 1247: 0.003487594350602508
Position 1230: 0.0023615297170423728
Position 173: 0.0020469879227418388
Position 1167: 0.0020209278064002335
Position 115: 0.0018543114632626977
Position 1382: 0.0016325740159973956
Position 602: 0.0010193711730414902
Position 605: 0.0008968532229154222
Position 517: 0.0008268034413061564
Position 1332: 0.000614149068725163
Position 1322: 0.0005685861559402487
Position 159: 0.0005106072416843485
Position 92: 0.00043043789028641
Position 686: 0.00042040287084816447
Position 1266: 0.0002492836075120017
Position 829: 0.00020915046039985899
Position 712: 8.681523962618516e-05
Position 471: 8.409281276759239e-05
Position 453: 5.5695168016163775e-05
Position 192: 5.405136063925682e-05
Position 185: 5.02782207629731e-05
Position 450: 4.8439724614578045e-05
Position 816: 4.514048624204029e-05
Position 658: 3.819199700162408e-05
Position 397: 3.1845042727633413e-05
Position 311: 2.7494303233258142e-05
Position 1033: 2.5976746948112036e-05
Position 122: 2.493983824174565e-05
Position 803: 1.8715181579894705e-05
Position 319: 9.633859582778568e-06
Position 210: 8.831327000740605e-06
Position 720: 8.436016093361366e-06
Position 637: 7.567316450824023e-06
Position 534: 7.176537823333667e-06
Position 874: 5.237227637958603e-06
Position 643: 4.782906636414606e-06
Position 368: 2.313441312885199e-06
Position 800: 2.2641632396855817e-06
Position 109: 1.720810440516286e-06
Position 66: 1.422404538109871e-06
Position 71: 1.1851793645701832e-06
Position 212: 1.1285532874477903e-06
Position 52: 6.223303436937243e-07
Position 1107: 3.184965620104483e-07
Position 1007: 1.6348067055656285e-07
Position 1104: 1.3215324040624542e-07
Position 201: 3.3348489117127967e-10
Position 379: 3.226252244828287e-12
