Gene = Cpr65Au
index = 1098
Annotated 5SS: [162]
Annotated 3SS: [503]
SMsplice 5SS: [162]
SMsplice 3SS: [503]
top_k =  500
Partition function (log Z): -4.3802512897555985

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.4776492195501577
Position 166: 0.42383443483623373
Position 397: 0.25791201462726315
Position 425: 0.08678068273610895
Position 364: 0.012915501061339318
Position 205: 0.010782781752325499
Position 418: 0.0044637948516175726
Position 95: 0.0028341635568488025
Position 415: 0.0009430757899350231
Position 704: 0.00035143050182994605
Position 778: 0.00018381508050003767
Position 427: 0.0001486105667218981
Position 753: 0.00013152622236057844
Position 278: 0.00010684578585464133
Position 442: 9.147882410323371e-05
Position 249: 9.057414621215166e-05
Position 71: 8.591346896931902e-05
Position 672: 8.374226719899538e-05
Position 606: 6.052238187897428e-05
Position 290: 5.668048891213274e-05
Position 542: 4.964041210579305e-05
Position 52: 3.402842689455555e-05
Position 547: 3.133494300598794e-05
Position 682: 1.0554120330562879e-05
Position 77: 6.149233183294438e-06
Position 337: 3.890457469511526e-06
Position 733: 1.4535957160192063e-06
Position 575: 1.2523338214530246e-06
Position 314: 7.572169889154993e-07
Position 582: 5.647652325226753e-07
Position 638: 4.6884076212143246e-07
Position 764: 3.8914937776575387e-07
Position 45: 2.621895255233817e-07
Position 793: 1.1276727981598795e-07
Position 323: 1.3477916156357542e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 503: 0.9732666440498803
Position 314: 0.20683654229468454
Position 252: 0.09040078639422655
Position 510: 0.006217877907697715
Position 361: 0.0009717309535129099
Position 591: 0.0005272851392301289
Position 165: 0.00023113818983028277
Position 546: 0.000228139755060658
Position 836: 0.00021448114326696698
Position 759: 0.0002078747546721812
Position 767: 0.00015581689060289536
Position 805: 0.00014805051999172445
Position 773: 6.648725223946924e-05
Position 672: 4.905592843528841e-05
Position 424: 4.2991171912218905e-05
Position 230: 3.613333471474476e-05
Position 363: 2.0967848120704093e-05
Position 809: 1.4897226185823633e-05
Position 677: 4.816826214721876e-06
Position 415: 1.4868106450756556e-06
Position 638: 1.350930547578719e-06
Position 380: 1.0548422057462997e-06
Position 537: 8.551206417110743e-07
Position 785: 3.6743974473588585e-07
Position 393: 2.4668873843942055e-07
Position 176: 1.8740183082293972e-07
Position 733: 1.50574722346995e-07
Position 108: 1.2917796261549569e-07
Position 370: 8.734237968824294e-08
Position 99: 2.3898364928396295e-08
Position 400: 6.27808666332618e-09
Position 395: 1.4349159504212667e-09
Position 129: 1.2126266616193678e-09
Position 114: 2.1552099852180636e-10
Position 131: 3.887752549988468e-18
