Gene = l(2)k05911
index = 1749
Annotated 5SS: [ 875 5056 5248 5623]
Annotated 3SS: [3929 5111 5325 5679]
SMsplice 5SS: [ 875 5056 5248 5623]
SMsplice 3SS: [3929 5111 5325 5679]
top_k =  500
Partition function (log Z): 1.2219238897840743

Sorted 5' Splice Sites (High to Low Probability):
Position 5248: 0.9984342054297353
Position 5623: 0.9854388641213577
Position 5056: 0.7446229919108706
Position 875: 0.46855111890984114
Position 495: 0.37644155571933974
Position 93: 0.10438526937160185
Position 4080: 0.04121714434336501
Position 930: 0.03911495182576977
Position 2582: 0.0318488544249352
Position 1422: 0.027649104834087404
Position 871: 0.024423240824023067
Position 113: 0.023751569076237097
Position 1535: 0.01731183486057797
Position 4482: 0.013062035148632094
Position 51: 0.009021109540621885
Position 976: 0.004969097204785772
Position 4084: 0.00448580265593775
Position 922: 0.004123701124762
Position 1355: 0.003731610561562987
Position 672: 0.003253511693222708
Position 4358: 0.0029884669122174994
Position 2476: 0.00282214683860837
Position 984: 0.0026396813640456353
Position 4981: 0.002177075472227295
Position 490: 0.0021741541552365317
Position 2613: 0.002144938547322619
Position 147: 0.002083567653300827
Position 2006: 0.001562796405551444
Position 4082: 0.001182692992516813
Position 5567: 0.0010844070243961749
Position 5597: 0.0009614972963037285
Position 4111: 0.0009451434272322121
Position 152: 0.0008308096825495874
Position 450: 0.0007925179316973282
Position 4523: 0.0007861517807107081
Position 603: 0.000753823204801425
Position 4383: 0.0007096327419511993
Position 1159: 0.0006218663789258212
Position 134: 0.0005692202624739087
Position 5506: 0.0005584171112249708
Position 157: 0.0005284367544955949
Position 380: 0.0005180219895370687
Position 481: 0.00047986358185415147
Position 4088: 0.00045966607033719696
Position 208: 0.0003711763108785051
Position 5182: 0.00033929027916329444
Position 919: 0.000307286870467743
Position 5627: 0.0002798648157796077
Position 879: 0.00025347291037620175
Position 5228: 0.00022793335501454021
Position 171: 0.00021066458664748672
Position 2730: 0.0002101167573733854
Position 5: 0.00020907731507828684
Position 5215: 0.00010613730281875394
Position 5440: 0.00010078806415004205
Position 5768: 9.567810239237999e-05
Position 1388: 6.940538601562767e-05
Position 515: 6.626945252074363e-05
Position 5731: 6.392487721848122e-05
Position 2726: 4.714883210410235e-05
Position 5621: 3.914300890602592e-05
Position 549: 3.870960738157469e-05
Position 1009: 3.055305341171121e-05
Position 5782: 2.4766688476848028e-05
Position 688: 2.44467107877093e-05
Position 375: 2.3493778715563424e-05
Position 1408: 2.261893189850798e-05
Position 397: 2.181340929435913e-05
Position 5354: 1.8989009252825134e-05
Position 794: 1.790878076348107e-05
Position 2265: 1.7425204162506965e-05
Position 5449: 1.3345616095953458e-05
Position 277: 1.273106777856929e-05
Position 5283: 1.232252438705711e-05
Position 4195: 1.2030536007198597e-05
Position 197: 1.1092241806211491e-05
Position 1098: 1.036457065394552e-05
Position 1319: 9.943010236276061e-06
Position 407: 8.177450290887712e-06
Position 5432: 8.124814750399709e-06
Position 5555: 7.934517092492322e-06
Position 2240: 7.903599966105717e-06
Position 335: 7.558189422193242e-06
Position 701: 7.482428990731498e-06
Position 559: 7.124155796605557e-06
Position 588: 7.082937462289054e-06
Position 289: 6.05948101062388e-06
Position 384: 4.3108968987580175e-06
Position 5794: 4.270318346377267e-06
Position 487: 4.007456869906286e-06
Position 469: 3.696918754759922e-06
Position 561: 3.5129661526477046e-06
Position 5721: 3.4698387888773647e-06
Position 484: 3.095329488461625e-06
Position 463: 2.7608949356633687e-06
Position 312: 2.738272024837187e-06
Position 5465: 2.5334413348299017e-06
Position 173: 2.500986678959551e-06
Position 5535: 2.419695465625589e-06
Position 41: 2.3591790141890147e-06
Position 5756: 2.3107576243497776e-06
Position 5153: 2.176581112527877e-06
Position 703: 1.7927537509677618e-06
Position 419: 1.5683332079668432e-06
Position 248: 1.1800081086606145e-06
Position 229: 9.696962994736382e-07
Position 5580: 4.737471263870762e-07
Position 292: 3.1115034794254647e-07
Position 868: 2.576596021708524e-07
Position 776: 2.2787093189973412e-07
Position 5792: 1.5697233545881833e-07
Position 57: 6.144384008435956e-08
Position 444: 3.5173846799854554e-08
Position 55: 1.366055811482824e-08
Position 5537: 1.9424676371634553e-11
Position 12: 1.2174910907919945e-13
Position 5643: 3.3122592985645725e-14
Position 295: 2.4057645520525686e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5325: 0.9955327055653641
Position 5679: 0.987493867817781
Position 5111: 0.9608753876825703
Position 3929: 0.8370186414458206
Position 739: 0.05263434108999242
Position 688: 0.021857594127428635
Position 1233: 0.01891413177148199
Position 5082: 0.011523514050149423
Position 1227: 0.010177694625389583
Position 2343: 0.007462777563099214
Position 1460: 0.007085261872472642
Position 327: 0.005478719764237471
Position 1050: 0.004165202151475997
Position 2367: 0.0037714552667130383
Position 736: 0.0036558516625567767
Position 588: 0.003536945930731956
Position 1367: 0.0030558195983377045
Position 2436: 0.0028989411305334494
Position 1073: 0.002328628643605323
Position 769: 0.001892419911205542
Position 2358: 0.0013053012467497574
Position 3955: 0.0012169434851914216
Position 760: 0.0011418070902823095
Position 2140: 0.0010988312057056083
Position 5362: 0.0010385487055241435
Position 2072: 0.0010176264234887887
Position 5375: 0.0008472353978188279
Position 5415: 0.0008395558541954611
Position 1322: 0.000798113253917869
Position 1189: 0.000721589513613612
Position 5432: 0.0006986259008905693
Position 5730: 0.0006460999701364632
Position 5502: 0.0006173618283281452
Position 4263: 0.0004960185818517668
Position 585: 0.0004921863922871687
Position 4585: 0.0004845444245888032
Position 1319: 0.0004065209181064459
Position 2393: 0.000389759649653596
Position 407: 0.00035804922809342657
Position 2652: 0.0003412692853613244
Position 1388: 0.0002936213010641749
Position 2396: 0.0002922498503735874
Position 1958: 0.00028620912828796136
Position 649: 0.00022562972355333796
Position 412: 0.0002166449448580174
Position 5560: 0.00020610960709725753
Position 432: 0.00019884002756579387
Position 4562: 0.00019386910299544152
Position 1475: 0.00019369047175539928
Position 844: 0.00018546182281362484
Position 3806: 0.00018082410864043972
Position 1281: 0.0001742337675489177
Position 5852: 0.00013179797703385645
Position 347: 0.00010932800440176863
Position 4817: 6.499651574559802e-05
Position 5840: 5.731880235750413e-05
Position 344: 4.5407606453534114e-05
Position 637: 4.165877839837729e-05
Position 5883: 2.9669008061343385e-05
Position 5621: 2.7176967491856722e-05
Position 3793: 2.4872888246278012e-05
Position 3852: 1.9087668704771158e-05
Position 3483: 1.889553150838162e-05
Position 5662: 1.886165323464762e-05
Position 4165: 1.7997934060722697e-05
Position 5354: 1.7014955781690375e-05
Position 4221: 1.5215204390973113e-05
Position 5654: 1.4253514294854015e-05
Position 5379: 1.2727226847921212e-05
Position 5601: 5.310399148154175e-06
Position 5505: 4.962995667117624e-06
Position 5487: 3.993849669896671e-06
Position 5543: 2.6907545300339874e-06
Position 397: 9.616990040986588e-07
Position 208: 8.354530666192491e-07
Position 184: 6.793816971975768e-07
Position 5823: 5.726610080446547e-07
Position 5643: 5.561743968204104e-07
Position 1732: 5.45184176542322e-07
Position 5858: 4.261744001916694e-07
Position 181: 3.6409786771025796e-07
Position 152: 3.215184539108184e-07
Position 157: 3.075736930547894e-07
Position 1198: 2.8834877196215775e-07
Position 530: 2.2449974426065716e-07
Position 164: 1.2672509358111242e-07
Position 222: 1.1181338916707376e-07
Position 371: 9.954154581405876e-08
Position 832: 6.02892193268965e-08
Position 484: 5.995932160093161e-08
Position 434: 2.3911627701285212e-08
Position 1082: 1.7819741030226758e-08
Position 1500: 1.530075773845646e-08
Position 1029: 1.4186133316757551e-08
Position 655: 7.220325884198496e-09
Position 309: 7.1532389729609494e-09
Position 456: 3.5537512794326715e-09
Position 100: 3.467252164927503e-09
Position 147: 3.4004101779533503e-09
Position 419: 3.075702515363536e-09
Position 197: 2.0409417034488894e-09
Position 363: 1.75990402317596e-09
Position 775: 1.5412768605634237e-09
Position 820: 1.4756446342017028e-09
Position 97: 1.4360033879610263e-09
Position 494: 6.051561327900472e-10
Position 438: 5.540330727529623e-10
Position 104: 6.123997472855955e-12
Position 444: 4.439782731999759e-12
