Gene = Gr23a
index = 1196
Annotated 5SS: [1982 2198]
Annotated 3SS: [2038 2252]
SMsplice 5SS: [ 870 2198]
SMsplice 3SS: [2038 2252]
top_k =  500
Partition function (log Z): -5.499463576335651

Sorted 5' Splice Sites (High to Low Probability):
Position 870: 0.9292948054839333
Position 2198: 0.8922887004377378
Position 1982: 0.22909576004075938
Position 859: 0.042124194352671396
Position 1610: 0.0356812315488459
Position 1574: 0.02653460768309999
Position 1055: 0.022028118729001477
Position 1481: 0.01963325151431257
Position 1263: 0.011534300539032996
Position 2108: 0.0067548532074897865
Position 2229: 0.006659056433775587
Position 408: 0.0065882043425528405
Position 874: 0.005655596399461325
Position 1493: 0.0039683504898876095
Position 1486: 0.0032949080765622813
Position 1768: 0.0027443906007477035
Position 2202: 0.0024922761990820367
Position 2193: 0.002051129563858507
Position 1265: 0.0019037536002022171
Position 1622: 0.0017803557310009366
Position 438: 0.001556532371751306
Position 341: 0.001362391285941185
Position 28: 0.0011900323784625186
Position 1015: 0.0011717078727784826
Position 1438: 0.0011385750007836483
Position 1928: 0.0008286077951169394
Position 1227: 0.0008044943737318365
Position 387: 0.000666153583396226
Position 1727: 0.0005799970067505851
Position 173: 0.0005591719199918776
Position 2072: 0.0005424798231044172
Position 2003: 0.00042785782267339405
Position 1524: 0.00042633549412055964
Position 39: 0.00040793570962069825
Position 485: 0.00038115685955408026
Position 1213: 0.0002568690151366081
Position 1240: 0.00023553562572661485
Position 656: 0.00023359705043749426
Position 1466: 0.00020681580587216536
Position 1772: 0.0002025196304517096
Position 1993: 0.00014632732697088195
Position 63: 0.00014284712582239174
Position 998: 0.00010757400123088971
Position 1355: 9.859710260235351e-05
Position 953: 9.636084860419736e-05
Position 1337: 9.059572017781373e-05
Position 1451: 8.963820524588886e-05
Position 1210: 8.593504588992043e-05
Position 454: 7.545427224562715e-05
Position 725: 6.698162075572224e-05
Position 777: 5.9511600778401e-05
Position 1094: 5.885119583194663e-05
Position 14: 4.090863461874579e-05
Position 51: 3.909398293977112e-05
Position 1219: 3.4099684559241995e-05
Position 218: 3.240646688311203e-05
Position 86: 2.6978593394833597e-05
Position 992: 2.6075943836232816e-05
Position 392: 2.451273188587709e-05
Position 400: 2.149552102640303e-05
Position 504: 2.0859840963110494e-05
Position 608: 1.9918256876489773e-05
Position 1166: 1.8913022797399066e-05
Position 222: 1.0572034105465544e-05
Position 1139: 9.27581879588328e-06
Position 192: 7.91875266211409e-06
Position 2150: 6.582682969369143e-06
Position 317: 6.348689279602459e-06
Position 132: 6.347277847145619e-06
Position 940: 5.54213151755147e-06
Position 449: 5.221456194272765e-06
Position 600: 4.592089951104129e-06
Position 447: 4.520105616872714e-06
Position 204: 2.453535537138174e-06
Position 557: 1.9266212912993357e-06
Position 560: 1.850449091617128e-06
Position 513: 1.461217882414497e-06
Position 306: 1.3613875655835817e-06
Position 98: 9.91327379966372e-07
Position 262: 8.564126523955372e-07
Position 264: 8.487113653086786e-07
Position 1601: 6.608984941586736e-07
Position 1252: 5.036036779929747e-07
Position 1417: 4.386585954475515e-07
Position 124: 3.4043537465736665e-07
Position 1118: 3.258939360648352e-07
Position 177: 3.1511633569139946e-07
Position 495: 2.694365948707456e-07
