Gene = Pdk1
index = 1364
Annotated 5SS: [  439  6393  6886 13430 13768]
Annotated 3SS: [ 6007  6516 12319 13492 14064]
SMsplice 5SS: [  439  6393  6886 12242 13430 13768]
SMsplice 3SS: [ 6007  6516 12113 12319 13492 14064]
top_k =  500
Partition function (log Z): 4.902970741066583

Sorted 5' Splice Sites (High to Low Probability):
Position 13430: 0.9956713753798746
Position 6393: 0.9826372143107945
Position 6886: 0.8876195923770911
Position 439: 0.8351691896884361
Position 12242: 0.7976745652432259
Position 13768: 0.7662820652447879
Position 15066: 0.7662383007774628
Position 14477: 0.2921782224897098
Position 116: 0.19921262292854602
Position 14004: 0.1905341350968304
Position 14850: 0.1777459352795491
Position 11991: 0.1736812019858147
Position 7901: 0.10777810543028703
Position 8223: 0.10651581692910415
Position 3081: 0.1013687501309693
Position 16334: 0.06806233178602748
Position 13616: 0.052956193837024164
Position 8776: 0.05103408596479071
Position 14459: 0.0504602629497643
Position 14846: 0.043858512681957174
Position 4628: 0.03858150600738657
Position 459: 0.03718368032997915
Position 9242: 0.03540542626846028
Position 14367: 0.03397092243947201
Position 12188: 0.03389351592145951
Position 14596: 0.033382157445379715
Position 4632: 0.03281936193767715
Position 8245: 0.03218959735247198
Position 9730: 0.031091217231740385
Position 13596: 0.03048255937586016
Position 14761: 0.023021471558621383
Position 14620: 0.021144834746571237
Position 14198: 0.020601122284959535
Position 13279: 0.01935871495550648
Position 14799: 0.017420585875003138
Position 3486: 0.016855510143693044
Position 1537: 0.014800395503922141
Position 8539: 0.0141226483219986
Position 12210: 0.013863353565167873
Position 7290: 0.01370278221182203
Position 6423: 0.013612709313876124
Position 1633: 0.013605140788816486
Position 380: 0.013470341811644157
Position 16342: 0.011084558537977074
Position 12924: 0.011036588918334443
Position 14321: 0.009856875806553873
Position 252: 0.009383918158087848
Position 16066: 0.009048060241312805
Position 6788: 0.008187132561588437
Position 1749: 0.007986969103692756
Position 7872: 0.0063493108660290145
Position 15485: 0.006226247152704043
Position 6083: 0.006116929143026844
Position 202: 0.005213815037256738
Position 13906: 0.004321765653734104
Position 12388: 0.004063059883789395
Position 13785: 0.0038997625050949058
Position 12992: 0.0034525005592258213
Position 585: 0.003090677186400593
Position 4480: 0.0027129235104499765
Position 14361: 0.0026659945507355775
Position 13865: 0.0025428129239441558
Position 1403: 0.0018341244670395517
Position 14012: 0.0018331559928688207
Position 13999: 0.0017957084916327042
Position 8038: 0.0017499481901290226
Position 429: 0.0015077945118071462
Position 6379: 0.0014601928969396735
Position 168: 0.0012826880747895018
Position 6907: 0.0011873004306776314
Position 464: 0.0011002755731393352
Position 2484: 0.0010367083100409995
Position 220: 0.001004146563610048
Position 9931: 0.0008459576420394667
Position 7302: 0.0008007967525506134
Position 14828: 0.0007642106306562383
Position 190: 0.0007605878038505844
Position 6911: 0.0007065269347993074
Position 14744: 0.0006961631000306654
Position 2509: 0.000654794049487989
Position 1316: 0.000626188475319801
Position 14373: 0.0006155933033378141
Position 8002: 0.000582370084688928
Position 13734: 0.0005761464489999279
Position 3089: 0.0005261888986367845
Position 13834: 0.0005174429033993933
Position 6878: 0.0004705175599579187
Position 596: 0.00046453666446273406
Position 1552: 0.00045510167217709346
Position 1295: 0.0004521813819235517
Position 14257: 0.00039923925207744373
Position 415: 0.00036748425092652517
Position 10202: 0.0003673858467204121
Position 860: 0.0003658818992325349
Position 141: 0.0003285694054700205
Position 6314: 0.00030883527749636544
Position 10014: 0.000287876113008261
Position 7024: 0.00028457719760802304
Position 4832: 0.0002667004752973664
Position 3085: 0.00025011591642858506
Position 12421: 0.00021364049186172682
Position 3276: 0.00019851726949123133
Position 7600: 0.00016909215331972817
Position 6923: 0.00015770123339113845
Position 6964: 0.00015311168761200126
Position 13579: 0.00011182920891218325
Position 12474: 0.00010363349820285716
Position 1767: 9.433489606843487e-05
Position 14115: 9.370453719685277e-05
Position 6556: 8.745124178994001e-05
Position 12514: 8.710000603366203e-05
Position 13620: 8.535591563159409e-05
Position 6332: 8.01762811928425e-05
Position 1319: 7.928019539098686e-05
Position 9726: 6.79681966681754e-05
Position 9368: 6.605185279436795e-05
Position 12518: 5.478532835094873e-05
Position 12679: 5.1485933114529295e-05
Position 12881: 5.146665582413203e-05
Position 6434: 5.096809474736367e-05
Position 1021: 4.969863214548398e-05
Position 950: 4.956927245074761e-05
Position 6927: 4.830961157448584e-05
Position 7699: 4.753768426524739e-05
Position 7147: 4.5786773269882084e-05
Position 25: 3.346053712011876e-05
Position 1025: 2.9467061545339938e-05
Position 6409: 2.6409203561931584e-05
Position 1759: 2.1564348371049197e-05
Position 660: 1.7516760338535595e-05
Position 6114: 1.7486414912335597e-05
Position 551: 1.5923550768670884e-05
Position 990: 1.4348265175993597e-05
Position 78: 1.3810378254890527e-05
Position 135: 1.3757194944374571e-05
Position 611: 1.297657238249876e-05
Position 6337: 1.0050356172942814e-05
Position 1559: 8.215774142860342e-06
Position 833: 6.2205187256939386e-06
Position 30: 6.1407949451177345e-06
Position 296: 5.624119706786781e-06
Position 61: 5.23119678075933e-06
Position 277: 4.997733109955669e-06
Position 6074: 4.294295005273136e-06
Position 466: 3.7909706908393232e-06
Position 33: 3.7361358454386386e-06
Position 1059: 3.4289286401526866e-06
Position 741: 3.373051138583264e-06
Position 514: 3.3604581456756875e-06
Position 448: 2.1898250883577216e-06
Position 1188: 2.0038495900552603e-06
Position 1169: 1.9691846205426426e-06
Position 13710: 1.7467087293626834e-06
Position 7348: 1.3329519567682944e-06
Position 133: 1.248198833856617e-06
Position 13869: 1.0719191824765217e-06
Position 412: 9.353759344957189e-07
Position 13772: 7.717706239713733e-07
Position 6981: 5.673027028062563e-07
Position 7145: 4.776070108458964e-07
Position 7057: 4.5061956081683907e-07
Position 13561: 3.9862530159488957e-07
Position 635: 2.4169007986690303e-07
Position 744: 2.4058556197993983e-07
Position 13554: 1.0564759554264243e-07
Position 319: 9.920734346587946e-08
Position 545: 7.55341616867708e-08
Position 605: 5.8721039293507176e-08
Position 127: 5.238698538585939e-08
Position 1647: 3.249628039507353e-08
Position 446: 2.5064498127362182e-08
Position 821: 6.745545909568509e-09
Position 322: 1.971551807621229e-09
Position 312: 1.4778046135302371e-09
Position 12590: 4.2139985087132224e-10
Position 390: 3.6469273707839556e-10
Position 179: 2.2032702349766543e-10
Position 716: 6.389238931927316e-11
Position 565: 2.599643441716084e-12
Position 553: 1.1594158805683926e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12319: 0.9963037243553928
Position 13492: 0.9956113957890936
Position 6007: 0.9871927137550611
Position 14064: 0.9666138947528843
Position 6516: 0.9447861791127222
Position 12113: 0.7308270872157888
Position 14925: 0.3311334513134579
Position 11869: 0.2904254519489518
Position 16051: 0.25735503362952844
Position 16270: 0.14497675648110186
Position 16434: 0.13783279485065214
Position 14940: 0.13664074721350095
Position 14691: 0.12787226864644174
Position 14660: 0.12306072748301031
Position 7684: 0.11938324798524609
Position 167: 0.11272020193221738
Position 15238: 0.10977793898885027
Position 15215: 0.08438660232533549
Position 8629: 0.07376546618172004
Position 13686: 0.053142453318818186
Position 16408: 0.05206242358753531
Position 4374: 0.05071547599887515
Position 1458: 0.04021393817395462
Position 16122: 0.039813289712067525
Position 7671: 0.034565324647981226
Position 2915: 0.030781502156927692
Position 7663: 0.030659809835076646
Position 1858: 0.028143492633332788
Position 15451: 0.021342641952923118
Position 7731: 0.019707055672909115
Position 13353: 0.017873708812556854
Position 1135: 0.01749830337952098
Position 8670: 0.016135802928812712
Position 13858: 0.01361025216017105
Position 8156: 0.012226501712448226
