Gene = nuf
index = 1825
Annotated 5SS: [38084 39237 39441 40243 40456]
Annotated 3SS: [38957 39305 39785 40306 41056]
SMsplice 5SS: [  722  9231  9578  9938 22334 39441 40243 40456]
SMsplice 3SS: [ 9074  9294  9868 22218 39305 39785 40306 41056]
top_k =  500
Partition function (log Z): 11.159367297213247

Sorted 5' Splice Sites (High to Low Probability):
Position 22334: 1.0000000000000007
Position 39441: 0.995665083375555
Position 9578: 0.9943645165102583
Position 9231: 0.9926923337871416
Position 40243: 0.9845228488609574
Position 40456: 0.9712606504107588
Position 722: 0.7255143046811477
Position 12783: 0.6055314453915062
Position 9938: 0.5310643476363603
Position 12975: 0.379264511606631
Position 7117: 0.21726684797714957
Position 10447: 0.20708949163937324
Position 13813: 0.1519708659081725
Position 395: 0.131338467976976
Position 14055: 0.11347636230402951
Position 1966: 0.11006947206582043
Position 10797: 0.09353246162575878
Position 12603: 0.08916052339144592
Position 106: 0.08593519117354716
Position 12932: 0.08554123639611728
Position 2312: 0.07724850004903736
Position 4766: 0.07340766533460465
Position 39627: 0.06857201116684407
Position 40766: 0.06740113257771681
Position 41926: 0.058182539647799424
Position 41182: 0.04809813820437171
Position 7139: 0.03749932737872821
Position 6405: 0.028188929652286924
Position 13526: 0.027715835312237428
Position 39623: 0.025752700868625435
Position 1409: 0.025095281970865132
Position 11567: 0.02353267374936926
Position 569: 0.023440519360267826
Position 1939: 0.02218879588456973
Position 567: 0.021519613939234794
Position 937: 0.021392029421106858
Position 41005: 0.020834585768838884
Position 3095: 0.02054781156951477
Position 40887: 0.020295811819229636
Position 2562: 0.01956256951003845
Position 565: 0.01950499199123701
Position 5780: 0.017703592964655148
Position 1962: 0.016719775761230377
Position 40964: 0.014844593302289308
Position 40247: 0.014507449337068955
Position 13780: 0.013497801203356826
Position 40640: 0.012999990542967249
Position 3573: 0.012937357726109697
Position 40894: 0.01202305616142244
Position 13382: 0.011937239729061126
Position 10026: 0.009310820847843598
Position 252: 0.008289461943098497
Position 40821: 0.008203805683720373
Position 561: 0.007176916018321446
Position 40460: 0.007139577521267801
Position 3595: 0.006784505532769559
Position 40849: 0.005283367135141648
Position 9602: 0.0048711571090264425
Position 41729: 0.004514751697133305
Position 13397: 0.0031592530162409117
Position 13172: 0.0025438671958451543
Position 563: 0.0020831180290336693
Position 41316: 0.001987839332291132
Position 10898: 0.001816667192975731
Position 5552: 0.0016959897269189052
Position 387: 0.0014378887337413444
Position 12711: 0.0013335567976282328
Position 40503: 0.001246763580447867
Position 26015: 0.0011961478399172764
Position 1970: 0.0010478087564761392
Position 12684: 0.0009900838091626205
Position 10424: 0.0008848114432109962
Position 1136: 0.0008765906540629938
Position 9813: 0.0006356403957010292
Position 238: 0.0005617117431567139
Position 138: 0.0005183080366423324
Position 10206: 0.00045501523751508824
Position 579: 0.00041578958205584413
Position 393: 0.00040700630538866603
Position 1200: 0.00036553442978338546
Position 40627: 0.00036173261389393116
Position 10052: 0.00034900816899497106
Position 10176: 0.0002861203328500662
Position 2370: 0.00028411222739119446
Position 96: 0.00028316296391922666
Position 1454: 0.000282906817084528
Position 40835: 0.00027563829145256334
Position 1575: 0.000274193703502073
Position 1127: 0.00024240116774083752
Position 42005: 0.00023973757535688034
Position 40629: 0.00020302741967329052
Position 125: 0.0001989458852137197
Position 3525: 0.0001849778262454918
Position 10498: 0.00018451044948123436
Position 10159: 0.000184194287629611
Position 780: 0.00018331121331985228
Position 40619: 0.0001658425769484607
Position 10481: 0.000162484312705864
Position 27553: 0.0001578438163081857
Position 40962: 0.000156333298199795
Position 146: 0.0001546669529805315
Position 318: 0.00014068663804667802
Position 40476: 0.00013962579246298645
Position 1894: 0.0001374496732253886
Position 40644: 0.0001168921643920171
Position 10606: 0.00011568352948938975
Position 511: 0.00010834985765618816
Position 110: 9.68928858514274e-05
Position 3465: 9.646787935476066e-05
Position 130: 9.597337656081099e-05
Position 356: 9.499190667335758e-05
Position 1081: 9.099104970077717e-05
Position 41559: 8.97531646848615e-05
Position 43: 8.722993258131324e-05
Position 742: 8.594310345088151e-05
Position 3399: 7.501234231760974e-05
Position 10186: 6.071624761884462e-05
Position 912: 5.528246964833877e-05
Position 897: 5.475634756010239e-05
Position 1378: 5.40431648293226e-05
Position 27647: 5.0345418214966306e-05
Position 601: 4.845946359207386e-05
Position 40418: 4.558476368428153e-05
Position 9531: 4.4549669987075506e-05
Position 289: 4.4104221511589e-05
Position 27936: 4.392508130841755e-05
Position 9606: 2.8750498525523537e-05
Position 598: 2.786180578327567e-05
Position 25: 2.7799195719071374e-05
Position 9717: 2.7538819910360834e-05
Position 201: 2.733661288760452e-05
Position 12: 2.665933604575574e-05
Position 10148: 2.5249027611570997e-05
Position 27978: 2.4802185137082738e-05
Position 9726: 2.4472117870401128e-05
Position 15: 2.1933108461081193e-05
Position 595: 2.0467935328410235e-05
