Gene = Tap42
index = 1548
Annotated 5SS: [230]
Annotated 3SS: [299]
SMsplice 5SS: [230]
SMsplice 3SS: [299]
top_k =  500
Partition function (log Z): -6.832169764754264

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9858852187535817
Position 357: 0.07037722675508011
Position 1012: 0.026334444670330293
Position 234: 0.006539031458638655
Position 393: 0.0016529023623801065
Position 564: 0.0010899985144366007
Position 1281: 0.000984910080072719
Position 752: 0.0008036228043488352
Position 612: 0.0007451752077605453
Position 1032: 0.0005473047534196078
Position 117: 0.0005466913520321993
Position 766: 0.00037432322523917077
Position 533: 0.0002993396415278688
Position 1312: 0.0002237372911325859
Position 677: 0.00020682316667302645
Position 194: 8.029100021711099e-05
Position 348: 6.876731230115962e-05
Position 1315: 5.9688188159513105e-05
Position 380: 5.1886751881694754e-05
Position 4: 4.840124373276117e-05
Position 260: 3.68715348478012e-05
Position 717: 3.6201542423068777e-05
Position 867: 3.167534283550801e-05
Position 365: 2.0076504242810645e-05
Position 395: 1.8317154508556588e-05
Position 1291: 1.7676690095921757e-05
Position 232: 1.745724455846122e-05
Position 22: 3.675695565339152e-06
Position 1336: 3.2901345454689152e-06
Position 306: 2.6325582438609766e-07
Position 14: 2.4133888032230327e-07
Position 736: 2.044054460280915e-07
Position 370: 7.863190259491626e-08
Position 804: 4.0520263285619314e-08
Position 738: 2.696146632535549e-08
Position 847: 2.6894073522672893e-08
Position 282: 2.1866704305385703e-08
Position 342: 2.395436831818147e-09
Position 294: 1.497542852914544e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 299: 0.9183252355138841
Position 486: 0.057550225070097424
Position 1091: 0.051515779040851924
Position 273: 0.019348938979845607
Position 1088: 0.013283728235319418
Position 356: 0.008515415571929587
Position 335: 0.008241709332375705
Position 549: 0.003449152121572611
Position 463: 0.0022461171583539993
Position 509: 0.0018697213807037085
Position 995: 0.001563315025316486
Position 521: 0.001207836041179547
Position 1374: 0.0010779376682099869
Position 1127: 0.0008380666284703612
Position 1025: 0.0008268367589740606
Position 306: 0.0008239834656293083
Position 1054: 0.0007721118099246561
Position 645: 0.0006527335705985179
Position 311: 0.0005933304696731988
Position 166: 0.0005133221137172012
Position 332: 0.0003795061592713844
Position 443: 0.00026611698878021965
Position 785: 0.0002620423307709574
Position 361: 0.00023730415482701186
Position 752: 0.00022392019596281188
Position 1151: 0.0002193910909827853
Position 812: 0.00021761378617938444
Position 370: 0.0002107849859930364
Position 1028: 0.0001981094148119639
Position 563: 0.0001916490493496912
Position 455: 0.0001759393269843266
Position 530: 0.00016626222279896897
Position 971: 0.0001656147703000065
Position 815: 0.00015149013559269547
Position 1386: 0.00014798805813180237
Position 1390: 0.0001414892580436033
Position 937: 0.0001360716129443259
Position 968: 0.0001326685052458811
Position 688: 0.00012259880374990273
Position 1124: 0.0001191774267078698
Position 572: 2.3827374430913975e-05
Position 145: 1.614472652425498e-07
Position 115: 1.392461649458936e-07
Position 191: 1.2760799997444482e-07
Position 1145: 1.2216171790819056e-07
Position 229: 1.0492826693733154e-07
Position 219: 8.591309811940943e-08
Position 1185: 4.4197814088322604e-08
Position 1121: 3.459066542051185e-08
Position 824: 2.181735447574766e-08
Position 245: 2.0783033555095944e-08
Position 194: 8.339795382970017e-09
Position 136: 1.2316844952583047e-10
Position 134: 3.125513357714942e-11
Position 187: 2.0298252637218344e-13
Position 380: 3.0948615472126846e-14
Position 392: 4.458505842909415e-19
