Gene = oaf
index = 1828
Annotated 5SS: [ 342 2533 2934]
Annotated 3SS: [2418 2614 3443]
SMsplice 5SS: [ 342 2533 2934]
SMsplice 3SS: [2418 2614 4761]
top_k =  500
Partition function (log Z): -1.2201476355217504

Sorted 5' Splice Sites (High to Low Probability):
Position 2533: 0.9905621049354862
Position 2934: 0.9889440544684451
Position 342: 0.5000873970336281
Position 2358: 0.3012745624240349
Position 1329: 0.0909775619223448
Position 1218: 0.06342951409619373
Position 2275: 0.05536943092004122
Position 580: 0.05043090573464661
Position 3515: 0.040167424525857934
Position 4347: 0.03677164708390164
Position 28: 0.0346815679813556
Position 144: 0.0338265451495649
Position 222: 0.026788302595139174
Position 4385: 0.025276503556764023
Position 896: 0.020862142448779875
Position 1020: 0.01813494112020233
Position 626: 0.016979263507473977
Position 2793: 0.012270936802748036
Position 226: 0.011040824142232331
Position 4369: 0.011012091978087137
Position 1370: 0.00905879687131549
Position 4204: 0.008338648625959294
Position 2972: 0.007428019175775643
Position 938: 0.005509794590654029
Position 5746: 0.005268126879703676
Position 773: 0.005006331524847833
Position 1461: 0.004166169177681139
Position 365: 0.0039782900479748825
Position 523: 0.0035895918930679074
Position 1114: 0.003433228071248994
Position 2317: 0.0033455479668887036
Position 1348: 0.002734362695778881
Position 4341: 0.0027024122041673982
Position 665: 0.002685165396399326
Position 3795: 0.0026423731564087613
Position 1212: 0.002476764238466164
Position 1356: 0.002439676120894676
Position 2959: 0.0016087503409733454
Position 904: 0.001594701333352145
Position 709: 0.0015202375102693457
Position 612: 0.001355970310198166
Position 632: 0.0012712747444429233
Position 1012: 0.0010480970330975351
Position 5031: 0.0010197054230394126
Position 11: 0.0010167606255862408
Position 257: 0.0009149843968801712
Position 266: 0.000841174891846695
Position 1809: 0.0007624792672885502
Position 2537: 0.0007123257143603724
Position 1876: 0.0007030483670085445
Position 594: 0.0005516397205487376
Position 2254: 0.0005497382849892241
Position 263: 0.0005461091077978759
Position 5107: 0.0005123449252263876
Position 4685: 0.00047409587289112094
Position 45: 0.00035511416770355993
Position 1024: 0.0003548667533356077
Position 3188: 0.0003333841776648277
Position 2515: 0.0003025084662571383
Position 4594: 0.0002989133735291124
Position 1244: 0.0002909774726630737
Position 926: 0.0002858534066917475
Position 330: 0.00026020921907833215
Position 1965: 0.00020012746549177954
Position 1821: 0.00019456590976633839
Position 4542: 0.00019221579480833896
Position 730: 0.00017845387831233293
Position 1406: 0.00016881411715995672
Position 1168: 0.00016235800621800355
Position 588: 0.00014966921032641325
Position 1100: 0.0001431530184888059
Position 25: 0.00014071354899435306
Position 214: 0.00013351886327573454
Position 1250: 0.00012224198092759356
Position 1353: 0.00012178935787196956
Position 1110: 0.00010954240368388968
Position 285: 9.220997961358099e-05
Position 1128: 9.216714706051616e-05
Position 219: 8.191486658533112e-05
Position 1390: 8.049497303809573e-05
Position 1608: 6.831204059044701e-05
Position 827: 5.45295318689015e-05
Position 806: 5.286840024518324e-05
Position 1315: 5.136863401006748e-05
Position 1079: 4.903992992671194e-05
Position 35: 4.5821165558288494e-05
Position 4199: 4.331414338849162e-05
Position 250: 4.277407221642192e-05
Position 4180: 3.576297327628829e-05
Position 814: 3.481336404523637e-05
Position 1318: 2.999470281726149e-05
Position 891: 2.7960953969621343e-05
Position 61: 2.4331545875305523e-05
Position 3894: 1.9549918492659014e-05
Position 3955: 1.941017647232806e-05
Position 3298: 1.599359724464037e-05
