Gene = grnd
index = 1719
Annotated 5SS: [ 786 1518]
Annotated 3SS: [1208 1599]
SMsplice 5SS: [ 786 1518]
SMsplice 3SS: [1208 1599]
top_k =  500
Partition function (log Z): -3.977122757399342

Sorted 5' Splice Sites (High to Low Probability):
Position 1518: 0.9777173528989109
Position 844: 0.3696217043369672
Position 961: 0.10424554325894074
Position 346: 0.08348965192306076
Position 519: 0.08146907885512322
Position 96: 0.07408247430143818
Position 790: 0.048606005653918954
Position 645: 0.035609921429537277
Position 922: 0.0291401661149596
Position 1792: 0.024745771481752693
Position 873: 0.02219555385171392
Position 380: 0.022027370955309215
Position 1524: 0.019270619241154415
Position 89: 0.017827414923899016
Position 728: 0.01707645581007677
Position 34: 0.014779717254808868
Position 983: 0.012435700224503934
Position 2010: 0.011807579313367416
Position 460: 0.011633646575810994
Position 1872: 0.010940084863529506
Position 623: 0.010198496533620477
Position 1728: 0.007991309782175068
Position 1136: 0.007314647197767
Position 240: 0.006249990054354866
Position 106: 0.006226527518126982
Position 350: 0.0050601368675495025
Position 7: 0.004873851588600265
Position 780: 0.004271680732236309
Position 371: 0.0041178795717111945
Position 895: 0.0039087984867789095
Position 1130: 0.0038828512156476066
Position 66: 0.003647406904079719
Position 1857: 0.0033593571032613165
Position 766: 0.0031661505239514707
Position 138: 0.003108695178444473
Position 38: 0.0027054402576604953
Position 1109: 0.002593335082100563
Position 867: 0.0025550441817573945
Position 443: 0.002539768408556876
Position 2472: 0.002304944641402736
Position 1638: 0.002283247284460017
Position 1887: 0.0021767237696471062
Position 378: 0.0020376864299384966
Position 354: 0.0019868980007820103
Position 282: 0.0015593295218346809
Position 52: 0.0011360155320922758
Position 195: 0.0009593792921076699
Position 446: 0.0008552405815541707
Position 557: 0.0008008262359036859
Position 856: 0.0007756448220789855
Position 1041: 0.000768707591885179
Position 565: 0.0006951472170277159
Position 136: 0.0006379685947254558
Position 1838: 0.0006175037458785304
Position 760: 0.0005983806955919838
Position 553: 0.0005140916566596112
Position 205: 0.0005113934591064218
Position 909: 0.00046687165891368614
Position 1725: 0.0004302560302939861
Position 1544: 0.00041758602750268574
Position 1683: 0.0003757731744353053
Position 45: 0.00029294984952040994
Position 2024: 0.00029223671344066443
Position 292: 0.0002779724469257895
Position 1737: 0.00025424433862982295
Position 612: 0.0002305192849696846
Position 2121: 0.000220584007418758
Position 677: 0.00020727924670348882
Position 1052: 0.00020439017843078793
Position 1061: 0.0001830865087772201
Position 1377: 0.0001688092917261618
Position 402: 0.0001607535279127054
Position 452: 0.0001449023097163196
Position 1770: 9.563818610195474e-05
Position 1946: 7.571822085910643e-05
Position 197: 6.379980546997674e-05
Position 2340: 6.101289252883054e-05
Position 944: 6.068080057603885e-05
Position 3: 4.92520207827984e-05
Position 1354: 4.350560887645716e-05
Position 360: 4.06471959004066e-05
Position 591: 3.741130642763911e-05
Position 2355: 3.270122097670741e-05
Position 2193: 3.207302150645512e-05
Position 2510: 3.092367852933296e-05
Position 1522: 2.9093303533266004e-05
Position 1921: 2.5737617366940428e-05
Position 718: 2.180056293246153e-05
Position 1666: 2.1724637597295e-05
Position 1538: 1.3745571379567156e-05
Position 2448: 7.224550196374958e-06
Position 2476: 7.215535598114029e-06
Position 2397: 6.031026692150077e-06
Position 2452: 5.0630686417558235e-06
Position 2362: 4.686281319340941e-06
Position 2258: 3.049741944660354e-06
Position 570: 3.031842301197553e-06
Position 2186: 2.76552298551356e-06
Position 1509: 4.947355012030839e-07
Position 1820: 1.445583996274185e-07
Position 1321: 1.0656509190024712e-07
Position 1612: 3.6739441480159235e-08
Position 170: 1.3675433269294277e-08
Position 1620: 1.3602950314891021e-08
Position 172: 1.0308714926089452e-08
Position 264: 5.91247065446112e-09
Position 1956: 3.700247391735335e-09
Position 1600: 9.213590802350798e-10
Position 601: 7.981784904245636e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1599: 0.9713928884824291
Position 1208: 0.8387926856750116
Position 909: 0.12337940669277953
Position 1945: 0.052066822764165126
Position 1327: 0.023414996767322713
Position 2066: 0.021727752687901256
Position 842: 0.013905495427257638
Position 1924: 0.010547515606007035
Position 1039: 0.010146398977554375
Position 150: 0.006826831922532484
Position 626: 0.00378737726478571
Position 188: 0.003193537306041577
Position 2590: 0.0030985874509727074
Position 170: 0.0029422685472535034
Position 1666: 0.0024004272029135515
Position 480: 0.0023888671775618175
Position 561: 0.001860455712796695
Position 2164: 0.0016815045502161514
Position 298: 0.001242789082785524
Position 1346: 0.001147843835862317
Position 519: 0.0011401513973729996
Position 1447: 0.000881630372020788
Position 1872: 0.0007911554747717023
Position 2553: 0.0006399338158373642
Position 1363: 0.00041675799865093833
Position 2029: 0.0003215651792303293
Position 1782: 0.00030498038775697984
Position 2181: 0.00029284100360290656
Position 1267: 0.0002551462367843785
Position 1019: 0.0002521164047450796
Position 1235: 0.00024106434304505035
Position 1857: 0.00021249859775122372
Position 823: 0.00014314640104949358
Position 1366: 0.0001355156136753077
Position 1820: 0.00012253840551527002
Position 813: 0.0001191475148410898
Position 612: 0.00011626825096123867
Position 775: 8.592566110283135e-05
Position 2391: 6.948666533841134e-05
Position 1047: 6.444950602765742e-05
Position 2566: 4.426128535867202e-05
Position 1176: 2.85399407934253e-05
Position 1058: 2.5742140430748402e-05
Position 1718: 2.5619660378387377e-05
Position 1758: 2.4701245198501564e-05
Position 1173: 2.3694593801146143e-05
Position 2362: 1.745375122839527e-05
Position 1755: 1.6248244995322905e-05
Position 1880: 1.565725943235602e-05
Position 528: 1.5530383873885934e-05
Position 317: 9.902196673202243e-06
Position 436: 8.18638790316591e-06
Position 255: 5.258936511302106e-06
Position 327: 4.253167991608222e-06
Position 324: 3.418329456760738e-08
Position 452: 1.5373389433506006e-08
Position 443: 9.441680624478632e-09
Position 346: 3.5705126156789197e-09
Position 210: 2.2021045481815186e-09
Position 96: 2.1783300204017504e-09
Position 343: 2.2576804327390768e-10
Position 104: 9.459348487911825e-11
Position 354: 3.5496262306857144e-11
