Gene = aph-1
index = 1611
Annotated 5SS: [475]
Annotated 3SS: [533]
SMsplice 5SS: [237 475]
SMsplice 3SS: [300 533]
top_k =  500
Partition function (log Z): -3.691799886142779

Sorted 5' Splice Sites (High to Low Probability):
Position 475: 0.9656751911899424
Position 237: 0.9111291671653695
Position 490: 0.01498386028539763
Position 234: 0.008224446661330593
Position 636: 0.007541427209528401
Position 27: 0.005533615039909704
Position 141: 0.0021658165764927044
Position 883: 0.0020151961776737177
Position 63: 0.0014319458897266058
Position 869: 0.001262339259379335
Position 854: 0.0009457410512370515
Position 169: 0.0009243476060780427
Position 454: 0.00012912867304158262
Position 602: 0.00010127449905580308
Position 704: 8.269638138251754e-05
Position 896: 6.42997494207862e-05
Position 807: 4.818576371082411e-05
Position 829: 4.517398496230794e-05
Position 460: 4.013036029473371e-05
Position 605: 3.532707737914525e-05
Position 479: 2.6508923243617124e-05
Position 687: 2.172698424428583e-05
Position 145: 1.5773402158838714e-05
Position 444: 1.4246361707628227e-05
Position 312: 9.845698023708214e-06
Position 494: 9.02168825700922e-06
Position 379: 5.188828568769216e-06
Position 928: 5.126815278008721e-06
Position 6: 4.979719244941554e-06
Position 289: 3.1623992390936174e-06
Position 690: 1.8894970044221638e-06
Position 96: 1.2759973309350246e-06
Position 280: 1.1781456341756833e-06
Position 943: 1.0987809169749523e-06
Position 526: 6.69835002028407e-07
Position 499: 5.740377701964552e-07
Position 535: 4.2211775728457e-07
Position 277: 2.9155122080070026e-07
Position 87: 2.0449274184292856e-07
Position 261: 5.225455481936768e-08
Position 291: 4.157078722873924e-08
Position 409: 7.49238508319653e-10
Position 582: 6.091535781910654e-10
Position 361: 1.5223607275507837e-10
Position 538: 9.260663849567096e-11
Position 774: 1.3774926906412852e-11
Position 708: 1.878346579888972e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 533: 0.9563998154500238
Position 300: 0.9276506939880123
Position 681: 0.01712134642210375
Position 697: 0.012173666707999936
Position 943: 0.004704762222570866
Position 560: 0.001125363798837222
Position 76: 0.0009015824806571851
Position 993: 0.000711880914247541
Position 81: 0.000506228692452114
Position 517: 0.0003922206680225763
Position 599: 0.0002654592166693305
Position 304: 0.00017395012213276457
Position 890: 8.431495520369717e-05
Position 1018: 6.81495624575458e-05
Position 338: 6.749320358026976e-05
Position 258: 5.449971805566741e-05
Position 835: 3.650694763512457e-05
Position 1010: 2.6312869017360888e-05
Position 169: 1.878521576514557e-05
Position 96: 9.888952116645842e-06
Position 883: 6.04624031698256e-06
Position 535: 2.4126513223548725e-06
Position 869: 4.120855134442073e-07
Position 854: 3.6019465994993703e-07
Position 348: 1.1141331306233792e-07
Position 63: 1.0100228305534705e-07
Position 261: 7.072951999987451e-08
Position 48: 4.6964870200503084e-08
Position 393: 4.445039050383623e-08
Position 369: 2.8067862867046323e-08
Position 345: 1.925151085194916e-08
Position 54: 7.0761173046359546e-09
Position 379: 6.699259367702455e-09
Position 484: 2.141535403527289e-09
Position 489: 1.628087438822051e-10
Position 479: 8.204427415138404e-11
