Gene = mtRNApol
index = 1802
Annotated 5SS: [ 358  562 1001 1213 2018 3215 4495]
Annotated 3SS: [ 423  615 1056 1266 2074 3271 4552]
SMsplice 5SS: [ 358  562 1001 1213 2018 3215 4495]
SMsplice 3SS: [ 423  615 1056 1266 2074 3271 4552]
top_k =  500
Partition function (log Z): 16.94453352263877

Sorted 5' Splice Sites (High to Low Probability):
Position 562: 0.9992080892005651
Position 358: 0.9971285888039222
Position 4495: 0.9949517785227019
Position 3215: 0.9930984460167892
Position 1001: 0.971765270268007
Position 1213: 0.8941472624931552
Position 2018: 0.8850159052696274
Position 1355: 0.05765751850472097
Position 1418: 0.05135215276301941
Position 1576: 0.05015006399232632
Position 70: 0.029869281242130494
Position 2294: 0.021380495851652647
Position 3476: 0.017771422734989703
Position 1006: 0.016579326897698404
Position 2022: 0.015721408967257003
Position 778: 0.013295381718075925
Position 1357: 0.010258562399397816
Position 2540: 0.007302457205195634
Position 4667: 0.006601385988785073
Position 897: 0.005158462259533554
Position 759: 0.004986338610967982
Position 4835: 0.004411797694049034
Position 2327: 0.004309296441517566
Position 4843: 0.004159977460390901
Position 786: 0.0031693483734773595
Position 74: 0.0031618438475975084
Position 3196: 0.002794253743444925
Position 273: 0.0026360674460106843
Position 2397: 0.0025474960803760225
Position 3872: 0.002493479216517852
Position 2510: 0.002274199874055375
Position 1201: 0.0022677446577137003
Position 2162: 0.0021395649849468594
Position 3493: 0.0018449098345176553
Position 2878: 0.0014662713306027567
Position 1220: 0.001282016356517104
Position 918: 0.001113055319977099
Position 3178: 0.0010975006370083004
Position 1529: 0.0006527907178132205
Position 4951: 0.0004917151291266476
Position 2467: 0.00043433903826389135
Position 3617: 0.0004229132759426689
Position 2820: 0.0002935646266622414
Position 4117: 0.00028414132609864756
Position 60: 0.00027990441057590393
Position 1602: 0.0002789096841171786
Position 1705: 0.00027276358473618973
Position 3556: 0.00024467994705068563
Position 94: 0.0002418685148807752
Position 32: 0.00023978839963786938
Position 3166: 0.00022876383583258356
Position 1996: 0.00022672259955570638
Position 362: 0.00020812838196734862
Position 2298: 0.00020276854822750087
Position 4499: 0.00019740100494789422
Position 4716: 0.00019363260596232384
Position 1699: 0.00019349256598741695
Position 757: 0.00018830332531811884
Position 4653: 0.00018761123066043012
Position 3595: 0.0001838351982088583
Position 4700: 0.00018102540182453236
Position 379: 0.00016702526523722856
Position 37: 0.0001589904989935168
Position 1361: 0.00015426614683051312
Position 2200: 0.00015295734501815018
Position 96: 0.00015227098242454493
Position 3675: 0.00014808762143927448
Position 644: 0.00014148039420207727
Position 1157: 0.00014116838091561567
Position 843: 0.00011414700569428803
Position 4036: 0.00010555960001759482
Position 2687: 9.99915478305e-05
Position 3651: 8.604603751413989e-05
Position 3423: 8.069533859013716e-05
Position 4732: 7.286363524294138e-05
Position 884: 6.17735986050798e-05
Position 1471: 5.7395163980844056e-05
Position 4015: 4.893212542103837e-05
Position 1594: 4.6641261120170614e-05
Position 3908: 4.6167265835354855e-05
Position 3559: 4.190167949589013e-05
Position 3175: 3.877077124675652e-05
Position 2406: 3.8007952981110167e-05
Position 3372: 3.766126269578109e-05
Position 1649: 3.7352648954940876e-05
Position 3410: 3.554402177278854e-05
Position 4417: 3.3388302630052406e-05
Position 4719: 3.328936395823791e-05
Position 4665: 2.8839569378823976e-05
Position 4953: 2.8491495006237618e-05
Position 4225: 2.7330125716942713e-05
Position 1280: 2.6733035215128742e-05
Position 1359: 2.6005864962455785e-05
Position 323: 2.26393193552656e-05
Position 1832: 2.089427212883255e-05
Position 5022: 1.9893548659242534e-05
Position 1975: 1.5843658669813882e-05
Position 1286: 1.5368522336643782e-05
Position 4726: 1.4155949050019733e-05
Position 546: 1.307800077959203e-05
Position 566: 1.179722680096319e-05
Position 173: 9.639878513564611e-06
Position 275: 8.681313798162297e-06
Position 836: 6.946468070441915e-06
Position 651: 6.854773682169602e-06
Position 4978: 6.2290010066517694e-06
Position 72: 5.5643048644593325e-06
Position 117: 4.315163437584553e-06
Position 595: 4.255859539037077e-06
Position 1190: 3.79500962017875e-06
Position 277: 3.666395144669605e-06
Position 144: 2.6078523955114167e-06
Position 4462: 2.4413734014321897e-06
Position 649: 1.3773268744117597e-06
Position 592: 1.0882469254861189e-06
Position 187: 1.0168234630403624e-06
Position 309: 7.956766005137637e-07
Position 1172: 5.011544072661009e-07
Position 137: 4.379403803989636e-07
Position 161: 4.0872951134602954e-07
Position 207: 3.1269472766768724e-07
Position 1951: 2.993340245469106e-07
Position 225: 2.721086134796086e-07
Position 1841: 2.556830684417925e-07
Position 1123: 2.2467976720447081e-07
Position 1444: 2.0492245996821277e-07
Position 384: 1.1388381805424574e-07
Position 128: 1.0351918378425757e-07
Position 3105: 1.0155403444628409e-07
Position 2963: 1.0048372823155546e-07
Position 1073: 8.337585854789939e-08
Position 146: 8.313308056398958e-08
Position 1677: 8.03202714650292e-08
Position 3562: 6.09215628858445e-08
Position 1428: 5.765160319736768e-08
Position 2132: 4.655542788521813e-08
Position 386: 4.339716312498339e-08
Position 4199: 4.2967690386668865e-08
Position 4342: 3.390062656386965e-08
Position 2984: 3.303541050551313e-08
Position 1152: 3.136966745821771e-08
Position 2554: 1.988422579031702e-08
Position 3782: 1.9628511887995397e-08
Position 2254: 1.888844919554723e-08
Position 1166: 1.695866757115663e-08
Position 1225: 1.6863907960615842e-08
Position 1131: 1.496926431767937e-08
Position 3732: 1.329012916339789e-08
Position 3887: 9.820617086934438e-09
Position 407: 8.087748063486795e-09
Position 1772: 6.573318036135522e-09
Position 3980: 3.891952948766256e-09
Position 3777: 3.1670802922804084e-09
Position 4145: 3.0662579089022984e-09
Position 3899: 2.4520718954426347e-09
Position 1273: 4.005311922939081e-10
Position 2996: 2.325053615599469e-10
Position 495: 1.6921822296292933e-10
Position 585: 1.0820748109675002e-10
Position 1266: 5.6146033509426315e-12
Position 576: 2.1322910354841874e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 615: 0.9970457886094837
Position 4552: 0.9948007492977553
Position 1056: 0.9937275140532339
Position 423: 0.9919903688211309
Position 3271: 0.9893012843315102
Position 2074: 0.9522847210908619
Position 1266: 0.7081373257078206
Position 1417: 0.09379328698869048
