Gene = dac
index = 1664
Annotated 5SS: [  562  2191  4474 10724 12799 13229 13871 14143 17004 17506 17946]
Annotated 3SS: [ 1190  4446 10565 12402 12925 13354 14058 16742 17267 17751 18243]
SMsplice 5SS: [   28 10724 12799 13229 13871 14143 17004 17506 17946]
SMsplice 3SS: [10586 12402 12925 13354 14058 16742 17267 17751 18243]
top_k =  500
Partition function (log Z): 31.79491361499079

Sorted 5' Splice Sites (High to Low Probability):
Position 17506: 0.9979303798021265
Position 17946: 0.9974098119845796
Position 14143: 0.9950365413980503
Position 12799: 0.9792354415883477
Position 13871: 0.9777114606217239
Position 13229: 0.965727275545082
Position 10724: 0.9185047958356556
Position 17004: 0.8059272090129157
Position 16881: 0.42163262747678876
Position 28: 0.30176187949792255
Position 562: 0.3012447076100525
Position 351: 0.28881914766805883
Position 18390: 0.27904871164951944
Position 4474: 0.1966451949624262
Position 14304: 0.17088122831952052
Position 2191: 0.12655603382632039
Position 15925: 0.059528390768635926
Position 807: 0.05269110180231975
Position 13474: 0.05032924060274301
Position 12262: 0.04874720510966849
Position 18985: 0.04732407632556808
Position 14914: 0.0455712834138136
Position 16340: 0.03907865282376869
Position 13286: 0.03474403123389755
Position 15109: 0.015825237291539524
Position 15017: 0.015539368895286343
Position 14351: 0.012223340769076378
Position 14325: 0.011591624775427361
Position 356: 0.01121709635859611
Position 396: 0.010291617779760967
Position 14580: 0.007989126174063374
Position 15688: 0.007827061693691056
Position 16573: 0.0072950699945863616
Position 93: 0.007142426312500547
Position 18450: 0.0066795066058130724
Position 16569: 0.006579557149620563
Position 18622: 0.0061041317238173095
Position 407: 0.00505396846529578
Position 89: 0.004907412496329829
Position 17157: 0.0036333471803606924
Position 97: 0.003543705990335107
Position 4820: 0.0028827575063103362
Position 7969: 0.002728906393119774
Position 15119: 0.0026965148587644663
Position 17690: 0.002599704941106744
Position 101: 0.002570865778887955
Position 13999: 0.0024273734273826337
Position 16406: 0.0021268861447148067
Position 786: 0.001794761704569727
Position 14329: 0.0017270853347121286
Position 75: 0.0016149834815370073
Position 14147: 0.0016041214935210183
Position 14816: 0.0015569346421433544
Position 15694: 0.0013963655515003566
Position 17883: 0.0013299324268341098
Position 18385: 0.0010521361536831525
Position 15684: 0.0009944013629051014
Position 16911: 0.000835235779467829
Position 3716: 0.0007964598799245628
Position 17950: 0.000796314209335679
Position 15847: 0.0007745508452460059
Position 13478: 0.0006993711028338468
Position 630: 0.0006790234514076148
Position 517: 0.0006659053910075805
Position 14878: 0.0005979929264787808
Position 609: 0.0005942421998464038
Position 14885: 0.0005893686148540752
Position 16923: 0.0005854140910443094
Position 13928: 0.0005829648950742796
Position 18833: 0.000524676894070823
Position 14131: 0.00049216332425968
Position 13950: 0.00047242949505124903
Position 19160: 0.0004417987525997687
Position 17624: 0.0004379964378972066
Position 14613: 0.00040667196850595593
Position 500: 0.00039597580564433013
Position 15150: 0.0003859580891832248
Position 347: 0.00037447436256456135
Position 467: 0.0003172689442566379
Position 15941: 0.00030514994077872294
Position 13621: 0.0002997216069768729
Position 1586: 0.0002929091840348957
Position 13905: 0.00028748958888018207
Position 811: 0.0002651213923253898
Position 18092: 0.00024188491859518922
Position 15624: 0.00024180939101889375
Position 13889: 0.00021885325202038015
Position 16885: 0.00018971158068558554
Position 4807: 0.0001809969692335999
Position 16860: 0.00017232528358800868
Position 818: 0.00017011345737718067
Position 17997: 0.00016503812973836494
Position 13724: 0.00016147946450427024
Position 16921: 0.00015037571116545046
Position 17575: 0.00014961857550693547
Position 11649: 0.00013893944324499133
Position 5768: 0.00013490245994746375
Position 19033: 0.00011578135990578394
Position 17017: 0.00010512353223618898
Position 18462: 9.843649036910484e-05
Position 17008: 9.778327655597577e-05
Position 16905: 9.36989510377586e-05
Position 13493: 8.934910842511137e-05
Position 13819: 8.596040537585601e-05
Position 955: 7.604317014807329e-05
Position 17596: 7.586489100446417e-05
Position 13498: 7.559925146850661e-05
Position 17549: 7.381000684758153e-05
Position 14943: 7.314968720488096e-05
Position 14868: 7.013120698102852e-05
Position 16894: 6.175739097576747e-05
Position 11659: 6.062350617157825e-05
Position 4885: 5.416664444353771e-05
Position 13985: 5.11498341150326e-05
Position 17643: 4.1827764415199885e-05
Position 10979: 3.902942261413966e-05
Position 18130: 3.67517676999246e-05
Position 13013: 3.282771476661622e-05
Position 951: 3.15540437900144e-05
Position 13306: 2.988366624881378e-05
Position 5481: 2.7991380773092585e-05
Position 105: 2.7158156864559685e-05
Position 13875: 2.696787506898504e-05
Position 111: 2.6486703022154086e-05
Position 13262: 2.5625814968121436e-05
Position 3773: 2.4785596677118342e-05
Position 18808: 2.3953944943502524e-05
Position 3696: 2.3444736166570924e-05
Position 4486: 2.3137862901398205e-05
Position 17986: 2.061136818713498e-05
Position 3855: 1.8704945195956845e-05
Position 3611: 1.7964088706215173e-05
Position 4730: 1.7373014232898027e-05
Position 3768: 1.4930218443044687e-05
Position 14121: 1.4073529143886218e-05
Position 14638: 1.267767033539702e-05
Position 18638: 1.2453610352176519e-05
Position 17618: 1.2296396450024385e-05
Position 337: 1.1637491731382594e-05
Position 1464: 1.0995555006126683e-05
Position 13120: 1.0197703025450818e-05
Position 17510: 9.873007727926882e-06
