Gene = bib
index = 1628
Annotated 5SS: [ 502 2311 3083 7818]
Annotated 3SS: [2143 2955 7609 8621]
SMsplice 5SS: [ 502 2311 3083 7818]
SMsplice 3SS: [2143 2955 7609 8621]
top_k =  500
Partition function (log Z): 4.629853175789615

Sorted 5' Splice Sites (High to Low Probability):
Position 502: 0.9988233312958769
Position 2311: 0.988955867135642
Position 3083: 0.9872942208786932
Position 7818: 0.9844692086115204
Position 7120: 0.1389286728431883
Position 3696: 0.08285321097442705
Position 3762: 0.06707193763696942
Position 8561: 0.03369829924968075
Position 8941: 0.027882818777428542
Position 8030: 0.023794193555298826
Position 7325: 0.020388137128409773
Position 8040: 0.018573064010381897
Position 4251: 0.01371833081541961
Position 7516: 0.0135641763260194
Position 9047: 0.01008099720643479
Position 6192: 0.008174560973822294
Position 8995: 0.006848215091764497
Position 9146: 0.005640747851597927
Position 4446: 0.005372338480560401
Position 9749: 0.004532723529289936
Position 7107: 0.0042844465496679205
Position 8979: 0.004274699503840024
Position 10145: 0.004139447840849652
Position 864: 0.0034177952672266947
Position 8235: 0.0032105660080809463
Position 1951: 0.0029044217938155328
Position 8315: 0.0027064007254476454
Position 9071: 0.002593312789493621
Position 10712: 0.002568124604549829
Position 10412: 0.002327654991356288
Position 8738: 0.0022746992471719676
Position 9816: 0.002256326448431416
Position 1396: 0.0019383196737608594
Position 7309: 0.0019228171794171201
Position 8712: 0.0016997957405034474
Position 8230: 0.0015384835345073396
Position 1042: 0.0014126507590630035
Position 8867: 0.0013968872910211036
Position 95: 0.00139508493996999
Position 9196: 0.001375651845231894
Position 1902: 0.001344656664343852
Position 1878: 0.0013240112498178868
Position 181: 0.0010827325663758593
Position 8075: 0.0009011698665933797
Position 76: 0.000896481460768738
Position 1245: 0.0008900520471143824
Position 2700: 0.0008491024478656437
Position 9578: 0.0008363473865876743
Position 9092: 0.000810155648863879
Position 3149: 0.0007961682888382147
Position 8809: 0.0007867104289709908
Position 2601: 0.0007231417858557575
Position 8019: 0.0006671289544513765
Position 4157: 0.0006379887739827747
Position 6040: 0.000594120969803963
Position 127: 0.0005860092321989121
Position 5165: 0.0005192829373046772
Position 10725: 0.0005166411827966295
Position 7043: 0.00048418299695679
Position 3934: 0.00047771349333318095
Position 7089: 0.0004700939874261091
Position 9076: 0.00044064927545208734
Position 6104: 0.0004027089623687717
Position 8744: 0.0003618873629595879
Position 10328: 0.0003546197453618079
Position 1534: 0.00033838926406720644
Position 4057: 0.0003346663564429597
Position 762: 0.0003316968525943535
Position 4258: 0.00032168393351825474
Position 9217: 0.0003186967173221028
Position 941: 0.00030574739301765817
Position 7872: 0.000287022045750713
Position 3994: 0.0002825722365087959
Position 5369: 0.000263985341202242
Position 7982: 0.00024903304467891764
Position 3820: 0.00024310475431090755
Position 120: 0.00024278824803332572
Position 89: 0.00022044406582495067
Position 7716: 0.00021395700584239894
Position 1062: 0.0001867562162365305
Position 4879: 0.00017978898636118775
Position 769: 0.0001766892848960478
Position 1563: 0.00017568916533539585
Position 393: 0.00016587369103672004
Position 2705: 0.00016438690314286755
Position 3652: 0.0001422056800950964
