Gene = Sap130
index = 1469
Annotated 5SS: [ 153  436 1929 2575 4762 5687 5985 6319 6549 6715]
Annotated 3SS: [ 337  965 1983 4303 4825 5745 6047 6377 6606 6777]
SMsplice 5SS: [ 436 1929 2575 4762 5687 5985 6319 6549 6715]
SMsplice 3SS: [1190 1983 4303 4825 5745 6047 6377 6606 6777]
top_k =  500
Partition function (log Z): 31.040955703347002

Sorted 5' Splice Sites (High to Low Probability):
Position 6715: 0.9995517517479987
Position 4762: 0.9982566999030585
Position 6549: 0.9978718727056707
Position 436: 0.9973638543779414
Position 6319: 0.9962551088243514
Position 1929: 0.990940627841812
Position 2575: 0.9905427656720223
Position 5687: 0.9726382786791946
Position 5985: 0.94002595263945
Position 5265: 0.3182930040398552
Position 1292: 0.17414025304828223
Position 4222: 0.15864008198763244
Position 3488: 0.15281968752831004
Position 4099: 0.10530242630236801
Position 1727: 0.06213118784070187
Position 2238: 0.055497821399610486
Position 1109: 0.05125644917429362
Position 93: 0.04787609750419886
Position 5927: 0.014221268295598086
Position 17: 0.013883634094100438
Position 5646: 0.013668760096347645
Position 6930: 0.013307739654326113
Position 1242: 0.010897088361526402
Position 7041: 0.007042960424176219
Position 273: 0.006745461877700277
Position 3979: 0.006508819770856732
Position 3713: 0.006446678197127676
Position 1297: 0.0060634086434776
Position 6959: 0.00530196841282398
Position 3008: 0.005095407640003815
Position 275: 0.004265910732976311
Position 270: 0.004141065452671092
Position 2579: 0.003949264899717925
Position 3128: 0.0031929089576347523
Position 180: 0.0031620449887243248
Position 5921: 0.0029334264554500824
Position 3147: 0.0025574369760799505
Position 1415: 0.0024941109056843226
Position 4949: 0.002224739644778204
Position 879: 0.0019599857277510777
Position 5717: 0.0019523274511667476
Position 3621: 0.0019409942624260559
Position 4577: 0.00159984283381601
Position 1401: 0.001439251502120968
Position 128: 0.0013918865702577565
Position 3637: 0.0013258500854972381
Position 3005: 0.0012471350226207737
Position 1310: 0.0011622788985373297
Position 207: 0.0011614420131843028
Position 5912: 0.0011531673608570785
Position 5881: 0.0010755987798513414
Position 5869: 0.0010051448638176222
Position 1145: 0.0009944702064998443
Position 85: 0.0009597627595333756
Position 2134: 0.000792830431961811
Position 4976: 0.0006614968373580529
Position 1024: 0.0006495425931558631
Position 5691: 0.0006419439039520662
Position 1895: 0.0005712724754894315
Position 2067: 0.0005364994184024366
Position 130: 0.0005013426490405714
Position 107: 0.0004936363533112124
Position 1820: 0.0004663955428899981
Position 2223: 0.000446316495983963
Position 6330: 0.0004450812526465743
Position 415: 0.000380411182485748
Position 1016: 0.0002955699763872726
Position 3229: 0.00028036155909286724
Position 241: 0.00028009717546233003
Position 4766: 0.00022330492627260125
Position 2358: 0.00021255485183274534
Position 293: 0.00020287971364871518
Position 248: 0.00017829957088398736
Position 157: 0.0001661983940324026
Position 75: 0.00015162220200638576
Position 6135: 0.00014393790250441467
Position 402: 0.0001383471411437011
Position 6305: 0.00012220423550300097
Position 625: 0.00011492598191202784
Position 3277: 0.00011240345283905398
Position 950: 9.358529450771664e-05
Position 295: 8.959170654195276e-05
Position 5054: 8.67981370455448e-05
Position 1223: 8.004904229391576e-05
Position 5180: 7.897967856349447e-05
