Gene = mtDNA-helicase
index = 1801
Annotated 5SS: [319 815]
Annotated 3SS: [376 983]
SMsplice 5SS: [319 815]
SMsplice 3SS: [376 983]
top_k =  500
Partition function (log Z): -4.797271930334517

Sorted 5' Splice Sites (High to Low Probability):
Position 319: 0.9688032504396275
Position 815: 0.7928990164971882
Position 734: 0.11887501117596204
Position 303: 0.00922754248546965
Position 880: 0.0056847218771689636
Position 2099: 0.0037536675975755737
Position 152: 0.00352651997237361
Position 353: 0.0024960812915933
Position 1322: 0.0024485931528384
Position 1528: 0.001725479455350276
Position 1669: 0.0016324238266455797
Position 763: 0.0013315547726498178
Position 652: 0.0009794193551390044
Position 757: 0.0009714258193769528
Position 1407: 0.0008449402613131302
Position 594: 0.0007533104897638302
Position 922: 0.0006698360382560743
Position 936: 0.0006257735765198344
Position 864: 0.000507046222729002
Position 520: 0.0004858131036243756
Position 664: 0.0003541991418160023
Position 356: 0.0003509685589813866
Position 1691: 0.00033095119145484266
Position 1313: 0.00031416428369703957
Position 819: 0.00021737317743781513
Position 1327: 0.00014466810445007785
Position 646: 7.341237159765593e-05
Position 1072: 7.208598857182746e-05
Position 258: 6.685814324007994e-05
Position 853: 5.788501970997233e-05
Position 517: 5.089413185282921e-05
Position 1343: 4.940070068115125e-05
Position 627: 4.742123686390653e-05
Position 454: 3.4286540387861774e-05
Position 40: 3.292602262116709e-05
Position 111: 2.101356638312831e-05
Position 61: 1.990736062154059e-05
Position 403: 8.130377616680822e-06
Position 82: 7.93148369188717e-06
Position 212: 6.547200856316379e-06
Position 487: 3.1208457610792934e-06
Position 84: 2.400022549131324e-06
Position 114: 6.794438714820591e-07
Position 156: 5.396484072120785e-07
Position 131: 4.0471681645806264e-07
Position 536: 3.9244375989205223e-07
Position 56: 3.3375385378720747e-07
Position 1747: 3.01658017373248e-07
Position 1682: 2.8876900850528095e-07
Position 227: 2.8058491212346227e-07
Position 1238: 1.8357839940547467e-07
Position 666: 8.526341809059939e-08
Position 787: 5.221282759902608e-08
Position 1532: 1.3200866680211789e-08
Position 1126: 5.522180528549508e-10
Position 229: 1.1612855386985843e-10
Position 441: 3.635298812695046e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9009244417702361
Position 983: 0.6648470171502242
Position 859: 0.18510955161375736
Position 441: 0.06801972056493642
Position 801: 0.05058627624813067
Position 422: 0.006162605153795105
Position 1397: 0.006083824824816498
Position 1772: 0.005134743454966448
Position 1015: 0.005094500110393622
Position 878: 0.004098687305722363
Position 2150: 0.0037394743960282102
Position 1028: 0.0032368232124730598
Position 221: 0.0026793957291693974
Position 1630: 0.0019225796001563966
Position 1798: 0.001282237155522376
Position 1837: 0.0011021110884688393
Position 864: 0.000999817811927154
Position 1459: 0.0009924884248435424
Position 1627: 0.0009018090741343325
Position 1126: 0.0008531623260827424
Position 1759: 0.0007893661840746952
Position 922: 0.0006147660682653937
Position 2155: 0.0004611006739025026
Position 477: 0.00044762947682021385
Position 1580: 0.00041340205308417545
Position 1058: 0.00036700733612966634
Position 663: 0.0003541755761446562
Position 627: 0.0003483274576635762
Position 201: 0.0003303599755816932
Position 450: 0.00029504995440513703
Position 1343: 0.00022948748558353308
Position 586: 0.00021422830301179272
Position 1095: 0.00018621706199485505
Position 541: 0.00017137950197846055
Position 1364: 0.00015082510708137008
Position 948: 0.00014792132851315466
Position 1290: 0.00014654762206027462
Position 1089: 0.00011837036632160295
Position 893: 0.00011603622655102688
Position 356: 9.52735564779722e-05
Position 1883: 9.263856279028168e-05
Position 465: 8.26086630579368e-05
Position 250: 7.684880960239796e-05
Position 1840: 6.705761102506601e-05
Position 1528: 5.264134917222467e-05
Position 2121: 3.399429576377742e-05
Position 111: 3.3452754385454506e-05
Position 936: 3.033174481415476e-05
Position 227: 2.9318930191783703e-05
Position 651: 2.7521448989526137e-05
Position 932: 2.6744686264353125e-05
Position 1975: 2.5276450975529307e-05
Position 2162: 2.0734829783241747e-05
Position 1354: 2.0104347823104997e-05
Position 1106: 1.6111027922880163e-05
Position 837: 1.5212027896037222e-05
Position 830: 1.3792769230812961e-05
Position 646: 8.9575059147242e-06
Position 128: 8.678621836337006e-06
Position 379: 5.855893257103591e-06
Position 483: 5.812538911004042e-06
Position 594: 5.6840410732753886e-06
Position 141: 5.116687560705329e-06
Position 707: 4.994695086163806e-06
Position 564: 4.566393523290418e-06
Position 173: 3.945882506419447e-06
Position 275: 3.872265671065746e-06
Position 606: 3.4771936856753743e-06
Position 713: 3.2802157763050695e-06
Position 254: 3.02202926981168e-06
Position 702: 2.6446326494285883e-06
Position 555: 2.4047128773450084e-06
Position 167: 1.3510994046816057e-06
Position 531: 9.79718090555051e-07
Position 763: 8.341328592226963e-07
Position 589: 7.222312270022926e-07
Position 754: 5.105019649759486e-07
Position 149: 5.093973082264337e-07
Position 612: 4.925302402749763e-07
Position 152: 3.6772647196770797e-07
Position 690: 1.978479177770231e-07
Position 91: 3.430835489065663e-08
Position 479: 2.989302143607183e-08
Position 567: 2.754441386012239e-08
Position 182: 2.0099159375707427e-08
Position 311: 8.397391910068952e-09
Position 131: 1.4451868967139898e-09
Position 323: 1.1467447501583145e-12
