Gene = lok
index = 1759
Annotated 5SS: [ 299  642  884 1232 1750 2191]
Annotated 3SS: [ 359  725 1122 1311 1955 2249]
SMsplice 5SS: [ 591  884 1232 2191]
SMsplice 3SS: [ 725 1122 1955 2249]
top_k =  500
Partition function (log Z): 10.514767564464345

Sorted 5' Splice Sites (High to Low Probability):
Position 2191: 0.9989022509116215
Position 591: 0.7879740368162373
Position 1232: 0.7012297198304219
Position 884: 0.5885479733156853
Position 1011: 0.3991577983724021
Position 299: 0.264787119710378
Position 1750: 0.21177041416208384
Position 1251: 0.1888079134789654
Position 1897: 0.1162697591892308
Position 1419: 0.09697492308446497
Position 642: 0.08005402473855194
Position 559: 0.06472420808985647
Position 827: 0.045641915064756004
Position 1826: 0.04264428730662101
Position 141: 0.02568283872168375
Position 2729: 0.022983690078649376
Position 1277: 0.016955597452308038
Position 322: 0.007279631467952482
Position 1409: 0.007075414566194935
Position 97: 0.004939840701208845
Position 518: 0.004901111524753705
Position 638: 0.003364745133454507
Position 1733: 0.00331088202399697
Position 333: 0.0030125980414340728
Position 2894: 0.0018091872043026033
Position 1571: 0.001797003681260633
Position 1201: 0.001788837828750527
Position 303: 0.0015982970783546678
Position 2864: 0.001208026534985122
Position 132: 0.0011031565969487006
Position 2046: 0.0010511256758514217
Position 2325: 0.0010122221547175627
Position 211: 0.0009932679406571194
Position 1774: 0.0009212147135231057
Position 1383: 0.0008198431066038143
Position 888: 0.0006810413092333564
Position 319: 0.0006108509543100403
Position 1057: 0.0005886603061236058
Position 597: 0.0005709857106208272
Position 552: 0.0005643914284845987
Position 545: 0.0005340000128805472
Position 1623: 0.0003974797995976222
Position 2177: 0.00031105022106425837
Position 1454: 0.00029315710859291884
Position 1616: 0.00029130881194279587
Position 2674: 0.00028141447638647347
Position 195: 0.00028052492960687833
Position 1428: 0.0002743736002261758
Position 1068: 0.00022680033705713026
Position 112: 0.00018226849365258503
Position 2875: 0.00016761099787963827
Position 2606: 0.00016372963604537616
Position 2554: 0.0001605409337389161
Position 1376: 0.0001573986974332386
Position 1578: 0.00015119372634327018
Position 305: 0.0001493190639240444
Position 492: 0.00014905523353343333
Position 297: 0.00014757809700781486
Position 976: 0.00013909906375818247
Position 1718: 0.00011622482660962154
Position 2584: 0.00010727003897277354
Position 660: 0.00010346797055987087
Position 2174: 8.775572820539012e-05
Position 151: 8.329040058035887e-05
Position 1224: 8.237240893247931e-05
Position 1842: 7.430104000014349e-05
Position 1530: 6.979650174555467e-05
Position 2195: 5.923412391711573e-05
Position 992: 5.841082820410659e-05
Position 2690: 4.689221130810846e-05
Position 894: 4.667459450989158e-05
Position 678: 4.4196167358877145e-05
Position 1504: 4.3158562572018554e-05
Position 2280: 3.937580442952803e-05
Position 1516: 3.7692922986009824e-05
Position 987: 3.067788028341562e-05
Position 387: 3.034617516799369e-05
Position 1078: 2.955327801549857e-05
Position 2887: 2.89607216834094e-05
Position 667: 2.72354495685532e-05
Position 1575: 2.718420795556751e-05
Position 2870: 2.3258773060779697e-05
Position 2348: 2.2500997061211034e-05
Position 872: 2.1433587837474223e-05
Position 1470: 2.0070735040320025e-05
Position 2702: 1.8549549873929523e-05
Position 1631: 1.8476509994267524e-05
Position 2752: 1.7631248349452553e-05
