Gene = chic
index = 1646
Annotated 5SS: [  66 1607 4408]
Annotated 3SS: [1313 4235 7343]
SMsplice 5SS: [ 755 1607 4408]
SMsplice 3SS: [1313 4235 7343]
top_k =  500
Partition function (log Z): -2.6874491142851533

Sorted 5' Splice Sites (High to Low Probability):
Position 4408: 0.9886290363446852
Position 1607: 0.8175484555420199
Position 755: 0.40935617718658646
Position 68: 0.26834685927868895
Position 460: 0.22339079959876001
Position 1079: 0.12903604941149008
Position 7553: 0.12014245649845953
Position 7220: 0.08087088511262844
Position 6345: 0.07024043606964972
Position 7579: 0.04519787081660616
Position 172: 0.03748728799066578
Position 8432: 0.03587336771714515
Position 5861: 0.03336127605035833
Position 1419: 0.03188484595410252
Position 1200: 0.030787448905297048
Position 5820: 0.028279638033451234
Position 284: 0.02815087797647604
Position 7435: 0.026333179243585997
Position 872: 0.02298782235143937
Position 7042: 0.016675666424514783
Position 5364: 0.01388950981963766
Position 3725: 0.011895526142319101
Position 5867: 0.010662961135627315
Position 1611: 0.01006275658120391
Position 4428: 0.009603383835300112
Position 7944: 0.008876131280646637
Position 1320: 0.007322989862423953
Position 431: 0.006950110320753515
Position 993: 0.0065931523224609465
Position 77: 0.006226658281793356
Position 1266: 0.005770477337459869
Position 8481: 0.005520607011982793
Position 266: 0.004454386085838922
Position 8060: 0.0042925532085565585
Position 974: 0.004195178292255962
Position 8573: 0.004115054711698244
Position 1059: 0.003987236496618273
Position 751: 0.003978461555117634
Position 7195: 0.0037665722615124915
Position 2471: 0.003583662852698755
Position 8384: 0.0034899458692007664
Position 288: 0.0028224193135961027
Position 998: 0.0027937569989680646
Position 1067: 0.0026405131237708583
Position 6737: 0.0025286582520195823
Position 290: 0.0025204389219014712
Position 1063: 0.0020748917753748786
Position 292: 0.002017922659915279
Position 296: 0.001900255106789008
Position 767: 0.0018517550787571428
Position 2898: 0.0016800926135475131
Position 8757: 0.0015129396743166316
Position 236: 0.0014223874289521887
Position 1065: 0.0012745152588126767
Position 1887: 0.0011339185670821636
Position 1402: 0.0011278643942220408
Position 436: 0.0010734254211967722
Position 1010: 0.0010659644413605382
Position 1990: 0.0010239222020743705
Position 137: 0.0010225323500610273
Position 286: 0.0008226299918089405
Position 976: 0.0007774260335752666
Position 1540: 0.0007379123158157453
Position 6582: 0.0007100382372072511
Position 5302: 0.0006176121192773908
Position 2906: 0.0005356713909161263
Position 66: 0.0005019101077218703
Position 648: 0.0004945381210594806
Position 3908: 0.0004932677965993952
Position 379: 0.0004650789369700198
Position 386: 0.0004564429867113888
Position 134: 0.00035913675035827375
Position 2775: 0.00033874225444933026
Position 129: 0.000293413743853611
Position 1071: 0.00028559775344891275
Position 304: 0.0002818015652044007
Position 3287: 0.00026786867870238313
Position 354: 0.00025716598577541774
Position 1647: 0.00023105147344924576
Position 542: 0.00014293722096728637
Position 1720: 0.00014240666769290122
Position 1972: 9.651292875252626e-05
Position 1158: 9.502941268683207e-05
Position 81: 9.105560089866588e-05
Position 358: 8.31225052908121e-05
Position 5775: 8.126842037340856e-05
Position 314: 7.874204026128678e-05
Position 4538: 7.387418993807082e-05
Position 2339: 6.665399699911585e-05
Position 4325: 5.7644939826426846e-05
Position 308: 5.465015748040173e-05
Position 1029: 5.401894026673923e-05
Position 486: 5.254802297302697e-05
Position 339: 4.857503349556555e-05
Position 33: 4.817915066731938e-05
Position 57: 4.6606077547823815e-05
Position 204: 3.882141411352021e-05
Position 7400: 3.780352036630747e-05
Position 978: 3.538204785913148e-05
Position 1004: 3.256044486157094e-05
Position 6014: 2.476625985449018e-05
Position 519: 2.2426295429014997e-05
Position 4442: 2.1854280754156507e-05
Position 4733: 2.1173806056071813e-05
Position 4867: 1.887009994310106e-05
Position 4869: 1.8669604286762536e-05
Position 4356: 1.801566289110691e-05
Position 5871: 1.3604317662662514e-05
Position 330: 1.1836219598313917e-05
Position 5250: 9.970148633593758e-06
Position 897: 8.74355441024913e-06
Position 687: 7.868953103670065e-06
Position 270: 7.42043324612881e-06
Position 59: 5.509666136066446e-06
Position 4901: 4.725447230929665e-06
Position 276: 3.5451128435695185e-06
Position 14: 3.044382017055763e-06
Position 72: 1.6154523013065477e-06
Position 96: 1.2405075749165148e-06
Position 5094: 1.237915634694764e-06
Position 876: 1.2261863275321775e-06
Position 614: 1.1439918670186339e-06
Position 759: 1.137351342016859e-06
Position 259: 1.0893001877175115e-06
Position 181: 7.832164106564648e-07
Position 294: 6.326146193888358e-07
Position 4785: 3.9556928928160166e-07
Position 4651: 2.6698945410956854e-07
Position 904: 2.4206758504988346e-08
Position 4476: 4.945095169089377e-09
Position 8: 3.6288739133465663e-09
Position 26: 3.5922430576433058e-09
Position 316: 2.7644483522649704e-09
Position 306: 1.8158357793255674e-09
Position 6: 5.906332023712188e-10
Position 4524: 1.349090576802427e-11
Position 197: 4.062541534595169e-12
Position 402: 2.707705298786342e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4235: 0.9980086782877287
Position 7343: 0.9520057386367732
Position 1313: 0.7536813590372734
Position 519: 0.23681644614875813
Position 5554: 0.07779206219220093
Position 8121: 0.07103695375536019
Position 8655: 0.05789977903836371
Position 6395: 0.037160985528020614
Position 7654: 0.03642574024197575
Position 7657: 0.03373115716210356
Position 6652: 0.03226916878171732
Position 6991: 0.027289568930092743
Position 8469: 0.020584304740463435
Position 621: 0.020051476430366165
Position 1540: 0.019166964796898302
Position 5229: 0.018891197871224057
Position 8000: 0.01583867745426756
Position 7836: 0.015234342421288523
Position 8672: 0.012930822205470273
Position 5421: 0.012110321191324758
Position 1491: 0.011526282901044014
Position 963: 0.010711290988148093
Position 4732: 0.009695805333617594
Position 5691: 0.009144877707867859
Position 568: 0.008633934548917494
Position 5954: 0.00830662871774045
Position 117: 0.008156303602846908
Position 8594: 0.007712275519925194
Position 3562: 0.007288329921942687
Position 6589: 0.0072296831620793384
Position 5069: 0.00678121340528567
Position 1444: 0.006301420750587847
Position 8722: 0.005893417343436904
Position 1141: 0.0052947626564896905
Position 5406: 0.005073888249939087
Position 2774: 0.004862436910999673
Position 4959: 0.004732083748928336
Position 6044: 0.003787716540084327
Position 8871: 0.0034849185982916793
Position 527: 0.0034265712893376105
Position 5885: 0.00323613440557033
Position 8544: 0.00259066261270379
Position 802: 0.0024926383579375387
Position 8176: 0.002349091147225412
Position 4883: 0.002305485955810027
Position 1459: 0.002108924676570409
Position 5399: 0.002016819090020631
Position 5147: 0.0017008291377833898
Position 7610: 0.001495333623946841
Position 7801: 0.0014718238997559847
Position 4629: 0.001359890030648535
Position 3123: 0.001198013411708046
Position 1663: 0.0009517072402914162
Position 6852: 0.000923181082794043
Position 1813: 0.0008990828212297587
Position 745: 0.0007441494309071925
Position 679: 0.000739881353227916
Position 4198: 0.00071698338971431
Position 5045: 0.0006537062944414
Position 2194: 0.0006256359224247429
Position 4797: 0.0006213244944238118
Position 6147: 0.0006118734984994077
Position 1212: 0.0005714408804392888
Position 3521: 0.000528783103759646
Position 3547: 0.0005128217449652031
Position 6197: 0.0004936034119732176
Position 407: 0.0004935276713586616
Position 1828: 0.0004893262008859423
Position 1402: 0.0004882345003998866
