Gene = Mdh1
index = 1274
Annotated 5SS: [118]
Annotated 3SS: [1387]
SMsplice 5SS: [118]
SMsplice 3SS: [479]
top_k =  500
Partition function (log Z): -8.819413534959923

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.7795744687834265
Position 265: 0.2100754946768897
Position 616: 0.010032595339271345
Position 962: 0.009314272648739299
Position 675: 0.006921508756518138
Position 154: 0.0063557101769519285
Position 1899: 0.0036706007522066277
Position 948: 0.0031598842967065356
Position 593: 0.0028290067804754336
Position 5: 0.0024194625566281345
Position 955: 0.0023869891816546943
Position 370: 0.0023525230824960096
Position 608: 0.002077614650175938
Position 1251: 0.0016761078372773853
Position 1523: 0.0013938899368329
Position 149: 0.0013307339211556639
Position 1760: 0.0008112769651353749
Position 32: 0.0007094275911749467
Position 980: 0.0006876794477447077
Position 1189: 0.0005093122195133154
Position 1982: 0.00041486392143868036
Position 528: 0.0003584633728047231
Position 1140: 0.00032338025026298255
Position 78: 0.0002590364118727742
Position 2395: 0.0002515510684552971
Position 93: 0.00022689983112938545
Position 25: 0.00021155645934799858
Position 8: 0.00018032504549532144
Position 269: 0.00014409615562338023
Position 810: 0.00014174650876743993
Position 872: 0.00013264292346840592
Position 1022: 0.0001257422355693703
Position 670: 0.00011804434260616778
Position 665: 0.00011158029887855523
Position 271: 0.00010749445874067367
Position 2413: 9.004197245182069e-05
Position 253: 7.857928104090024e-05
Position 1260: 7.578134836602835e-05
Position 204: 6.009450233674941e-05
Position 102: 2.4106136964795292e-05
Position 39: 1.7740144536755194e-05
Position 538: 1.2489268711088463e-06
Position 251: 9.923294687443719e-07
Position 82: 8.547974117846486e-07
Position 239: 7.343017042818904e-07
Position 256: 6.597186115266401e-07
Position 547: 6.550786419017844e-07
Position 459: 6.493589612800567e-07
Position 234: 6.247703095645034e-07
Position 353: 4.684253902555956e-07
Position 278: 4.2774052466070305e-07
Position 718: 4.2290665546382196e-07
Position 557: 3.668659144887234e-07
Position 86: 2.6710948434899266e-07
Position 358: 2.560849715888514e-07
Position 65: 2.3659589173922618e-07
Position 936: 1.9592732682819604e-07
Position 382: 7.102163738162738e-08
Position 470: 7.005510206938297e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 479: 0.37137530546919695
Position 1387: 0.17122319035638733
Position 394: 0.1478211982309069
Position 691: 0.07435755732412563
Position 1059: 0.07420916760185498
Position 732: 0.05637643136497414
Position 353: 0.05242166496364201
Position 1957: 0.022807424796364714
Position 675: 0.01352985240838747
Position 1975: 0.008441295339922121
Position 494: 0.006426460767431782
Position 788: 0.006175861371209774
Position 234: 0.005901159736986803
Position 1251: 0.005837888209807061
Position 779: 0.005112139376867581
Position 256: 0.00466470710119664
Position 2044: 0.003819271489458463
Position 209: 0.0026536564465520123
Position 78: 0.002636921413610031
Position 748: 0.002606971506305634
Position 2298: 0.0020141863722802785
Position 1152: 0.0019223132767062238
Position 2068: 0.0015982738800408942
Position 1355: 0.0011959283743921884
Position 2480: 0.000972400208568287
Position 2071: 0.0007730378242576887
Position 1281: 0.0006694214394198566
Position 524: 0.000573765264894024
Position 2211: 0.00043221294839322177
Position 1159: 0.0003790605289353115
Position 905: 0.0002404106833622003
Position 1921: 0.00023168558724206794
Position 396: 0.00019278126428494988
Position 1207: 0.00018428359831841997
Position 1022: 0.00018108080577932192
Position 2179: 0.00015043885149826564
Position 2311: 0.0001433966234843197
Position 1265: 0.00014225626937911838
Position 1260: 0.00012553576279500698
Position 2005: 0.00012188775847809354
Position 2544: 0.00010781717236028658
Position 2338: 0.00010111491848875908
Position 154: 9.75112791002465e-05
Position 2537: 9.637914077142324e-05
Position 1705: 9.431387883519748e-05
Position 590: 8.832884738214764e-05
Position 2521: 7.762594858873693e-05
Position 1621: 7.500177787869328e-05
Position 1322: 7.267471697106255e-05
Position 1372: 7.190850906814509e-05
Position 765: 5.946270750260237e-05
Position 997: 4.944611136239067e-05
Position 1187: 3.946096390831287e-05
Position 1156: 3.9223037103292566e-05
Position 547: 2.4792378111268806e-05
Position 407: 1.3692483963573849e-05
Position 122: 1.8182402560732274e-07
Position 533: 3.919397908293608e-08
Position 91: 7.43812380385662e-10
