Gene = ebd2
index = 1688
Annotated 5SS: [ 247 2600]
Annotated 3SS: [2333 3212]
SMsplice 5SS: [ 247 2600]
SMsplice 3SS: [2333 3212]
top_k =  500
Partition function (log Z): -1.7478037713951005

Sorted 5' Splice Sites (High to Low Probability):
Position 2600: 0.9456263940180935
Position 247: 0.7856557327454909
Position 2251: 0.15341622376482156
Position 182: 0.1485889680410229
Position 2146: 0.12140269453087026
Position 3497: 0.09235063126079188
Position 476: 0.08659233204648255
Position 3485: 0.07240314197300599
Position 1246: 0.051293334988257167
Position 874: 0.02924633449026677
Position 481: 0.028492685404118364
Position 2244: 0.02015553964093914
Position 2285: 0.019604787190689827
Position 238: 0.01733322651168335
Position 940: 0.016183858407825276
Position 3635: 0.013584817404780762
Position 427: 0.01204978786448253
Position 1544: 0.009977577694132022
Position 1686: 0.006637012119780348
Position 3874: 0.004567836824230237
Position 1312: 0.004303311471502641
Position 2419: 0.004229331250452287
Position 3090: 0.003791930419121455
Position 438: 0.0031279176345802634
Position 2167: 0.0026436426703625214
Position 3449: 0.0025369873780963013
Position 338: 0.00234077873362361
Position 1666: 0.0022325272858882126
Position 2909: 0.0018332315543568242
Position 2161: 0.001761892433332383
Position 3110: 0.0016361645076252024
Position 3867: 0.0015433013995550379
Position 4210: 0.0015363573058810394
Position 3121: 0.0014822158788959862
Position 3629: 0.0012985723340444464
Position 4271: 0.0011671314965895478
Position 813: 0.0011342851489964298
Position 802: 0.0010684649342380212
Position 4247: 0.000777288771762163
Position 1211: 0.000714318539940852
Position 1554: 0.0006733032636505993
Position 1071: 0.0005101216942734776
Position 4008: 0.0003882237243083599
Position 2884: 0.0003095615661122223
Position 478: 0.0002707680646210972
Position 632: 0.00024403273776862563
Position 3489: 0.0002034736291164941
Position 9: 0.0001968940168843737
Position 3346: 0.00017904538333117715
Position 1657: 0.00017705717216560566
Position 2463: 0.0001742352001300575
Position 553: 0.00015308223624687088
Position 2634: 0.00013713808324402655
Position 3512: 0.00012517070301800733
Position 2746: 9.737186353657662e-05
Position 987: 9.611825417316062e-05
Position 2604: 9.479106138606193e-05
Position 2669: 8.648704501061438e-05
Position 186: 5.150334452797913e-05
Position 4372: 4.395605473896666e-05
Position 59: 3.990725284512743e-05
Position 269: 3.1561839908761144e-05
Position 332: 2.0814548654138195e-05
Position 174: 1.965689018879877e-05
Position 957: 1.8121858597696123e-05
Position 884: 1.4204418315951143e-05
Position 287: 6.411081031646506e-06
Position 30: 6.3120985458635825e-06
Position 259: 2.193800632877828e-06
Position 556: 2.139683031739409e-06
Position 661: 1.9748204828050405e-06
Position 3267: 1.4863761777334286e-06
Position 68: 1.1424054540264917e-06
Position 191: 1.0678833934824238e-06
Position 3235: 8.882410848703847e-07
Position 3307: 6.306814249130038e-07
Position 342: 5.564895952219822e-07
Position 3460: 3.3995986272401445e-07
Position 3383: 1.2265528943289477e-07
Position 63: 9.581458653382341e-08
Position 3713: 7.53963044626353e-08
Position 3786: 5.1378008875729717e-08
Position 3274: 3.106110716853026e-08
Position 71: 2.3348802029360752e-08
Position 584: 2.0440824765783133e-08
Position 3570: 8.562644305131851e-09
Position 3320: 2.218471198973661e-09
Position 411: 2.0031359176881723e-09
Position 488: 1.3492644728201147e-09
Position 396: 1.1915037175816669e-09
Position 431: 4.1107040387939966e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3212: 0.9965469842877512
Position 2333: 0.8781386681035421
Position 1954: 0.33910796266525006
Position 3592: 0.1276258455066537
Position 1067: 0.06340446559038097
Position 237: 0.05190545594137826
Position 316: 0.04592863719450679
Position 678: 0.03641319208059107
