Gene = ndl
index = 1815
Annotated 5SS: [ 287  853 2721 3852 4405 4794 6134 6366 6535 7586 8121 8468 8639 8845]
Annotated 3SS: [ 708  908 2781 3912 4459 4854 6195 6420 6600 7650 8175 8530 8700 8899]
SMsplice 5SS: [ 287  853 2366 2721 3852 4405 4794 6134 6366 6535 7586 8121 8484 8639
 8845]
SMsplice 3SS: [ 708  908 2552 2781 3912 4459 5868 6195 6420 6600 7650 8175 8530 8700
 8899]
top_k =  500
Partition function (log Z): 26.175325360693247

Sorted 5' Splice Sites (High to Low Probability):
Position 853: 0.9981770404319923
Position 7586: 0.9981182938723863
Position 8639: 0.9950732899587331
Position 4405: 0.9838755331783636
Position 6535: 0.9813032671720607
Position 2721: 0.9635209748788462
Position 4794: 0.9199009728594619
Position 6366: 0.8161654448433249
Position 6134: 0.7439284038921917
Position 8845: 0.6957964802988456
Position 8121: 0.6954884292059372
Position 8484: 0.6919047545855264
Position 287: 0.5797958309738631
Position 2366: 0.448222964922511
Position 3852: 0.4442576892912273
Position 995: 0.342005201746634
Position 5577: 0.3192453987379398
Position 8468: 0.2925667973602291
Position 3855: 0.2521623468371392
Position 7823: 0.2417864207113603
Position 5197: 0.19981754872168994
Position 604: 0.1530335018834606
Position 552: 0.12128697033994816
Position 2860: 0.11336836719807615
Position 8835: 0.10748402642760395
Position 5298: 0.1031667406163154
Position 8980: 0.07276873063050895
Position 9346: 0.0615295919075566
Position 6995: 0.05308914558481825
Position 535: 0.033952729254373946
Position 6759: 0.025372272992804566
Position 3824: 0.022210207689332927
Position 5265: 0.021044157042963276
Position 4060: 0.013377963514057642
Position 4608: 0.011423632084924982
Position 4757: 0.008607776956561229
Position 9003: 0.008454659724182316
Position 1212: 0.00844738206263496
Position 2163: 0.008338991812032041
Position 2361: 0.008162532009649726
Position 8073: 0.007710492587905835
Position 1478: 0.007155725540732659
Position 1448: 0.007154398177981573
Position 6894: 0.0070171842518040334
Position 3088: 0.006943816651280832
Position 1419: 0.006510156482703008
Position 2947: 0.005915840031713568
Position 28: 0.005179650887267282
Position 4981: 0.005036450402451761
Position 8083: 0.004863596103356746
Position 2904: 0.0048170708424460805
Position 1256: 0.004488851039513615
Position 8093: 0.004486683728294633
Position 2878: 0.004383565518250094
Position 8776: 0.0033431155123732586
Position 4972: 0.0033251308856257792
Position 401: 0.003305404598866742
Position 8472: 0.003302007221142537
Position 7176: 0.003276600913331869
Position 6547: 0.003214783661151989
Position 608: 0.003172602361256653
Position 7859: 0.0029045306232522695
Position 4252: 0.002416102186091737
Position 8635: 0.0024051231801911427
Position 1581: 0.0023136475115197223
Position 197: 0.002119676993366625
Position 7225: 0.0020490152897054944
Position 3628: 0.002003203252046143
Position 3539: 0.0018172026117069882
Position 8128: 0.0017675567038792626
Position 7173: 0.001699519995404083
Position 5040: 0.0016753318170240532
Position 7943: 0.0014026094383427557
Position 523: 0.0013837252273803519
Position 8994: 0.001264353041236515
Position 5388: 0.00122363474364824
Position 3043: 0.0012232095709647799
Position 7985: 0.0011086378432379625
Position 1472: 0.0010479968151985272
Position 6539: 0.0008588905563466026
Position 2577: 0.0008472720331422182
Position 1097: 0.0008205356796620899
Position 9118: 0.0008180657730852826
Position 4754: 0.0007703092155001497
Position 2255: 0.0007399480139214655
Position 1874: 0.000696959266757984
Position 9258: 0.0006665951673903945
Position 857: 0.0006456262820447902
Position 1787: 0.0006378707568503436
Position 31: 0.0006370019446162712
Position 2972: 0.0005561555852655398
Position 2111: 0.0005541338310273411
Position 3620: 0.0005061039622856984
Position 497: 0.00048403030918695055
Position 153: 0.0004457682348347887
Position 104: 0.00043401644697519596
Position 6898: 0.00043370197295276684
Position 7590: 0.00041367186207593684
Position 5114: 0.00040862477942306484
Position 233: 0.0004003170754371733
Position 7359: 0.0003911335228455806
Position 2909: 0.00033729465753148935
