Gene = Ect4
index = 1147
Annotated 5SS: [  587  8431  8620 29464 34852 35663 40945 41186 41423 41784 43076]
Annotated 3SS: [ 7077  8494 29184 34471 35271 39018 41005 41252 41565 42141 44764]
SMsplice 5SS: [  587  7007  8431  8620  9546  9845 10952 11201 19039 19854 29464 34852
 35663 41186 41423 41784]
SMsplice 3SS: [ 6919  7077  8494  8666  9607  9922 11017 18845 19127 29184 34471 35271
 41005 41252 41565 44411]
top_k =  500
Partition function (log Z): 6.340502855092609

Sorted 5' Splice Sites (High to Low Probability):
Position 29464: 0.9999999997967073
Position 8431: 0.999634182003089
Position 8620: 0.9908793098237668
Position 35663: 0.9902755612187786
Position 10952: 0.9541240403705686
Position 9845: 0.938252761964132
Position 34852: 0.8710052435580471
Position 587: 0.8491122950675565
Position 11201: 0.8023820076288242
Position 19039: 0.7853348240230148
Position 41186: 0.7699037370780025
Position 41784: 0.7571058927235546
Position 19854: 0.7543979252175761
Position 9546: 0.7141601234427274
Position 41423: 0.5984561266613059
Position 17888: 0.5449375676570164
Position 7007: 0.5142574126477973
Position 20475: 0.46960850486771494
Position 78: 0.41722127732639575
Position 10024: 0.32529567204484927
Position 15768: 0.24869519595110545
Position 9290: 0.1730988938218583
Position 9283: 0.10338497803955451
Position 11181: 0.07917765260138354
Position 19219: 0.07698448503318353
Position 36162: 0.07471486967991144
Position 7444: 0.07278677239520456
Position 19426: 0.07160984828232925
Position 807: 0.07048060735948528
Position 19365: 0.06996391722332357
Position 12057: 0.06626770245780762
Position 6177: 0.06404638516532613
Position 261: 0.046152406272464745
Position 9608: 0.03954340790486673
Position 26755: 0.03896089212244107
Position 10764: 0.02824690490222742
Position 11223: 0.025628627323607232
Position 10460: 0.024162898889920854
Position 1883: 0.02153217486989357
Position 3616: 0.021062165376413474
Position 1859: 0.019869605634528654
Position 11877: 0.01697993479097159
Position 4231: 0.01363263320603343
Position 9826: 0.013384334084361831
Position 19242: 0.012331289648520524
Position 19885: 0.011701514750299735
Position 10523: 0.010866618363512283
Position 2029: 0.009763757240061632
Position 9742: 0.008907521736330738
Position 9457: 0.008823082242451163
Position 10494: 0.007353885145126862
Position 9806: 0.006965654302205433
Position 11381: 0.006097164202560446
Position 41880: 0.00494082480909559
Position 8960: 0.004772431364810615
Position 15323: 0.0045640674402238224
Position 2333: 0.003994969460890131
Position 9273: 0.003616387523427658
Position 612: 0.00333438974158519
Position 9500: 0.0033317527069662276
Position 72: 0.003086688009151525
Position 248: 0.00300346436103359
Position 10482: 0.002817636159903073
Position 10110: 0.002661689918659361
Position 250: 0.002626987934650557
Position 12069: 0.002557411307306135
Position 252: 0.002410048403464356
Position 246: 0.002168915759846877
Position 10238: 0.0019274512806806948
Position 9629: 0.0018891283252326343
Position 296: 0.0018420100025017567
Position 8609: 0.001723787099988029
Position 3195: 0.0017085061264117895
Position 8956: 0.0016173285841528603
Position 11429: 0.0013289848961620368
Position 12923: 0.0011207520793269851
Position 12763: 0.0010804776875950556
Position 622: 0.0010188553464839302
Position 15141: 0.0007951313361667359
Position 12919: 0.0007758986865774506
Position 12705: 0.0006206940049729514
Position 825: 0.0006192661357357991
Position 821: 0.0005931400405356382
Position 34: 0.0005348742949232673
Position 80: 0.0004794303046236807
Position 474: 0.0003924170493900283
Position 3645: 0.00037675643503810527
Position 1895: 0.00032412315963569903
Position 2828: 0.00029465485342662054
Position 82: 0.0002933618547097313
Position 9413: 0.0002498596100240293
Position 8760: 0.0002485488898076947
Position 3910: 0.0002459408392640084
Position 8442: 0.00024184880238418076
Position 90: 0.00017028480111060533
Position 157: 0.0001647019206005312
Position 10922: 0.00015595781188986257
Position 227: 0.0001527803314687191
Position 8788: 0.00014075222748746787
Position 240: 0.00010986304288458911
Position 265: 0.00010167570134238051
Position 162: 9.949784895848542e-05
Position 256: 9.772723788138947e-05
Position 633: 7.527159416654433e-05
Position 1467: 7.394756111032613e-05
Position 413: 6.800297153349331e-05
Position 1252: 6.261526311695233e-05
Position 150: 5.179805720427377e-05
Position 2058: 5.1517520662734154e-05
Position 12272: 4.638938445500766e-05
Position 8796: 4.301613599409219e-05
Position 9797: 4.0808109802736395e-05
Position 8668: 3.5532591952010295e-05
Position 294: 2.9273152114118328e-05
Position 28: 2.8822039512131427e-05
Position 1547: 2.4296266375330917e-05
Position 8939: 2.058319597952969e-05
Position 1948: 2.0482858597308185e-05
Position 47: 1.9829989988775808e-05
Position 1240: 1.9475358642153006e-05
Position 238: 1.9322137288481035e-05
Position 9590: 1.8551664813092512e-05
Position 575: 1.583455780563539e-05
Position 92: 1.3578929308900621e-05
Position 8970: 1.2964257338201958e-05
Position 9027: 1.1749663441381768e-05
Position 152: 1.0800142304040774e-05
Position 898: 1.0489824270687511e-05
Position 1318: 1.0170861498194318e-05
Position 231: 9.412892633809734e-06
Position 254: 9.272545944052837e-06
Position 36440: 8.60659561438504e-06
Position 548: 8.335848745027748e-06
Position 8624: 7.16828478104223e-06
Position 8824: 4.987848557637042e-06
Position 209: 3.975058340293788e-06
Position 2038: 3.502287973186584e-06
Position 7255: 3.0209412731890504e-06
Position 8635: 2.6978392880686516e-06
Position 300: 2.6808527029440396e-06
Position 49: 2.4604022630242197e-06
Position 11228: 2.0279498234463153e-06
Position 36393: 1.7904538988538813e-06
Position 591: 1.7650655517904631e-06
Position 657: 1.5448443681427107e-06
Position 2346: 9.555302996878065e-07
Position 689: 7.375826163677704e-07
Position 8798: 7.215737784054732e-07
Position 9201: 5.424112600260153e-07
Position 517: 3.2123539650626213e-07
Position 8990: 3.023918605506153e-08
Position 8656: 2.8766969743680567e-08
Position 8838: 1.1855104365425498e-08
Position 8591: 3.2081520934109067e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 29184: 0.9999999999999023
Position 8494: 0.9919639989415958
Position 19127: 0.9635401135053709
Position 11017: 0.951923361653846
Position 35271: 0.9511226967511515
Position 34471: 0.8445336372320553
Position 41005: 0.8418153574765044
Position 7077: 0.836733465515402
Position 9607: 0.7592792833970149
Position 41565: 0.6712491897096118
Position 17603: 0.5854651126032052
Position 41252: 0.5649804415770173
Position 9922: 0.5518210282880749
Position 6919: 0.550732102924139
Position 8666: 0.5435033144906115
Position 44411: 0.5240233684256086
Position 18012: 0.44162105255113937
Position 9346: 0.3812705184018673
Position 9901: 0.35044650862964655
Position 428: 0.303531379507673
Position 15084: 0.25405439472749586
Position 44764: 0.19267700384577782
Position 19797: 0.18464369628252852
Position 10555: 0.1785266332476522
Position 18176: 0.169581570931908
Position 19909: 0.1406588284709334
Position 19940: 0.12057684653191754
Position 41301: 0.11651055342257505
Position 17643: 0.11029256821622314
Position 10599: 0.10509559715886833
Position 7526: 0.10306903917062982
Position 9952: 0.08643531690718179
Position 9330: 0.0708996565875166
Position 9137: 0.05758965998148378
Position 43732: 0.05476379421509345
Position 19538: 0.0534272555939212
Position 7833: 0.05296620223601205
Position 42141: 0.04877505221581953
Position 5534: 0.048198671796182244
Position 35720: 0.04367875412328608
Position 25986: 0.03896089212244108
Position 689: 0.0365842131155615
Position 9031: 0.036084850165374015
Position 41908: 0.035612048662874124
Position 34174: 0.033431782812995026
Position 1801: 0.031662712545349324
Position 7940: 0.030373568397464
Position 747: 0.030082949921546163
Position 42275: 0.028607634824727217
Position 35233: 0.02693853698203415
Position 10854: 0.026026137988424222
Position 41838: 0.025553304955640305
Position 17032: 0.023312087377555482
Position 9491: 0.021059412993733272
Position 10825: 0.02093821469135035
Position 8677: 0.020576948005109962
Position 8870: 0.01902462685272997
Position 9352: 0.0186295945364889
Position 3789: 0.018315823800465057
Position 9691: 0.017558083548591695
Position 11538: 0.017149657024031335
Position 41934: 0.01566356456134553
Position 35155: 0.014978587475028043
Position 9660: 0.01447132578138695
Position 2152: 0.01261179101584987
Position 9396: 0.011373753384825677
Position 35859: 0.010748702583041413
Position 399: 0.010603308317361573
Position 8759: 0.010481269104165952
Position 11692: 0.009274835306098232
Position 10433: 0.009023389535783716
Position 1947: 0.008978624987208993
Position 8533: 0.007974353201033062
Position 4366: 0.007889443903698074
