Gene = Naxd
index = 1311
Annotated 5SS: [404]
Annotated 3SS: [481]
SMsplice 5SS: [404]
SMsplice 3SS: [471]
top_k =  500
Partition function (log Z): -5.704461151348745

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.9726857746876321
Position 198: 0.021839413942032107
Position 382: 0.0117370188356246
Position 823: 0.0038974425283981
Position 29: 0.003855787070936719
Position 911: 0.0029105832811777525
Position 1219: 0.0014352404335611127
Position 408: 0.0013123334947696438
Position 254: 0.0009402636979669473
Position 837: 0.000849206206222578
Position 891: 0.0007791522449408803
Position 1089: 0.00035081870564449984
Position 175: 0.0002645403364656849
Position 731: 0.0001799949272018114
Position 1001: 0.0001775982490238571
Position 71: 0.00016272790033459644
Position 930: 0.00013837527305023134
Position 1057: 9.994528691742847e-05
Position 592: 8.206113645823558e-05
Position 398: 5.652194924983924e-05
Position 434: 5.4614312380718585e-05
Position 6: 4.5848739449784606e-05
Position 211: 4.572558294775966e-05
Position 1033: 4.551138762135875e-05
Position 970: 4.390787222313907e-05
Position 946: 3.778746274590519e-05
Position 1019: 3.4745064397942233e-05
Position 45: 2.531687699219764e-05
Position 1186: 2.1548587287464358e-05
Position 921: 1.6306591597418585e-05
Position 569: 1.568011179162756e-05
Position 536: 1.545424011971516e-05
Position 828: 1.3698660339041224e-05
Position 226: 1.3257945601323253e-05
Position 152: 1.2872893001861258e-05
Position 1093: 1.0875199367073472e-05
Position 401: 6.932395806521321e-06
Position 202: 6.8870305147579435e-06
Position 277: 6.392811255998143e-06
Position 1136: 6.107735779372306e-06
Position 676: 4.632125524189564e-06
Position 137: 4.5344868299954525e-06
Position 788: 4.28846805985666e-06
Position 886: 3.335709234926554e-06
Position 140: 3.0631893135682027e-06
Position 351: 2.6873185869571904e-06
Position 572: 2.4502544912230338e-06
Position 275: 1.8160158920862988e-06
Position 191: 1.7282744099184017e-06
Position 874: 8.737107774421634e-07
Position 295: 5.972756366893831e-07
Position 86: 5.487484637993063e-07
Position 310: 1.2262700555634124e-07
Position 17: 9.027527702091777e-08
Position 362: 3.541113239411443e-08
Position 332: 2.0436450354315132e-08
Position 101: 1.9574477632741232e-08
Position 547: 1.7458877815001366e-08
Position 482: 1.0902117928344396e-08
Position 877: 9.849352145491444e-09
Position 938: 9.052346542650649e-09
Position 127: 8.709127598309099e-09
Position 341: 4.854516591634728e-09
Position 318: 2.34600385348389e-09
Position 353: 2.2855548478279248e-09
Position 624: 1.0661560688130236e-09
Position 638: 7.7580034781995e-10
Position 816: 6.45221687532467e-10
Position 810: 4.024427485855204e-10
Position 737: 2.4893532357249733e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 471: 0.8413320410818887
Position 481: 0.15473332229642744
Position 101: 0.003760471636092195
Position 1160: 0.003339687394289757
Position 1264: 0.0026921944198052155
Position 252: 0.0026801141522232244
Position 318: 0.0024134490612953857
Position 341: 0.002140602602134731
Position 310: 0.0019323964285343053
Position 886: 0.0017471756824914144
Position 981: 0.0017225306038323386
Position 1027: 0.0010581945421813369
Position 970: 0.0009599291807096821
Position 631: 0.0007755301442076032
Position 670: 0.0005733001035339474
Position 1086: 0.0005258865004072392
Position 1017: 0.00027260166255891683
Position 1057: 0.0002480633263047159
Position 347: 0.00014541938897058638
Position 914: 0.00014373619331675653
Position 74: 0.00013873325953802664
Position 946: 0.00013663812678347777
Position 1107: 0.00013212678435177511
Position 544: 9.761215597360723e-05
Position 133: 9.72382983037137e-05
Position 788: 7.676727811852117e-05
Position 362: 7.036722734773836e-05
Position 822: 6.0600860099446217e-05
Position 804: 4.85143718395148e-05
Position 1181: 3.9603495264632684e-05
Position 694: 2.741866586908726e-05
Position 148: 2.3406850115074618e-05
Position 1248: 1.9893404131189472e-05
Position 578: 1.705314281602376e-05
Position 706: 1.3001923061238766e-05
Position 569: 1.1644790276826632e-05
Position 86: 9.878865217879202e-06
Position 930: 8.803905618983152e-06
Position 748: 8.162013703125419e-06
Position 115: 6.707124092420818e-06
Position 386: 5.446028717148424e-06
Position 523: 5.299790095912028e-06
Position 1044: 4.251466445550361e-06
Position 1223: 3.592223112722319e-06
Position 374: 2.1585011850376935e-06
Position 163: 1.1584478762415764e-06
Position 221: 1.0364986206005333e-06
Position 211: 5.508049428054609e-07
Position 175: 4.801588450336121e-07
Position 169: 2.4430877815447097e-07
Position 254: 9.643360203498066e-08
Position 664: 1.0320881287448382e-08
Position 369: 1.0086470897090159e-08
Position 54: 9.498483860110043e-09
Position 76: 7.879327024822443e-09
Position 191: 7.810662514827511e-09
Position 562: 4.753361715128171e-09
Position 411: 7.668449522299367e-12
