Gene = DNApol-alpha50
index = 1126
Annotated 5SS: [ 186 2821]
Annotated 3SS: [2651 2876]
SMsplice 5SS: [ 186 2821]
SMsplice 3SS: [2651 2876]
top_k =  500
Partition function (log Z): -4.927395887964768

Sorted 5' Splice Sites (High to Low Probability):
Position 2821: 0.9911070868298504
Position 186: 0.5088912068003429
Position 944: 0.4593987110593933
Position 774: 0.24099618192706493
Position 770: 0.23643277940581492
Position 3122: 0.10043790337013155
Position 968: 0.040667079229867134
Position 3149: 0.03627024898781201
Position 1108: 0.02966512931237813
Position 210: 0.021978922886482854
Position 3020: 0.01652740074264988
Position 2263: 0.006223698597972518
Position 1052: 0.005789780005392092
Position 2268: 0.004252904019293876
Position 3252: 0.004248976342705072
Position 3790: 0.0034370026622850412
Position 1079: 0.0031959908546686224
Position 3191: 0.0028002633212695326
Position 2157: 0.002765457811848168
Position 1056: 0.0027180179261918416
Position 1139: 0.00270491178320019
Position 2066: 0.002567305474964531
Position 2810: 0.001971063172871302
Position 973: 0.0019304766387159306
Position 559: 0.0018443475310978986
Position 833: 0.0017705874096142229
Position 2385: 0.001708995306774812
Position 3261: 0.001621443081591807
Position 309: 0.001619470834814019
Position 121: 0.0015439464625086404
Position 1097: 0.0015416335876692001
Position 3806: 0.0012505445273102193
Position 1379: 0.0011518339475385352
Position 172: 0.0010968064521486565
Position 3176: 0.0009997561404225996
Position 2335: 0.0009231497133607132
Position 2288: 0.0009146931720894621
Position 1193: 0.0008197845478720534
Position 314: 0.0007203854561421759
Position 2825: 0.000668635572748449
Position 2373: 0.0006680354048482543
Position 326: 0.0006397221983602592
Position 1596: 0.0005990750414731281
Position 77: 0.000544608428855192
Position 2039: 0.0005230077422389606
Position 4: 0.00048123029005346196
Position 75: 0.000478022727754235
Position 714: 0.00044612702197517726
Position 1031: 0.0004069922789248025
Position 1521: 0.00038892393059130356
Position 1467: 0.00035145827708878494
Position 601: 0.0003478225036741771
Position 3788: 0.0003470458807601638
Position 1643: 0.0003464842415708683
Position 1417: 0.00033631351374009704
Position 1118: 0.0002654053461300208
Position 1062: 0.00021886767397519516
Position 1862: 0.00019761523475089022
Position 1364: 0.00018164410275800988
Position 3458: 0.000170614993004565
Position 3275: 0.00016284507641436572
Position 3169: 0.00010401671169676553
Position 3048: 8.276288966637608e-05
Position 3081: 6.765493919296817e-05
Position 3677: 5.970739841855393e-05
Position 144: 4.7203502380729236e-05
Position 3616: 4.675740871473716e-05
Position 465: 4.546928236115223e-05
Position 52: 4.015949686073532e-05
Position 675: 3.32470531548383e-05
Position 273: 1.53524742924066e-05
Position 263: 1.3311720532585762e-05
Position 2762: 1.1975169185951972e-05
Position 728: 1.0259385970843312e-05
Position 109: 9.306367499648189e-06
Position 562: 9.224616087328223e-06
Position 778: 7.439038715102809e-06
Position 596: 5.832219448826427e-06
Position 2800: 4.926108537618136e-06
Position 10: 3.8704666760062e-06
Position 2901: 3.4711102309110264e-06
Position 502: 2.4641751716550524e-06
Position 190: 2.386296587089498e-06
Position 49: 1.8017525862463972e-06
Position 962: 1.3180583889612324e-06
Position 496: 1.0270222403757894e-06
Position 40: 4.775627485418655e-07
Position 388: 3.550931784326445e-07
Position 7: 3.0311244729269266e-07
Position 998: 1.1755116321899517e-07
