Gene = Sprn
index = 1516
Annotated 5SS: [1049 1562]
Annotated 3SS: [1105 1612]
SMsplice 5SS: [  25  287 1049]
SMsplice 3SS: [  85  360 1105]
top_k =  500
Partition function (log Z): 0.5561534899829892

Sorted 5' Splice Sites (High to Low Probability):
Position 25: 0.998602844586702
Position 1049: 0.9218998181144956
Position 287: 0.6649507949913944
Position 1351: 0.33926121596194214
Position 1562: 0.2006132567276177
Position 341: 0.093262210109589
Position 1493: 0.05300093787185621
Position 280: 0.022709852292876576
Position 146: 0.020868232077462533
Position 1271: 0.012527027359063529
Position 1337: 0.012328695821764171
Position 1056: 0.009209283760223825
Position 362: 0.00801359855827175
Position 1498: 0.004767199423672109
Position 1046: 0.003958173607432368
Position 907: 0.0032043890133693926
Position 218: 0.0029577713459464305
Position 649: 0.0025796722655910174
Position 829: 0.0021178996739887263
Position 1868: 0.002038486459516168
Position 1845: 0.0012284929838828759
Position 594: 0.0011470643546782203
Position 737: 0.0010867727551526019
Position 722: 0.001073081300028196
Position 242: 0.0010722804866991462
Position 511: 0.0010476061515374319
Position 745: 0.0009853722216790887
Position 752: 0.0009550665366937117
Position 371: 0.0009247174727799355
Position 1675: 0.0008876223779994123
Position 1373: 0.0008548116824643688
Position 1475: 0.0008475697537154282
Position 1516: 0.0007522177401137745
Position 496: 0.0006889836740186855
Position 1044: 0.0006255649811250802
Position 619: 0.0005985407070858421
Position 2003: 0.000574815356730951
Position 487: 0.0005032152972060374
Position 212: 0.0004844066585874906
Position 1378: 0.0004546949643840875
Position 1388: 0.00040283523392564284
Position 29: 0.00024981436128458103
Position 641: 0.00021279647413749347
Position 1906: 0.00019402197765825506
Position 1567: 0.0001668620403461705
Position 1619: 0.00012688607303762637
Position 270: 0.00011225728452371358
Position 600: 7.759619931186873e-05
Position 531: 7.458644092871706e-05
Position 923: 5.238170528244383e-05
Position 931: 2.9887918235537838e-05
Position 1413: 2.8893277490094958e-05
Position 1503: 2.8545774443622785e-05
Position 682: 2.7494473574405173e-05
Position 999: 1.888012503356266e-05
Position 51: 9.906310201627004e-06
Position 235: 8.209241053785376e-06
Position 36: 4.749963185014294e-06
Position 121: 1.5248728766220736e-06
Position 38: 9.801128526677376e-07
Position 191: 4.6426925393236114e-07
Position 60: 3.127021721765127e-07
Position 228: 3.0432684487616613e-07
Position 1630: 1.8955386551189088e-07
Position 360: 1.7178234206921645e-07
Position 1448: 1.2788145271229608e-07
Position 157: 2.2923725243818966e-08
Position 1393: 1.9994998353986812e-08
Position 401: 1.1008773734553718e-08
Position 399: 2.4917012783439537e-09
Position 394: 2.4142256391029076e-09
Position 108: 1.9182669346699106e-09
Position 150: 1.1846062315181838e-09
Position 444: 9.199920619980496e-10
Position 312: 8.273447329593957e-10
Position 82: 5.922913664356935e-10
Position 414: 4.470329615170012e-10
Position 152: 3.9360774388620206e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 85: 0.9714535462727675
Position 1105: 0.9507691269278374
Position 1612: 0.6031814580307622
Position 360: 0.2761873635530272
Position 880: 0.21961393961825387
Position 804: 0.06728474306289428
Position 394: 0.06149011320811403
Position 412: 0.057677135824206374
Position 89: 0.02234294934528279
Position 631: 0.015048091229441557
Position 191: 0.01330372102027171
Position 1437: 0.012719201044262841
Position 869: 0.012256919533405455
Position 832: 0.011731345407838599
Position 694: 0.01013227910383449
Position 905: 0.00899790561230858
Position 456: 0.0081018822251246
Position 737: 0.006555057874624151
Position 1933: 0.006432125258049337
Position 1674: 0.005376544334603573
Position 829: 0.004731392105540579
Position 1009: 0.004430978937784621
Position 1545: 0.004120122782415218
Position 634: 0.004062895568673007
Position 1121: 0.0038825479067013105
Position 345: 0.0032085657662234614
Position 1413: 0.003070022056098172
Position 682: 0.0023530045349044577
Position 2059: 0.0022923070596427516
Position 679: 0.0021091075159600007
Position 414: 0.0018368014342679182
Position 1660: 0.0017028561847918077
Position 1508: 0.001696585968834711
Position 531: 0.0016290886251067044
Position 1178: 0.0015909457136382562
Position 768: 0.0014742190296741396
Position 722: 0.0014367844154083615
Position 97: 0.0012743470092962108
Position 1496: 0.0010370369127537323
Position 463: 0.000996044883544758
Position 975: 0.0009298601413242477
Position 960: 0.0008839766887320095
Position 577: 0.0007603833988516057
Position 929: 0.0007441300928052478
Position 1751: 0.0005589574428064741
Position 1151: 0.0005043422300974051
Position 745: 0.00043418515183200543
Position 484: 0.00040324613002372064
Position 1023: 0.0003771565325518291
Position 1171: 0.00037469713407254637
Position 1182: 0.00029065067088331547
Position 121: 0.0002860005129468191
Position 424: 0.0002697111864113259
Position 1194: 0.0002416580740125591
Position 169: 0.00022233598250731077
Position 911: 0.00020800646951114
Position 1206: 0.00010219734423700894
Position 888: 9.484043748290947e-05
Position 1740: 7.758217001262486e-05
Position 1401: 4.647799274516438e-05
Position 1832: 2.836501609536142e-05
Position 1355: 2.681487786388532e-05
Position 225: 9.550875882658957e-06
Position 1210: 8.37128813899663e-06
Position 212: 6.4143195686537e-06
Position 265: 5.5169029525654845e-06
Position 279: 1.940285250819201e-06
Position 136: 1.9368622607750173e-06
Position 139: 1.518015787589528e-06
Position 268: 8.540502529260169e-07
Position 208: 8.000379496091414e-07
Position 1224: 4.465628319916967e-07
Position 198: 2.570984424906425e-07
Position 1315: 2.1530070248260963e-07
Position 127: 1.8534616510898555e-07
Position 242: 1.1383881374007386e-07
Position 171: 1.1377187788515464e-07
Position 249: 6.453080028893014e-08
Position 291: 2.2866923869742434e-08
Position 150: 1.973474999399047e-09
Position 141: 4.409581539303109e-10
Position 270: 2.6205759638382884e-11
