Gene = obst-E
index = 1829
Annotated 5SS: [182]
Annotated 3SS: [2773]
SMsplice 5SS: [182]
SMsplice 3SS: [2773]
top_k =  500
Partition function (log Z): -6.479221490786616

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.4681039628988489
Position 870: 0.3952343158892657
Position 1746: 0.3566721380700969
Position 308: 0.177188359265229
Position 599: 0.15677261587443353
Position 1811: 0.12196911156733058
Position 285: 0.08088653087369742
Position 1039: 0.07789560706501748
Position 2592: 0.05263023124968565
Position 382: 0.05081625734386265
Position 633: 0.04656207446993259
Position 1988: 0.040381761825271506
Position 590: 0.03978222017236783
Position 156: 0.03330179478754392
Position 2226: 0.021908514052152297
Position 1614: 0.013243203900062984
Position 1652: 0.012674687171219163
Position 1312: 0.012579722098386164
Position 2501: 0.012113832179288141
Position 2368: 0.010619925560663454
Position 3245: 0.009099764438398255
Position 3294: 0.008549347146650073
Position 2245: 0.00842162797126826
Position 471: 0.006494107387870958
Position 1418: 0.0057484690471236565
Position 2448: 0.0056850120702897815
Position 400: 0.004339277586732465
Position 1995: 0.004256973339224873
Position 2545: 0.004059542544031069
Position 2557: 0.004052192373422482
Position 531: 0.004046806757043424
Position 1319: 0.0037104003172831355
Position 2126: 0.0025422190343488632
Position 2007: 0.002121660277940647
Position 944: 0.002022853519768237
Position 927: 0.001865173980263181
Position 2198: 0.0015387678908717981
Position 885: 0.0014178058856043558
Position 2370: 0.0013960171549310132
Position 648: 0.0011546483896176742
Position 186: 0.0010119768669762611
Position 2041: 0.0009198225675362126
Position 2106: 0.000908584264410927
Position 697: 0.0008532715971052226
Position 275: 0.0008293774453925917
Position 168: 0.0008111589672469182
Position 953: 0.0005741483889758522
Position 787: 0.0005272996858847525
Position 312: 0.0004558557802428835
Position 1658: 0.00039256080259118234
Position 1303: 0.000390451885487614
Position 3285: 0.00029219526304417957
Position 605: 0.00023487574747874365
Position 828: 0.00021291159350002623
Position 71: 0.00020344141592264808
Position 1092: 0.00016049702792518775
Position 57: 3.896797115272058e-05
Position 250: 3.610065530329222e-05
Position 32: 3.395860734919899e-05
Position 196: 3.3425377269596205e-05
Position 506: 2.174138376499363e-05
Position 1329: 1.7339542258265472e-05
Position 662: 1.435163900776037e-05
Position 83: 1.424745458861895e-05
Position 23: 1.4022538803029922e-05
Position 160: 1.2731338225800808e-05
Position 451: 1.2406315474022283e-05
Position 434: 9.280343909701846e-06
Position 6: 7.652799426754728e-06
Position 1422: 4.688216424376374e-06
Position 265: 2.489118873747449e-06
Position 40: 7.218738962335404e-07
Position 146: 4.606406422802083e-07
Position 234: 1.4155921132487936e-07
Position 482: 3.1967649505976007e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2773: 0.8375432028494119
Position 696: 0.3370952913453622
Position 444: 0.3101766842024384
Position 1870: 0.2845795624582009
Position 927: 0.22084619781741555
Position 1808: 0.11196456891621803
Position 265: 0.046157149594419224
Position 365: 0.0375101116044058
Position 1381: 0.02218251414610393
Position 3354: 0.017941306848092507
Position 1081: 0.011918535652840135
Position 1522: 0.0077113994236641305
Position 613: 0.00648486905013983
Position 1126: 0.0030874980932107383
Position 1310: 0.002663845082088108
Position 1373: 0.002346384898015966
Position 704: 0.0018252439918177178
Position 717: 0.0017944928104298497
Position 944: 0.0015587822973702735
Position 561: 0.001429505279065069
Position 952: 0.001065409958837646
Position 329: 0.0009171555995911042
Position 564: 0.0008706878023269874
Position 982: 0.0007057279591546983
Position 739: 0.0005088991339094479
Position 1399: 0.00034130183638384425
Position 373: 0.00031624328291035314
Position 1386: 0.0003033474715811418
Position 1107: 0.00024581431075524295
Position 2845: 0.00023288993375765617
Position 316: 0.00013505349870412823
Position 701: 0.00011768357578471437
Position 275: 0.00011690923982889524
Position 451: 8.92050966531884e-05
Position 83: 3.650010256453336e-05
Position 400: 2.869391842716971e-05
Position 825: 1.8986735965016774e-05
Position 590: 1.5865461690199744e-05
Position 146: 9.265169853049853e-06
Position 746: 7.415346883183442e-06
Position 629: 4.214810284339108e-06
Position 284: 3.0766044035207524e-06
Position 615: 1.5920451888860748e-06
Position 902: 9.652769513357457e-07
Position 186: 8.448067271871158e-07
Position 196: 7.518610288484672e-07
Position 458: 6.126718309708841e-07
Position 71: 1.9377423042303214e-07
Position 281: 1.092198349097915e-07
Position 112: 9.651682205714859e-08
Position 114: 2.8150922583138797e-08
Position 57: 3.5434508841956573e-09
Position 60: 2.2211589234592577e-09
Position 49: 8.792081512131617e-19
