Gene = odd
index = 1830
Annotated 5SS: [471]
Annotated 3SS: [656]
SMsplice 5SS: [471]
SMsplice 3SS: [656]
top_k =  500
Partition function (log Z): -5.367743105469104

Sorted 5' Splice Sites (High to Low Probability):
Position 471: 0.9905589527193429
Position 2119: 0.10463693618222825
Position 1091: 0.04980826880071285
Position 1901: 0.01259539649598461
Position 1945: 0.011701136512825842
Position 1384: 0.011033577527904239
Position 2059: 0.006530322976480522
Position 585: 0.005284412708475571
Position 266: 0.0034202626275240374
Position 1583: 0.0019393560377145604
Position 1252: 0.001756617400834104
Position 301: 0.001255556418184074
Position 1589: 0.0011515842557831867
Position 1785: 0.0010782716629191662
Position 1931: 0.0006777266442457015
Position 1414: 0.0006589506935107363
Position 2348: 0.0005418717662856354
Position 324: 0.0005144595610266421
Position 2282: 0.0004960455702523457
Position 1434: 0.0004385445576261655
Position 244: 0.00036925615827263934
Position 919: 0.0003617006918647601
Position 216: 0.0003417041529764006
Position 1792: 0.00033935846888527175
Position 1488: 0.00033807124472002664
Position 2018: 0.0003096146572918378
Position 2319: 0.00030667141002925323
Position 481: 0.00030637824663041965
Position 2458: 0.00029884517514795707
Position 233: 0.0002719592780110888
Position 311: 0.0002578057010650238
Position 1976: 0.00021527398743010205
Position 237: 0.00020686104831303616
Position 554: 0.00020337527332973102
Position 1907: 0.00019950455456365016
Position 1586: 0.00014733927157278433
Position 1619: 0.00014715271181510453
Position 1983: 0.00013341514366229358
Position 2001: 0.00012913249719327427
Position 761: 0.00012688289248487185
Position 475: 0.0001257934107656617
Position 119: 0.00012577354631922706
Position 566: 0.00011249063139635385
Position 1197: 9.461361924188125e-05
Position 1469: 8.915696202874528e-05
Position 1957: 8.643773846049254e-05
Position 2176: 8.605483685402862e-05
Position 1194: 8.517271078321145e-05
Position 1224: 7.495038559835828e-05
Position 1179: 6.922221713543116e-05
Position 1276: 6.854930208910732e-05
Position 2353: 5.994137493297711e-05
Position 393: 5.7692412485912644e-05
Position 1176: 5.354750826792979e-05
Position 970: 5.319361140177897e-05
Position 1240: 4.858878867077632e-05
Position 1638: 3.496026588399272e-05
Position 1119: 3.1748237394223415e-05
Position 108: 3.066083074053412e-05
Position 5: 2.90420466558454e-05
Position 926: 2.8988834570822566e-05
Position 1279: 2.662358840505547e-05
Position 1267: 2.6408718148378173e-05
Position 2296: 2.5738281294437477e-05
Position 179: 2.4579005178317244e-05
Position 2159: 2.3718133259005676e-05
Position 1185: 2.3108933507373388e-05
Position 1199: 2.2213843617869652e-05
Position 230: 2.0994019216067938e-05
Position 2226: 1.7232536995333258e-05
Position 871: 1.713484536984613e-05
Position 1140: 1.1957690598065871e-05
Position 788: 1.1852916496280244e-05
Position 185: 1.0602710874044447e-05
Position 336: 9.413710405643906e-06
Position 1095: 8.12223498347292e-06
Position 2346: 7.518760806569496e-06
Position 588: 5.8978037234577685e-06
Position 158: 5.452399304462084e-06
Position 437: 4.462161523907035e-06
Position 331: 3.5420587025451032e-06
Position 2423: 2.6251937250001845e-06
Position 220: 9.85646688091159e-07
Position 1498: 4.1986539752609814e-07
Position 222: 3.2933740749568556e-07
Position 9: 9.271933198396446e-08
Position 1834: 5.1099831452938616e-08
Position 705: 4.699221998973938e-08
Position 1444: 3.0470420871666904e-08
Position 400: 9.711027859194236e-09
Position 2237: 6.342321638104124e-09
Position 959: 6.142531578831117e-09
Position 680: 3.895922144472117e-09
Position 953: 1.7916978495783084e-09
Position 629: 3.483722031447287e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 656: 0.9803353382320584
Position 2190: 0.21115819701075594
Position 2391: 0.005797555642059232
Position 2417: 0.0027307145864775306
Position 360: 0.0020441895162105783
Position 2319: 0.0019030470978305015
Position 1630: 0.0010415469068333532
Position 2251: 0.0008102120080062748
Position 1666: 0.0007374111595448963
Position 1945: 0.0006758120253485938
Position 1363: 0.0005474139848163652
Position 336: 0.0005402302093573244
Position 426: 0.00047447968733284714
Position 540: 0.0003370870056295442
Position 2521: 0.0003031416621035917
Position 1555: 0.0002934690592446866
Position 1989: 0.0002820303103544516
Position 304: 0.0002624426716844009
Position 2215: 0.00025491636254567615
Position 938: 0.00022578526799238026
Position 2143: 0.00021802658769349442
Position 379: 0.00019188420713166015
Position 2196: 0.00017600091587784744
Position 2199: 0.00017428927806393695
Position 668: 0.00016478940628267437
Position 177: 0.00013172181468675695
Position 1823: 0.00012642278623576446
Position 680: 6.864437110227164e-05
Position 1468: 6.655990705004968e-05
Position 1924: 6.20802771705712e-05
Position 2368: 6.0583904393215786e-05
Position 324: 5.6332096525903185e-05
Position 1513: 4.2948206574206406e-05
Position 393: 4.034283838178584e-05
Position 1815: 3.877788489630387e-05
Position 598: 3.851576088908687e-05
Position 2208: 3.824474880808788e-05
Position 1709: 3.7127497749875603e-05
Position 998: 3.524871730929939e-05
Position 1119: 3.2444469844619865e-05
Position 1349: 2.4747042335449984e-05
Position 1399: 2.352311437826816e-05
Position 588: 2.3276752475176125e-05
Position 691: 2.303046697226016e-05
Position 1267: 2.231626755899359e-05
Position 1444: 2.0085442155401222e-05
Position 554: 1.6249351167177656e-05
Position 688: 1.5855721022583395e-05
Position 1012: 1.4473101028834961e-05
Position 1952: 1.2920722772239889e-05
Position 2018: 1.2423985631533268e-05
Position 970: 1.0488556010489911e-05
Position 1900: 9.18716739029569e-06
Position 389: 8.862647884083673e-06
Position 967: 7.634000950286421e-06
Position 832: 7.211328421563169e-06
Position 1419: 6.922455485197702e-06
Position 2488: 6.378587824837114e-06
Position 1206: 4.669422138329951e-06
Position 311: 2.735195204086205e-06
Position 880: 2.608858144290372e-06
Position 670: 2.1613951816865964e-06
Position 257: 1.9760881229356943e-06
Position 191: 1.7923598117833748e-06
Position 829: 1.694725916888343e-06
Position 585: 1.1846025454834113e-06
Position 216: 1.1176495716663403e-06
Position 57: 8.500608484503273e-07
Position 266: 5.747963891243793e-07
Position 292: 5.269751816892827e-07
Position 318: 4.865753453507397e-07
Position 462: 4.6283486073637897e-07
Position 54: 4.3490451030063075e-07
Position 459: 3.638655625354603e-07
Position 99: 2.6680218664405137e-07
Position 525: 2.477123616329304e-07
Position 919: 1.584146680807011e-07
Position 60: 9.48112516012917e-08
Position 270: 9.15631505872045e-08
Position 48: 9.005084418350632e-08
Position 227: 8.617996352681777e-08
Position 448: 9.54107010491243e-09
Position 916: 6.779423117574777e-09
Position 464: 6.47444017756795e-09
Position 942: 6.3620397842274545e-09
Position 63: 4.125487615304007e-09
Position 1009: 3.9784401032044495e-09
Position 142: 2.985496575046312e-09
Position 835: 2.876784129245746e-09
Position 784: 2.393818027547087e-09
Position 84: 1.4843469044871558e-09
Position 1018: 5.688943762080688e-10
Position 748: 2.5961141663880996e-10
Position 777: 2.5492720700153754e-10
Position 886: 1.432435080989081e-10
