Gene = Ugt301D1
index = 1584
Annotated 5SS: [ 147 2319 2826]
Annotated 3SS: [2062 2378 2887]
SMsplice 5SS: [1516 2319 2826]
SMsplice 3SS: [2062 2378 2887]
top_k =  500
Partition function (log Z): 0.4327777931354011

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.9984513689102271
Position 2319: 0.9845856171995874
Position 1516: 0.8153500901405073
Position 499: 0.3809778191050431
Position 2581: 0.18672242673623837
Position 1759: 0.1721065046972753
Position 1917: 0.1491938007998816
Position 2489: 0.0627068292780806
Position 1262: 0.05505304887776552
Position 1931: 0.038238361161732105
Position 1147: 0.03667270069071631
Position 147: 0.036361941763138644
Position 2616: 0.03442472218643179
Position 3774: 0.03145935303006824
Position 219: 0.025623790025363878
Position 2995: 0.01689072517414287
Position 1137: 0.015279613999120275
Position 1336: 0.014087087164080116
Position 806: 0.011302006778506232
Position 2975: 0.00847845808732822
Position 2569: 0.008234667502071644
Position 1486: 0.008032085831609973
Position 3388: 0.008023434308839249
Position 3296: 0.007342272840470122
Position 117: 0.0056319401238845695
Position 1628: 0.004417487514558705
Position 3317: 0.004028378461888849
Position 1763: 0.003910734625468968
Position 847: 0.0032877114961979217
Position 1922: 0.002816069931964173
Position 2531: 0.0025675226129948806
Position 1973: 0.002535656646533821
Position 3100: 0.0020552744146669975
Position 3354: 0.0018146482766100485
Position 1244: 0.0016532131275634307
Position 3342: 0.0014776019867904031
Position 2594: 0.0012920692434139818
Position 3172: 0.0010342646774525314
Position 2999: 0.0009217915184089022
Position 1417: 0.0009100240631711146
Position 579: 0.0008794227072364515
Position 2237: 0.0007921702003282528
Position 425: 0.0007201380024068306
Position 1004: 0.0005849696106770199
Position 1012: 0.0005572541098179693
Position 1331: 0.00044891234534355474
Position 584: 0.0004273365580839165
Position 1768: 0.00040685079287676326
Position 2545: 0.0003801706926925938
Position 2830: 0.00035042448371903087
Position 106: 0.00028945321770160713
Position 29: 0.00027910896292860943
Position 67: 0.00025643015191981455
Position 2323: 0.0002472706106527281
Position 19: 0.00019173151193685535
Position 90: 0.00018967173250494928
Position 1111: 0.00017833712700197026
Position 3183: 0.00016813927260565697
Position 2597: 0.00016309392432773843
Position 3203: 0.00013828600086513088
Position 1280: 0.00012161919465811827
Position 2235: 0.0001141190907137549
Position 3220: 9.857836160597078e-05
Position 2951: 9.157320274438722e-05
Position 532: 6.431303851502918e-05
Position 521: 5.707040084741019e-05
Position 2803: 5.292293724374559e-05
Position 756: 5.098703344102311e-05
Position 2589: 4.986462222319271e-05
Position 612: 4.292946444600985e-05
Position 701: 3.765807676806246e-05
Position 746: 3.353018552426472e-05
Position 547: 2.4185354699742843e-05
Position 1038: 2.255410725368273e-05
Position 614: 1.6528542356639784e-05
Position 503: 1.484053450453161e-05
Position 1704: 9.465691589314613e-06
Position 1652: 8.463598607494402e-06
Position 913: 6.292721473096639e-06
Position 78: 5.611853043963154e-06
Position 34: 5.573821124594829e-06
Position 344: 3.5624553950244503e-06
Position 2228: 2.986184494516687e-06
Position 933: 2.1116639660822024e-06
Position 758: 1.5157862594089344e-06
Position 3073: 1.3746104568198465e-06
Position 597: 1.1276334357964302e-06
Position 2902: 7.476124584337029e-07
Position 839: 2.4115301265520437e-07
Position 1366: 1.5234129818177073e-07
Position 1191: 8.268419672142413e-08
Position 1119: 8.024370919093816e-08
Position 2700: 4.2283680507675736e-08
Position 2743: 3.0568144175586217e-08
Position 969: 1.878214912907662e-08
Position 346: 1.3367454021142529e-08
Position 621: 8.985472647408663e-09
Position 2770: 1.1029771970360518e-09
Position 2768: 1.9429566000548e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2887: 0.9358492210331962
Position 2378: 0.9081208292776147
Position 2062: 0.5593569385090997
Position 2696: 0.3505250468527026
Position 1330: 0.2004937032534633
Position 1831: 0.17123225499772432
Position 1598: 0.14590682115659423
Position 2165: 0.10207547867609733
Position 1810: 0.10032354525088426
Position 1813: 0.0996972689916432
Position 1615: 0.09692226832920292
Position 1119: 0.06683094678337254
Position 2954: 0.05258392465609644
Position 1360: 0.037215721777096346
Position 3832: 0.03227304708487418
Position 3480: 0.0292334370125883
Position 1389: 0.02704028542651498
Position 3045: 0.025845331246693675
Position 723: 0.025766994530186396
Position 1447: 0.023130722558311983
Position 554: 0.021598841844283515
Position 2407: 0.020595973619002103
Position 933: 0.017899534405513787
Position 1004: 0.01579967695026663
Position 1967: 0.014871959257597198
Position 701: 0.006739274347337133
Position 1073: 0.006475758244536424
Position 1619: 0.00635982185663985
Position 2633: 0.004733091842648835
Position 746: 0.004715455153617559
Position 1715: 0.004081769777926313
Position 2389: 0.003903802608536475
Position 2386: 0.0037839065904724375
Position 590: 0.0036665087579950176
Position 1137: 0.0031398549710133575
Position 2932: 0.0023369585009786788
Position 218: 0.001985278651801798
Position 913: 0.001963349025828692
Position 837: 0.0018972328521034557
Position 1906: 0.0014725663664699896
Position 3123: 0.0013646428219610787
Position 3168: 0.0012271088929962926
Position 1872: 0.0011413706053482631
Position 2432: 0.0010287294736313326
Position 2540: 0.0009014790156251454
Position 1767: 0.0006984415289991876
Position 783: 0.000678365044376969
Position 966: 0.0006608997096755328
Position 1704: 0.0005859014649382131
Position 643: 0.0005845386484627485
Position 2074: 0.0005776300315978387
Position 1012: 0.0005589198307176413
Position 2916: 0.0004814135199636161
Position 1255: 0.00042572943975061376
Position 2975: 0.0003897204948364081
Position 921: 0.0003894818088962908
Position 898: 0.00038304432866734765
Position 646: 0.00036944826723523994
Position 3086: 0.00035933454906803404
Position 756: 0.0003265524444789717
Position 3366: 0.0002714911386817582
Position 1124: 0.00024322365073987834
Position 2415: 0.0002149454807292346
Position 531: 0.0001922556444990668
Position 3231: 0.00018283868700299342
Position 2545: 0.0001655444487280063
Position 972: 0.00015300415725849644
Position 612: 0.0001318632913011591
Position 3147: 0.0001212314566421005
Position 3165: 0.00011952805471918089
Position 2716: 0.00011733883887340628
Position 3908: 0.00011601642076395931
Position 597: 0.00011221746058408072
Position 1410: 9.32018385926428e-05
Position 3510: 7.650048845757418e-05
Position 374: 7.619009292474125e-05
Position 1396: 7.417643257291106e-05
Position 2557: 6.454138710720539e-05
Position 765: 6.43118643543653e-05
Position 2594: 5.8616057458325216e-05
Position 3015: 4.8481366320135384e-05
Position 806: 4.812398618560819e-05
Position 388: 4.751245099520438e-05
Position 176: 3.292281706001512e-05
Position 425: 2.976743899823935e-05
Position 90: 2.4990257674397203e-05
Position 475: 2.293181976956163e-05
Position 602: 1.6245634708853185e-05
Position 146: 1.6136134624542948e-05
Position 989: 8.659188420387678e-06
Position 498: 8.52700076983468e-06
Position 183: 4.144699631407652e-06
