Gene = Tudor-SN
index = 1577
Annotated 5SS: [ 263 2403 4070]
Annotated 3SS: [1561 2633 4466]
SMsplice 5SS: [ 263 2403 2786 4070]
SMsplice 3SS: [1017 2633 2835 4466]
top_k =  500
Partition function (log Z): 0.39839454038753397

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.9588868998343011
Position 4070: 0.9291492109580369
Position 2786: 0.8686022593193266
Position 2403: 0.7894933975657974
Position 2952: 0.42992319391887085
Position 4650: 0.2774111173340769
Position 4282: 0.2329367342721301
Position 3779: 0.058003393201761504
Position 1018: 0.03417645546377808
Position 1330: 0.029312380652102767
Position 1376: 0.02669721454903774
Position 4388: 0.01847665272260772
Position 1754: 0.016988654564143453
Position 2096: 0.014878060939778295
Position 3099: 0.014299543325932643
Position 3066: 0.013298393169375488
Position 1991: 0.013180416457418123
Position 2285: 0.010559077606381934
Position 2460: 0.010283851306712652
Position 1073: 0.007921714936483939
Position 3089: 0.006207114547267214
Position 4626: 0.0054209391674984436
Position 1815: 0.005119626310039946
Position 553: 0.004901199837690848
Position 5095: 0.004764117616010258
Position 433: 0.004696333920342394
Position 2762: 0.003948893081192837
Position 3595: 0.0037674653056188737
Position 2753: 0.003688469677016727
Position 1187: 0.003426524082143209
Position 767: 0.003179398588117398
Position 3792: 0.003157147125837272
Position 507: 0.003146940743023849
Position 453: 0.002993434249586235
Position 2756: 0.0029899679568827953
Position 1235: 0.002762616083702855
Position 4396: 0.00261282979427399
Position 1746: 0.00257425939882587
Position 3380: 0.0025553665126005687
Position 771: 0.0021787429424885148
Position 1419: 0.001985203394067479
Position 1402: 0.00195795842092052
Position 1580: 0.001517601193953397
Position 4207: 0.0014611034982925874
Position 4325: 0.0013920921128679354
Position 254: 0.0013874091427572165
Position 357: 0.0013557795414010727
Position 2419: 0.0012263392634943885
Position 427: 0.0010903896289987324
Position 4898: 0.0010318817390922047
Position 4274: 0.0010259094396643574
Position 696: 0.0008651430628929368
Position 1452: 0.000838915590873738
Position 339: 0.0007520457840881007
Position 2368: 0.0007344411362890657
Position 4835: 0.0007138588717962801
Position 4424: 0.0006737000469219045
Position 2964: 0.0006056035430169074
Position 5253: 0.0005485631897277815
Position 4840: 0.0004944191809494769
Position 4535: 0.0004535772999305703
Position 596: 0.00042447685788303107
Position 919: 0.0004135177818265734
Position 1731: 0.00032932753131823764
Position 5106: 0.0002818606301894196
