Gene = RpIIIC53
index = 1432
Annotated 5SS: [415 854 995]
Annotated 3SS: [ 473  925 1046]
SMsplice 5SS: [415 854 995]
SMsplice 3SS: [ 473  925 1046]
top_k =  500
Partition function (log Z): -0.2184819174661956

Sorted 5' Splice Sites (High to Low Probability):
Position 415: 0.9577610965931843
Position 854: 0.9190511910443977
Position 995: 0.8690659141621346
Position 1372: 0.026661017280865805
Position 1152: 0.018429410547959556
Position 261: 0.017535279610665287
Position 374: 0.013578756025187239
Position 563: 0.010602930692247863
Position 240: 0.008352363707202642
Position 1629: 0.003518071765659324
Position 1645: 0.003262884243147226
Position 342: 0.0022941816061793343
Position 419: 0.0019164680213453157
Position 32: 0.0012180065575779758
Position 1388: 0.000884673378593035
Position 398: 0.0007261921657000807
Position 1637: 0.0005465856411894967
Position 29: 0.0005372587256794523
Position 1126: 0.00037000376955812826
Position 858: 0.0003183715409529736
Position 554: 0.0002883080520169016
Position 1488: 0.0002848219244230503
Position 686: 0.0002351374356454877
Position 17: 0.00019464285686915739
Position 1328: 0.0001430010566688166
Position 1383: 0.0001327845108525044
Position 156: 9.338670357151133e-05
Position 1131: 8.180206497633222e-05
Position 3: 6.603915563175233e-05
Position 643: 6.251302153285314e-05
Position 34: 6.0923065679924863e-05
Position 557: 4.324409948812748e-05
Position 524: 3.6816176342105375e-05
Position 276: 3.1702882144441156e-05
Position 651: 2.8620061802040662e-05
Position 1462: 1.9137953506465814e-05
Position 1466: 1.2822427170720968e-05
Position 422: 1.0874534166256722e-05
Position 270: 9.967759522637009e-06
Position 19: 9.096802215205579e-06
Position 244: 8.26825830247637e-06
Position 696: 7.839431005030135e-06
Position 231: 6.929102255896881e-06
Position 265: 5.02503733425389e-06
Position 1609: 2.803502778298741e-06
Position 771: 2.723610156652592e-06
Position 694: 2.53904462197755e-06
Position 637: 2.135292598445673e-06
Position 715: 2.058477969086964e-06
Position 142: 1.3376071227077101e-06
Position 203: 1.1739897749875827e-06
Position 530: 7.561846466003414e-07
Position 782: 7.432536398242908e-07
Position 1272: 4.965723812672517e-07
Position 974: 4.0092627978848977e-07
Position 1104: 1.8611907320814998e-07
Position 700: 6.206982128984747e-08
Position 441: 2.2765449474383376e-08
Position 1215: 1.4486114338959886e-08
Position 934: 6.638981564922137e-09
