Gene = Cep135
index = 1067
Annotated 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
Annotated 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
SMsplice 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
SMsplice 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
top_k =  500
Partition function (log Z): 36.31133759714309

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9989835089898922
Position 3027: 0.9984324717565184
Position 864: 0.9972244175695995
Position 10091: 0.9913438282436416
Position 1077: 0.9779286238816817
Position 2849: 0.9764579171879856
Position 10915: 0.9586222811252184
Position 359: 0.9478393356735741
Position 2570: 0.9333938265819082
Position 9605: 0.8736630871174306
Position 10548: 0.7751534560386726
Position 9911: 0.7215924838577076
Position 10673: 0.2771124046939995
Position 9865: 0.15952794162196338
Position 3397: 0.11669312484447593
Position 3387: 0.10184950325442228
Position 8360: 0.045043219186211514
Position 10934: 0.039551946110928514
Position 4171: 0.038982557891847854
Position 8569: 0.03159052345862745
Position 8666: 0.028999381029714923
Position 455: 0.028128831174005685
Position 4762: 0.015107986778760726
Position 2168: 0.01465095546868513
Position 3378: 0.014044278584659299
Position 1081: 0.013494366255192191
Position 2821: 0.011218790375811232
Position 3406: 0.010787089900349826
Position 2574: 0.009625289579934427
Position 11137: 0.009166737397967877
Position 363: 0.00841459058140506
Position 10594: 0.008275363506031735
Position 10449: 0.00785720182786067
Position 2161: 0.0074250018596582704
Position 8955: 0.006690212150754076
Position 10392: 0.005462977107094858
Position 3160: 0.004622028607964108
Position 9629: 0.004312143271104084
Position 2301: 0.003868738419040725
Position 1071: 0.003046849118372754
Position 645: 0.0025798661854447174
Position 1309: 0.002516929579162726
Position 10652: 0.0023089254579106524
Position 10527: 0.0022399345798636526
Position 1275: 0.001644760030019493
Position 8721: 0.0014594185979194011
Position 371: 0.0014572842580190014
Position 413: 0.001375204013729693
Position 1343: 0.001239657620311476
Position 6256: 0.0012079933842657898
Position 9538: 0.0011850921553663606
Position 1566: 0.001144091020486222
Position 10051: 0.0011130821348437725
Position 378: 0.0010839764627887621
Position 508: 0.0010074390228136444
Position 1801: 0.0008761734155947439
Position 6319: 0.0008524805514402761
Position 11132: 0.0007957333587145686
Position 10365: 0.0007816712205864795
Position 3312: 0.0007464144369757237
Position 1407: 0.0007049610331236453
Position 1197: 0.0005622617648138216
Position 1143: 0.0005563528975224251
Position 3033: 0.0005116792758912989
Position 16: 0.00047796417357984494
Position 8384: 0.0004774930315554768
Position 871: 0.0004753441049050755
Position 861: 0.00047339934465719666
Position 5: 0.00046242641539104485
Position 2099: 0.0004367454117585449
Position 10580: 0.00043512076201831184
Position 684: 0.0004312232422643274
Position 1780: 0.00040152018085682885
Position 4691: 0.0003993325231922519
Position 10919: 0.0003991536829373824
Position 217: 0.0003886593594226378
Position 10610: 0.00038693867374821914
Position 11: 0.00038173604450846953
Position 239: 0.0003767944473798503
Position 7155: 0.0003690937089825575
Position 9878: 0.0003172220769241171
Position 4288: 0.00031174905947744744
Position 4192: 0.0002860866696149035
Position 10586: 0.000270002307074617
Position 3919: 0.00025071159184001285
Position 3660: 0.0002492613921903895
Position 678: 0.0002382929775718602
Position 3494: 0.00022178548663176584
Position 11077: 0.00021151895684236972
Position 10613: 0.00017096745067121154
Position 681: 0.00016722597573248825
Position 11176: 0.00016008608186033496
Position 341: 0.00015135954146290085
Position 3831: 0.00015111409595925174
Position 2771: 0.00014612548836832458
Position 1317: 0.000135741773687613
Position 2475: 0.0001294070554007188
Position 2163: 0.0001271236488253399
Position 393: 0.00012294901196493197
Position 10080: 0.00012038465001958188
Position 859: 0.00011842159368155728
Position 10477: 0.00010871469517305542
Position 3974: 0.00010582295450847366
Position 1028: 9.649837529921424e-05
Position 10475: 9.464936473968684e-05
Position 3894: 9.297947207034902e-05
Position 3230: 8.433431022171542e-05
Position 664: 8.387447334861507e-05
