Gene = Reph
index = 1418
Annotated 5SS: [3277 3512 3917]
Annotated 3SS: [3423 3587 3979]
SMsplice 5SS: [ 186 3512 3917 4980]
SMsplice 3SS: [3423 3587 3979 5043]
top_k =  500
Partition function (log Z): -0.6974101097029067

Sorted 5' Splice Sites (High to Low Probability):
Position 3512: 0.9900256958871911
Position 3917: 0.9847505351590683
Position 4980: 0.875596639665353
Position 186: 0.5001354996715596
Position 645: 0.3800739853011718
Position 3108: 0.26748757652756583
Position 1442: 0.14321450515444623
Position 1133: 0.10518252290723565
Position 241: 0.06108963664362153
Position 1118: 0.06010548853520306
Position 3277: 0.04165779692849014
Position 4200: 0.02861722048675901
Position 1455: 0.028607578806994678
Position 5593: 0.025541694378369333
Position 4685: 0.020488059558337938
Position 222: 0.020099852355097793
Position 2171: 0.01925883273611357
Position 4430: 0.013909925493136133
Position 855: 0.013820637837597228
Position 226: 0.010829339852235666
Position 2589: 0.007766216430820423
Position 1550: 0.006000652381384094
Position 204: 0.005078262950302743
Position 1890: 0.0045810916999718685
Position 705: 0.0038322912641355457
Position 803: 0.0037545053928063113
Position 2153: 0.0036505360528071595
Position 1145: 0.003216361058621814
Position 475: 0.003168202250556417
Position 1248: 0.002945141783563853
Position 3161: 0.0027241397521055944
Position 31: 0.0023012085335903433
Position 3139: 0.0021802646689581054
Position 5918: 0.0021472471636489452
Position 3124: 0.002023448952376109
Position 4059: 0.0019199056662827947
Position 851: 0.0017860549720311427
Position 3571: 0.0017351024213902463
Position 1439: 0.0017248298265258488
Position 601: 0.0016642488535682264
Position 673: 0.0013653970070798542
Position 4439: 0.0013241116207509552
Position 2512: 0.0012684206904537293
Position 1908: 0.0012173917382441444
Position 1711: 0.0011815298962300784
Position 3126: 0.0011133754484685655
Position 416: 0.001109104363380133
Position 2222: 0.0010340395871344425
Position 2858: 0.001017904873349121
Position 2852: 0.0010052282921943643
Position 3516: 0.000986840181549032
Position 2398: 0.0008678197610031391
Position 3213: 0.0007625613680506384
Position 660: 0.0006676488428367976
Position 1511: 0.0006431117408791933
Position 1437: 0.0006094292433434005
Position 477: 0.000600784075478308
Position 359: 0.0005733091484599633
Position 5741: 0.0005373241076015305
Position 4494: 0.00047209642884072267
Position 3664: 0.0004353524770703168
Position 514: 0.0004336961395430565
Position 230: 0.00039256111858291994
Position 2161: 0.00038728363917864245
Position 2573: 0.0003869807330052494
Position 859: 0.00038438561986107843
Position 497: 0.00037208004796472844
Position 2551: 0.00035864547144206984
Position 4306: 0.0003451867143360811
Position 1680: 0.00034027128527763014
Position 957: 0.0003392787879353516
Position 1593: 0.00032521639076695533
Position 4293: 0.00031489133976887404
Position 4295: 0.0003140271436620572
Position 2237: 0.00028320298169956835
Position 5322: 0.0002829052317034075
Position 2225: 0.0002640421028903006
Position 27: 0.00026240245258948045
Position 2403: 0.00026236803704317736
Position 5217: 0.0002584680531730575
Position 2214: 0.00025789093949313795
Position 1823: 0.0002534469978178487
Position 2247: 0.00022883712544193388
Position 232: 0.00019765465042555038
Position 236: 0.00017894483325887021
Position 1110: 0.00013077297448510071
Position 5760: 0.00011825206899155838
Position 1645: 0.00011182726148472207
Position 4148: 0.00010590778224203231
Position 1226: 9.8019459393799e-05
Position 2013: 9.626283038405165e-05
Position 3921: 8.838261561059348e-05
Position 978: 6.176059802193267e-05
Position 3496: 4.9250798030328564e-05
Position 3726: 3.978990418843503e-05
Position 4072: 3.855850367358314e-05
Position 4164: 3.215801010182644e-05
Position 1191: 3.054123386197435e-05
Position 3872: 2.6911600820965073e-05
Position 3927: 2.442442694436513e-05
Position 47: 2.0195749992061598e-05
Position 3698: 1.6491747664999897e-05
Position 3588: 1.646713888362456e-05
Position 35: 1.624974943695756e-05
Position 1137: 1.406651343169504e-05
Position 500: 1.3121884513865814e-05
Position 1194: 1.0629233586989975e-05
Position 688: 9.613848370556327e-06
Position 799: 8.056791468640252e-06
Position 677: 7.352429332136386e-06
Position 940: 5.165704530817781e-06
Position 342: 4.834638294674543e-06
Position 489: 4.771148175341506e-06
Position 1607: 4.490778869462911e-06
Position 409: 3.826560472402669e-06
Position 407: 2.5192666357513343e-06
Position 5466: 2.063183746524775e-06
Position 603: 1.9604227425421036e-06
Position 234: 1.93006548298446e-06
Position 481: 1.7998302372423541e-06
Position 5170: 1.6480658420265372e-06
Position 405: 1.4028378709985232e-06
Position 433: 1.3208603551020296e-06
Position 10: 8.642263689917617e-07
Position 4204: 6.110034498637059e-07
