Gene = TORIP
index = 1540
Annotated 5SS: [604 793]
Annotated 3SS: [670 847]
SMsplice 5SS: [604 766]
SMsplice 3SS: [670 847]
top_k =  500
Partition function (log Z): -1.228150707302501

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9862300594810055
Position 766: 0.8956455560900313
Position 202: 0.058784600639421175
Position 778: 0.0318145926924346
Position 722: 0.026254169631394268
Position 793: 0.02048859459043955
Position 331: 0.006187422467805624
Position 1267: 0.005949381022188829
Position 1061: 0.005084248345206122
Position 42: 0.004592543968800787
Position 383: 0.0022231021707184336
Position 153: 0.0012892615128561808
Position 1049: 0.0006507336912890713
Position 462: 0.0005990584260526347
Position 82: 0.0005917866318677303
Position 55: 0.0003708978068437883
Position 991: 0.0003225089607850834
Position 596: 0.00030742789266995996
Position 364: 0.00028495836521147557
Position 223: 0.00021465104193567238
Position 1248: 0.0001416019439208899
Position 1238: 0.0001132259229471824
Position 372: 7.665461521681653e-05
Position 1255: 7.170746152485026e-05
Position 259: 6.802664892589943e-05
Position 1000: 6.0597412321533595e-05
Position 1012: 4.1420570343042556e-05
Position 1074: 2.9261986801318e-05
Position 440: 2.640008661650177e-05
Position 354: 2.5992065330605513e-05
Position 1280: 1.6897052308174466e-05
Position 352: 1.6127447439664777e-05
Position 525: 1.4319231308278547e-05
Position 905: 1.3352785387636874e-05
Position 375: 5.548698743693246e-06
Position 917: 5.357178954063957e-06
Position 33: 5.219311116079988e-06
Position 640: 4.164457010959536e-06
Position 671: 3.8852107652036035e-06
Position 415: 3.132723423065279e-06
Position 413: 2.203947915154163e-06
Position 280: 1.9132329938808294e-06
Position 1176: 9.595505115843037e-07
Position 523: 2.2116718517510307e-07
Position 533: 1.4894208029440145e-07
Position 120: 8.004231674170807e-08
Position 245: 5.080729931077864e-08
Position 674: 4.172826762057125e-10
Position 107: 3.507685065695365e-10
Position 956: 1.171422172980814e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 847: 0.9881223906049199
Position 670: 0.9697542003736656
Position 274: 0.05447393007902545
Position 1330: 0.005879678108054253
Position 107: 0.004502605964627797
Position 833: 0.00391274805163366
Position 433: 0.0034864782469229134
Position 425: 0.002786563636562362
Position 1112: 0.0021230395517375105
Position 394: 0.0017216143641967717
Position 245: 0.0011915516454949887
Position 402: 0.0009424362809817686
Position 1290: 0.0008995519771022814
Position 1185: 0.0008782235856023571
Position 545: 0.0007594201155135384
Position 1133: 0.0007359973889309508
Position 1121: 0.0007252683378729869
Position 509: 0.0005439008374305118
Position 413: 0.00043256928373619133
Position 452: 0.0004323741495942193
Position 113: 0.0004184290489363637
Position 897: 0.00037470258479221723
Position 684: 0.000332918668158039
Position 449: 0.00032985365370678024
Position 145: 0.0003200792100690696
Position 1168: 0.0003127508786919871
Position 1191: 0.0002912692835433985
Position 699: 0.0002523221540923886
Position 455: 0.00022747536447733613
Position 1135: 0.00019928022991684005
Position 1315: 0.00017278848170418145
Position 149: 0.00016461655937700768
Position 1304: 0.00015094962637228522
Position 250: 0.00013441855688235666
Position 1176: 0.00012192108446951468
Position 223: 9.538025321209266e-05
Position 253: 7.295553358943264e-05
Position 515: 5.330272015135427e-05
Position 702: 3.421119562162701e-05
Position 440: 3.2882822522116845e-05
Position 259: 2.724077145740926e-05
Position 1060: 2.6445831923957157e-05
Position 523: 2.6419189519639493e-05
Position 977: 2.609332077376061e-05
Position 342: 2.4341543530385633e-05
Position 286: 2.140017654090293e-05
Position 482: 1.988976652236431e-05
Position 705: 1.5469233652408003e-05
Position 778: 1.3998470471154143e-05
Position 128: 5.847214937432307e-06
Position 280: 5.233154804687545e-06
Position 290: 4.611006176848791e-06
Position 1049: 4.580460976350849e-06
Position 793: 4.214384702808686e-06
Position 1220: 2.7460098098896518e-06
Position 296: 2.3319546988692676e-06
Position 293: 2.188860230822582e-06
Position 554: 1.7636822999069309e-06
Position 608: 8.153227013339434e-07
Position 160: 3.993354069222846e-07
Position 404: 3.450081602112531e-07
Position 714: 2.5891989365564376e-07
Position 198: 2.143099343544573e-07
Position 613: 1.2747262643179443e-07
Position 171: 4.2304147453421865e-10
Position 863: 2.8046492825249997e-10
Position 202: 1.8780316272439638e-10
Position 167: 2.790561470634654e-11
