Gene = Sras
index = 1518
Annotated 5SS: [493]
Annotated 3SS: [551]
SMsplice 5SS: [493]
SMsplice 3SS: [551]
top_k =  500
Partition function (log Z): -5.285782150876432

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9779757256093803
Position 763: 0.04416874064231462
Position 177: 0.02224404040412278
Position 354: 0.015454331936360595
Position 628: 0.014646895546280125
Position 790: 0.009673463158898868
Position 796: 0.0066818473529617435
Position 499: 0.004853896756204241
Position 593: 0.004454896210099819
Position 206: 0.0027208900238160495
Position 376: 0.002528056738457318
Position 758: 0.0019011665323521538
Position 283: 0.0018271918641087745
Position 210: 0.0018187847703852976
Position 100: 0.0011550529227506803
Position 605: 0.0010806367055908879
Position 294: 0.0009658241843347967
Position 473: 0.0009029565244210656
Position 477: 0.0005318502283978937
Position 634: 0.00045011797984268533
Position 716: 0.0003239461093454295
Position 214: 0.000251306669058505
Position 135: 0.00023349582073110893
Position 6: 0.00011581927300745734
Position 689: 9.64900740695773e-05
Position 1067: 9.401299380402892e-05
Position 429: 7.989428268549088e-05
Position 632: 7.52011189404159e-05
Position 683: 6.331489424315577e-05
Position 55: 3.1899129463814385e-05
Position 900: 3.086103018807829e-05
Position 264: 3.076026726925055e-05
Position 32: 2.9139486638916647e-05
Position 852: 1.6954658002194283e-05
Position 408: 1.548136910650696e-05
Position 405: 1.4149387442860085e-05
Position 318: 1.3099021201405294e-05
Position 857: 1.2368648974969866e-05
Position 998: 1.1956039937207723e-05
Position 395: 4.828354097869329e-06
Position 846: 4.801234273924751e-06
Position 875: 1.809644823787192e-06
Position 287: 1.2085397283308581e-06
Position 1059: 1.1306996363891093e-06
Position 1141: 1.0505132634252788e-06
Position 138: 1.0186730530610864e-06
Position 285: 1.0054862013312345e-06
Position 165: 9.720760871475846e-07
Position 947: 8.23319491377251e-07
Position 1213: 7.937625620172615e-07
Position 311: 7.814038259636897e-07
Position 117: 7.34722443253775e-07
Position 30: 1.5886797603046217e-07
Position 201: 1.5510358616661142e-07
Position 184: 1.260446830906053e-07
Position 24: 1.0603862310939633e-07
Position 27: 7.853053579771845e-08
Position 456: 7.748611033218226e-08
Position 192: 1.965333500145625e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 551: 0.9841904707745075
Position 851: 0.09593404726272256
Position 421: 0.028487028722255527
Position 467: 0.0020304735525373038
Position 667: 0.0014144909687730583
Position 158: 0.0010594330811891754
Position 269: 0.0007611379349767004
Position 341: 0.0007107648224657653
Position 274: 0.0005489507280129267
Position 368: 0.0004510114878826634
Position 401: 0.00027686437013252964
Position 737: 0.00026207510789523605
Position 971: 0.0002377158964997813
Position 796: 0.00023291248426774515
Position 306: 0.00021603568977480035
Position 719: 0.00010446823332009643
Position 55: 9.671384090905951e-05
Position 582: 9.111104243170426e-05
Position 916: 8.122274326347746e-05
Position 1186: 8.098471225675859e-05
Position 521: 7.241151876337879e-05
Position 271: 4.491563597430203e-05
Position 217: 3.8291486770174586e-05
Position 232: 3.591102706407321e-05
Position 283: 3.419242711240257e-05
Position 611: 2.1873185754747774e-05
Position 1237: 1.6679236690837473e-05
Position 349: 1.5711191290571032e-05
Position 755: 1.5155730148941155e-05
Position 389: 9.657157193254706e-06
Position 1059: 8.289106638947831e-06
Position 1202: 7.978349814732256e-06
Position 499: 3.945868236975639e-06
Position 505: 2.702731418563778e-06
Position 1267: 7.937625620172624e-07
Position 138: 5.844599912632173e-07
Position 59: 4.697834701845907e-07
Position 473: 3.6447087270908253e-07
Position 100: 2.0573375550443448e-07
Position 129: 1.470758745540281e-07
Position 111: 1.5402823632421782e-09
Position 117: 8.347840275582109e-10
Position 64: 7.482716233729485e-10
Position 104: 6.451827239022149e-13
Position 181: 7.291300579486545e-14
