Gene = Cbl
index = 1055
Annotated 5SS: [ 909 1860 2073 2260 2450]
Annotated 3SS: [1451 1947 2137 2317 4086]
SMsplice 5SS: [ 909 1860 2073 2260 2450]
SMsplice 3SS: [1451 1947 2137 2317 3825]
top_k =  500
Partition function (log Z): 13.764578934438067

Sorted 5' Splice Sites (High to Low Probability):
Position 2260: 0.9997533555721508
Position 2073: 0.9994663545356588
Position 909: 0.9854222943631964
Position 1860: 0.9614608564793099
Position 2450: 0.7039686499084262
Position 2546: 0.2668078486121221
Position 5832: 0.18609157794697176
Position 3756: 0.16670019756138896
Position 4024: 0.08799732142422793
Position 4921: 0.08673802086560006
Position 2901: 0.07210476934008225
Position 5582: 0.07118666731666046
Position 2895: 0.046041862395341866
Position 6045: 0.034799452325302876
Position 1870: 0.032811764456649885
Position 1314: 0.01933917043749837
Position 2905: 0.014021029807768802
Position 2805: 0.01283929770505421
Position 5868: 0.01248137140984695
Position 169: 0.010225681251939745
Position 6676: 0.009941556182047553
Position 1329: 0.005237619460952818
Position 988: 0.00495188791365935
Position 3485: 0.0044632896660684864
Position 3404: 0.0026870414930312923
Position 6012: 0.0026113704584005333
Position 979: 0.0023749392413702284
Position 514: 0.0023534808386398097
Position 1876: 0.0022110101883069102
Position 902: 0.002051452516175724
Position 3113: 0.0018573326044531518
Position 1495: 0.0015596545650096954
Position 2880: 0.0015547020014615735
Position 3569: 0.0014176669523172283
Position 2917: 0.0013711814115950328
Position 1690: 0.001344249269168174
Position 3281: 0.0010191838645638475
Position 3310: 0.00094219556751382
Position 1156: 0.0009233783699938943
Position 59: 0.0009226643881486449
Position 3532: 0.0008242261092701225
Position 3047: 0.0007532553919967251
Position 4439: 0.0007325779368455361
Position 3019: 0.0007196830934543191
Position 1581: 0.0006510879936447518
Position 2762: 0.0006126840917120463
Position 3912: 0.0006030757319851843
Position 4515: 0.0005707691238631085
Position 2890: 0.0004557451050387693
Position 2670: 0.00043296045957610875
Position 2455: 0.00039111312756381244
Position 1901: 0.0003672103069672124
Position 116: 0.0003553329809888893
Position 2885: 0.00034501258315614453
Position 2814: 0.0003393376404979428
Position 3131: 0.0003054484752846077
Position 2064: 0.000284039492202985
Position 177: 0.0002814550478069372
Position 3917: 0.00027079056669123417
Position 2504: 0.00025343352575961045
Position 132: 0.00023438514856222287
Position 3243: 0.00022995631827193473
Position 2808: 0.00020874109083898867
Position 970: 0.0002045645748761446
Position 3059: 0.00018539420002284
Position 1007: 0.00016364909812023075
Position 2242: 0.00014032988587315266
Position 1827: 0.00013891460907370197
Position 2899: 0.00011787065040142359
Position 45: 9.839601911676907e-05
Position 501: 9.624488740905868e-05
Position 4454: 8.250246493819603e-05
Position 557: 7.816276132797122e-05
Position 1297: 6.833841945131916e-05
Position 2559: 6.735802118661491e-05
Position 1615: 6.71115983118916e-05
Position 738: 6.649414119769619e-05
Position 2550: 6.099106716953221e-05
Position 2269: 5.46198878469342e-05
Position 2460: 4.794846732434228e-05
Position 4044: 4.7022995691671783e-05
Position 1891: 4.468437290977948e-05
Position 711: 4.393354005454157e-05
Position 1899: 4.3848398402762384e-05
Position 1129: 4.316353257216118e-05
Position 941: 4.173652864072871e-05
Position 190: 4.098262210290442e-05
Position 3408: 3.621631677174309e-05
Position 564: 3.563293443210782e-05
Position 1134: 3.3711741939582325e-05
Position 327: 3.2015011643060394e-05
Position 517: 3.128922572819606e-05
Position 1783: 3.0537514326240407e-05
Position 4004: 3.0400725182618125e-05
Position 525: 3.0197551693132187e-05
Position 3123: 2.9803619908465e-05
Position 2682: 2.5158562652090794e-05
Position 1671: 2.277518559466676e-05
Position 2660: 2.0828088533851404e-05
Position 1588: 1.7578338746405475e-05
Position 951: 1.6761309204573686e-05
Position 1735: 1.617876732284619e-05
Position 198: 1.595656813740637e-05
Position 1049: 1.592851753651176e-05
Position 693: 1.4885059766989876e-05
Position 2036: 1.486834701400613e-05
Position 1025: 1.4161637964608896e-05
Position 380: 1.196551439922428e-05
Position 57: 1.1627449257233178e-05
Position 1164: 1.1606921856892104e-05
Position 1012: 1.12164599682077e-05
Position 371: 1.1210767670999649e-05
Position 2674: 9.917913424118581e-06
Position 833: 9.84411483981976e-06
Position 63: 8.224545405170858e-06
Position 1268: 7.575225876010978e-06
Position 1648: 7.572514687781829e-06
Position 2083: 7.011681825511286e-06
Position 3169: 6.976362585312194e-06
Position 461: 6.292373922030929e-06
Position 1337: 5.832406098000641e-06
Position 93: 5.49200770169396e-06
Position 1221: 5.357690439495791e-06
Position 1027: 4.970504808884293e-06
Position 913: 4.682850245221895e-06
Position 1833: 4.35937546921092e-06
Position 787: 4.29750050494872e-06
Position 20: 3.7479489099997255e-06
Position 2628: 3.630829623878331e-06
Position 1224: 2.8696108113468295e-06
Position 2640: 2.616222648665785e-06
Position 2653: 2.471516243706757e-06
Position 2621: 2.3522410770338796e-06
Position 2211: 2.0288734070940685e-06
Position 1339: 1.9241197273628804e-06
Position 164: 1.872091612660582e-06
Position 451: 1.8387320879189046e-06
Position 667: 1.6408649466879072e-06
Position 2611: 1.298266084687981e-06
Position 714: 8.533888579369819e-07
Position 1914: 7.584675070096389e-07
Position 1912: 7.548722910580275e-07
Position 1666: 3.667723537287567e-07
Position 2013: 3.6028442966936357e-07
Position 2647: 2.328329854693063e-07
Position 2102: 1.7032988340391387e-07
Position 2214: 1.0697290763274425e-07
Position 1920: 8.871725381254387e-08
Position 2278: 8.556374689856954e-08
Position 2914: 4.387120006135691e-08
Position 1999: 3.024956234347241e-08
Position 2405: 2.5113682438562337e-08
Position 2331: 2.0877945355838285e-08
Position 2363: 1.3811047574249288e-08
Position 835: 1.2614989718516995e-08
Position 1981: 6.488706464816909e-09
Position 2006: 4.925177265065323e-09
Position 2118: 4.903859632736682e-09
Position 2165: 3.782758597651417e-09
Position 2104: 3.2998077370082253e-09
Position 591: 2.492455369354766e-09
Position 1996: 2.3437517891869694e-09
Position 2366: 5.711857270733443e-10
Position 8: 4.095151697761847e-10
Position 2201: 2.283596546108918e-10
Position 80: 1.8323371528247962e-10
Position 382: 1.1079951469140239e-10
Position 2154: 3.872602306224604e-11
Position 1963: 1.346921422569874e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2317: 0.9996856669314019
Position 1947: 0.9963692930499873
Position 1451: 0.9635982099338524
Position 2137: 0.9519657200869848
Position 3825: 0.5394646446798035
Position 5886: 0.21458082072826679
Position 5757: 0.1696682482000486
Position 2729: 0.12393792793016553
Position 4086: 0.09944946109843154
Position 6178: 0.09120514694043318
Position 5686: 0.07136419764509416
Position 2593: 0.06490844371731398
Position 2702: 0.06034378071627775
Position 3629: 0.056978308791874877
Position 2679: 0.05111952314315801
Position 5921: 0.047148975822245295
Position 3791: 0.04505334257222426
Position 7051: 0.039685709547866786
Position 5634: 0.037595331297302595
Position 2141: 0.03015086176447925
Position 4608: 0.016884089636602265
Position 1608: 0.015334276488360804
Position 2151: 0.013897898474516373
Position 3092: 0.011941965107217449
Position 1119: 0.0101658785135396
Position 6136: 0.008627074321704519
Position 3806: 0.00807717295877221
Position 1482: 0.007802771235589852
Position 230: 0.006562789766006957
Position 1638: 0.0064601162014103295
Position 1140: 0.0050793939517479155
Position 1075: 0.005018995190835105
Position 7119: 0.0046434404781647825
Position 4324: 0.00414756332819671
Position 6535: 0.0039948027205907125
Position 2118: 0.0037362276179116203
Position 1191: 0.0035933278508764772
Position 6394: 0.0034946875739830818
Position 1970: 0.003142732962712456
Position 5039: 0.0027584454986646495
Position 4998: 0.0027460838704778745
Position 6112: 0.0026971940107088283
Position 3860: 0.002376224708609123
Position 621: 0.001999005320730045
Position 3982: 0.001970444844598794
Position 1276: 0.0015563423946619336
Position 6309: 0.0015143632996326012
Position 3221: 0.0014125723373943305
Position 2633: 0.0013989687511725142
Position 1007: 0.0012196164164059557
Position 4971: 0.0011758930009947923
Position 5699: 0.0010985555153863258
Position 260: 0.0010468824703057872
Position 970: 0.0008296230222309954
Position 115: 0.0007772102458650994
Position 4133: 0.000757099430745599
Position 1390: 0.0007329519843616075
Position 1025: 0.0007284983356231256
Position 3198: 0.0006941684685084155
Position 3149: 0.0006382537748926425
Position 5042: 0.000637467909417231
Position 3026: 0.0005837888030089104
Position 1408: 0.0004895336632005239
Position 423: 0.00041443125355994663
Position 4365: 0.0003927363434987365
Position 1145: 0.00038808875743787574
Position 1314: 0.00038147151257300225
Position 1707: 0.0003519747929676749
Position 1233: 0.0003324647072439319
Position 3123: 0.0002896964375115133
Position 806: 0.00026189990411056485
Position 3288: 0.00025988498651100016
Position 597: 0.00022357104276967516
Position 284: 0.000208604536496309
Position 281: 0.0002078364741988293
Position 3505: 0.00020172634508367653
Position 1910: 0.00019250246014890723
Position 3656: 0.00017284788559350725
Position 1154: 0.00013231792650336043
Position 1419: 0.00011308850181881282
Position 627: 0.00010559110506912717
Position 4108: 0.00010436827503464866
Position 2640: 9.314386165827321e-05
Position 1821: 9.243446184091198e-05
Position 173: 8.445101403524078e-05
Position 3396: 7.791492025064889e-05
Position 3636: 7.660358397491778e-05
Position 393: 7.232570629354737e-05
Position 2621: 7.167382109914704e-05
Position 198: 7.10149430781863e-05
Position 777: 6.544813252782567e-05
Position 633: 5.873273504236621e-05
Position 693: 5.5710151662394706e-05
Position 3285: 5.405043453142945e-05
Position 3231: 5.1089347597003737e-05
Position 702: 4.396639896224341e-05
Position 1722: 3.899008423280973e-05
Position 459: 3.189280816774464e-05
Position 1730: 3.158080785958318e-05
Position 2347: 3.100236466200706e-05
Position 723: 3.0162212858719193e-05
Position 266: 2.8047899701659668e-05
Position 2814: 2.1982968428044978e-05
Position 1255: 2.1702896219402317e-05
Position 2914: 2.019100464180877e-05
Position 255: 2.0049226009874607e-05
Position 2559: 1.8219353670280497e-05
Position 2829: 1.752693894938962e-05
Position 480: 1.679577604567028e-05
Position 782: 1.625588325796507e-05
Position 1521: 1.6008947270212526e-05
Position 557: 1.4241967147931033e-05
Position 699: 1.3929258262244239e-05
Position 868: 1.3462249963702154e-05
Position 1695: 1.3114205235949965e-05
Position 720: 1.2710208439042819e-05
Position 2389: 1.1623609273959911e-05
Position 445: 1.1507836333849144e-05
Position 729: 1.1170569777490153e-05
Position 2756: 1.0036609948688257e-05
Position 1328: 9.79850679040458e-06
Position 96: 9.235714938732645e-06
Position 2172: 8.161546564776332e-06
Position 2013: 7.829528016575954e-06
Position 1581: 6.403770980658852e-06
Position 1949: 5.296321122020247e-06
Position 534: 5.154802612839067e-06
Position 735: 4.779234236900007e-06
Position 1689: 4.5905546446544735e-06
Position 477: 4.2542111436384775e-06
Position 1979: 3.824499942689251e-06
Position 399: 3.7148724098925254e-06
Position 2182: 3.1518266337042816e-06
Position 2021: 3.091628334649418e-06
Position 158: 2.976022565545671e-06
Position 816: 2.0449909879381664e-06
Position 1325: 1.8256018282525422e-06
Position 1536: 1.761496541512428e-06
Position 1485: 1.733132987067342e-06
Position 2808: 1.6193058213053553e-06
Position 657: 1.4723480947670204e-06
Position 891: 1.1932871349610038e-06
Position 1912: 1.1434072786228598e-06
Position 908: 1.1132684317386584e-06
Position 732: 7.576950446746316e-07
Position 552: 6.620811864505751e-07
Position 2467: 4.4335704036103845e-07
Position 2425: 4.3970055611069106e-07
Position 1899: 2.636271242533342e-07
Position 2422: 2.5624474370011415e-07
Position 2762: 1.2742932354506086e-07
Position 2242: 5.4643641311374146e-08
Position 2428: 2.9475710784489962e-08
Position 2196: 2.3737721507533477e-08
Position 2023: 1.9545429845453606e-08
Position 2045: 1.7962652364632227e-08
Position 941: 3.0806696091694474e-09
Position 2476: 1.531114817959371e-09
Position 2455: 1.3852226041554668e-09
Position 2431: 1.2591123709358951e-09
Position 2287: 7.944602675042837e-10
Position 2253: 7.290077917078559e-10
Position 122: 6.569384017439792e-11
Position 2259: 3.59098978681933e-11
Position 129: 2.40058078767028e-11
Position 297: 9.40027976967284e-12
Position 291: 3.482193436382388e-14
Position 136: 1.2603656823546445e-14
