Gene = Mdr65
index = 1275
Annotated 5SS: [ 117  746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
Annotated 3SS: [ 425 1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
SMsplice 5SS: [ 746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
SMsplice 3SS: [1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
top_k =  500
Partition function (log Z): 24.433572998303067

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9948236677391026
Position 2537: 0.9948034230388914
Position 3759: 0.9861499316060075
Position 2382: 0.9792084626065762
Position 1267: 0.9632768476412392
Position 4541: 0.9492962740179715
Position 1866: 0.8804690548279677
Position 4112: 0.8670411168801416
Position 2994: 0.7593497610226226
Position 746: 0.661606355895187
Position 858: 0.3853913991106594
Position 2960: 0.19449808047121764
Position 4084: 0.059129513898029826
Position 4463: 0.03333208152067213
Position 117: 0.03272615996374573
Position 2756: 0.03127431905075988
Position 4040: 0.02485517985034836
Position 2070: 0.024792429053793388
Position 652: 0.023977722979252568
Position 174: 0.02211354078587225
Position 1793: 0.021460457516436642
Position 2781: 0.017664449847339014
Position 736: 0.016914347858575228
Position 4646: 0.016628495709786327
Position 2862: 0.015432961465689458
Position 762: 0.015199974862286105
Position 733: 0.013600387336241256
Position 4066: 0.012187396398845548
Position 3433: 0.01204336460512006
Position 2787: 0.011416615623670608
Position 2147: 0.011268333230542476
Position 1841: 0.009519860209395315
Position 2204: 0.0078057371921051374
Position 514: 0.0072614774309485534
Position 3255: 0.006326516462069722
Position 2927: 0.006131048058282687
Position 74: 0.005374263187686085
Position 3969: 0.005239398617792253
Position 963: 0.004497575251705375
Position 3559: 0.0030785836337398034
Position 2345: 0.0030264535753346325
Position 7: 0.0029992118569280666
Position 922: 0.0028737279367418503
Position 3742: 0.002665998552375526
Position 4892: 0.002601019895282711
Position 4076: 0.002260347536513677
Position 356: 0.00215750542560971
Position 3377: 0.0018897287152914546
Position 2832: 0.0015834356262706619
Position 333: 0.0015409422426704768
Position 1262: 0.0014891914169005223
Position 1356: 0.0014458359797478086
Position 1218: 0.0013931120531507682
Position 2801: 0.0013705157690904618
Position 4359: 0.0011554187192029052
Position 2254: 0.0011249690394304983
Position 3380: 0.0008945185705745816
Position 4374: 0.0008844209059252709
Position 842: 0.0008838006295545551
Position 2910: 0.0007560747905325602
Position 3014: 0.0007160724759003259
Position 4477: 0.0007032460619768063
Position 1271: 0.0006990085940734228
Position 4957: 0.0006838582954575431
Position 1668: 0.0006341059511538381
Position 2308: 0.0005354737367311862
Position 3963: 0.0005217272815167494
Position 3733: 0.0004946699411060841
Position 2804: 0.000481046376104771
Position 2790: 0.00047356437560495485
Position 4170: 0.00045159556534990003
Position 4512: 0.0004309975423105605
Position 3771: 0.00042854664156207243
Position 1440: 0.0004139632826525915
Position 2818: 0.0004062191683973004
Position 3849: 0.0003997230507183966
Position 328: 0.0003784200277066148
Position 3177: 0.0003514325118312192
Position 181: 0.00033888231279352056
Position 4175: 0.000298704686848941
Position 33: 0.00029271892878244665
Position 2027: 0.00027785157904073324
Position 247: 0.0002627198259694759
Position 3681: 0.00025746872793116447
Position 299: 0.0002319382820639311
Position 2097: 0.0002313618598394324
Position 2153: 0.00022634505131496104
Position 4748: 0.0002235743445927695
Position 1166: 0.0002178136134439503
Position 2323: 0.00020786960049534945
Position 4436: 0.00020661676560137937
Position 4788: 0.00020601154453869875
Position 785: 0.00020495065588120543
Position 2386: 0.00019980662090035638
Position 2349: 0.00019715312853422768
Position 4074: 0.00017878696516728066
Position 1638: 0.00016367921070243146
