Gene = ppk10
index = 1842
Annotated 5SS: [ 326  490  636  945 1202 1385 1602 1720 1906 2091]
Annotated 3SS: [ 383  543  691 1000 1265 1446 1656 1798 1975 2146]
SMsplice 5SS: [ 326  636  945 1202 1385 1602 1720 1906 2091]
SMsplice 3SS: [ 383  691 1000 1281 1446 1656 1798 1975 2146]
top_k =  500
Partition function (log Z): 16.932088195302615

Sorted 5' Splice Sites (High to Low Probability):
Position 1385: 0.9875178025427502
Position 326: 0.9796475064841828
Position 1906: 0.9779944573495817
Position 1602: 0.9670154885855446
Position 1202: 0.9192609145848706
Position 1720: 0.9126979713066412
Position 636: 0.7005893521397255
Position 945: 0.6868792252334207
Position 2091: 0.5194580490339993
Position 490: 0.09513682549607166
Position 1735: 0.07529039116876905
Position 823: 0.04436690585479472
Position 1910: 0.021126482640248946
Position 1084: 0.01791425137638396
Position 653: 0.010170266668066018
Position 919: 0.00919539276198462
Position 910: 0.008955504884332834
Position 1136: 0.008725916833908711
Position 2063: 0.007135084302639445
Position 93: 0.006685755127512324
Position 1102: 0.0061478873414619415
Position 1065: 0.003827143916476508
Position 1220: 0.0023577782288839275
Position 632: 0.0022711666629619443
Position 333: 0.0022271886232896644
Position 643: 0.0018602474631966715
Position 215: 0.0015250841410742863
Position 1093: 0.0014993813582636671
Position 586: 0.0014572121329483139
Position 936: 0.001438292577224289
Position 1724: 0.0014000473761373953
Position 761: 0.0012183047511855774
Position 926: 0.0009040680923815957
Position 691: 0.0007274223911595346
Position 455: 0.0007228100954879979
Position 1227: 0.0005460368607483208
Position 1606: 0.0004477437248723078
Position 237: 0.0003679460186406683
Position 107: 0.00036734823689369
Position 1396: 0.00033223805368008035
Position 1108: 0.000258281360579999
Position 1001: 0.00023108415548283944
Position 11: 0.0002270678102175926
Position 317: 0.0002027825140657273
Position 1575: 0.00019606971900203125
Position 1330: 0.00017645148517987387
Position 226: 0.00013203803631762467
Position 1885: 0.0001307525368351278
Position 1389: 0.00012912017738078878
Position 1882: 0.00010413115613395334
Position 2027: 9.077967359676362e-05
Position 1188: 8.132636431204493e-05
Position 1337: 7.485369813918025e-05
Position 1206: 7.002115167125107e-05
Position 2106: 6.220109758218828e-05
Position 330: 6.150583045274554e-05
Position 595: 6.146845275408471e-05
Position 2046: 6.101858518077678e-05
Position 1896: 4.021278237654889e-05
Position 580: 2.323626748134817e-05
Position 1290: 1.3047610582532362e-05
Position 1012: 1.2738566262628073e-05
Position 158: 1.250295130145623e-05
Position 433: 1.1837569345367178e-05
Position 104: 1.1808401982592157e-05
Position 198: 1.101736523230128e-05
Position 257: 1.0637658833041147e-05
Position 2114: 8.089435829212362e-06
Position 1676: 6.674878520488745e-06
Position 1530: 4.5077907219746105e-06
Position 1299: 3.060704738323446e-06
Position 357: 2.7152963386759998e-06
Position 52: 1.7998775650361145e-06
Position 1700: 1.103212336002703e-06
Position 1764: 1.067310162094825e-06
Position 1674: 8.389638687224407e-07
Position 127: 7.988870020210237e-07
Position 271: 7.669393102331634e-07
Position 1617: 6.710391635029738e-07
Position 376: 3.2451808537617986e-07
Position 252: 3.1971275360755876e-07
Position 1853: 2.342188540267876e-07
Position 1815: 1.9120883472051895e-07
Position 578: 8.00220591484208e-08
Position 1812: 5.9533038301245944e-08
Position 1799: 5.921054040863936e-08
Position 370: 1.1259462351359476e-08
Position 1771: 9.532369171086541e-09
Position 1209: 1.7765123467167554e-09
Position 590: 1.4962221099391203e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1975: 0.9993909573254214
Position 1446: 0.9896668477287563
Position 1798: 0.980535991323478
Position 1656: 0.9617913555530591
Position 383: 0.9475402290810562
Position 1000: 0.8923483728052951
Position 1281: 0.6061279538540432
Position 2146: 0.5131544970351245
Position 691: 0.32072757074354
Position 1265: 0.32004736273681517
Position 776: 0.18547557289017944
Position 543: 0.11089827514112263
Position 1135: 0.04308323942276557
Position 788: 0.027963953500680448
Position 874: 0.02697287090447378
Position 1812: 0.012032912836496943
Position 2164: 0.007249759384269319
Position 1156: 0.0072143617118399245
Position 707: 0.0069580769308308695
Position 2186: 0.0044546836790832715
Position 158: 0.004416859218708878
Position 1670: 0.003802500677871511
Position 743: 0.0026791273169861247
Position 944: 0.0023381547129943873
Position 586: 0.002265140850492757
Position 2228: 0.0014669562175627913
Position 964: 0.0014178094020998297
Position 172: 0.0012746240501030524
Position 1448: 0.0012657046910924744
Position 797: 0.0009172125741150384
Position 182: 0.0008849012446150524
Position 1298: 0.00044954887136560307
Position 1239: 0.0003352680308676817
Position 1186: 0.00026288850411866627
Position 2114: 0.0002409856946126388
Position 2206: 0.00022673635760623697
Position 1534: 0.00018842334035857046
Position 1236: 0.00018215251559807816
Position 1220: 0.000151350640571387
Position 1696: 0.0001492122098388471
Position 794: 0.00014644205956031338
Position 848: 0.00012778580895260084
Position 2233: 0.00012420633902936924
Position 822: 0.00012179132143424352
Position 1602: 0.00012044302826486756
Position 127: 0.00011365313319834759
Position 1470: 0.00010377557190301065
Position 1042: 9.602799625750791e-05
Position 470: 8.36461923375824e-05
Position 83: 6.015188631639653e-05
Position 1674: 5.1092346679223e-05
Position 1052: 4.828273296576195e-05
Position 1084: 4.642952562404769e-05
Position 357: 2.6036993583105378e-05
Position 1866: 1.9477922264501215e-05
Position 490: 1.9246063543470458e-05
Position 1059: 1.7621215001122774e-05
Position 1409: 1.5558767907468583e-05
Position 136: 1.0847383086303198e-05
Position 2027: 9.828519426043782e-06
Position 206: 5.009538440500776e-06
Position 2106: 4.869487226659978e-06
Position 595: 4.600356508957081e-06
Position 220: 2.8638494522529688e-06
Position 323: 2.5893104149318737e-06
Position 1538: 2.1391443521270566e-06
Position 1846: 2.0368683459280565e-06
Position 63: 1.210964958591545e-06
Position 1821: 9.350097510403184e-07
Position 326: 4.357938709884603e-07
Position 718: 3.7217524798403566e-07
Position 215: 2.1245042982594005e-07
Position 578: 1.2242700841420162e-07
Position 1885: 6.151035753248849e-08
Position 1988: 2.5265732675356346e-08
Position 2016: 2.059474466037457e-08
Position 2046: 1.923226934574565e-08
Position 330: 2.4735237617503163e-10
