Gene = Ufd1-like
index = 1582
Annotated 5SS: [295]
Annotated 3SS: [351]
SMsplice 5SS: [295]
SMsplice 3SS: [351]
top_k =  500
Partition function (log Z): -5.829497215203156

Sorted 5' Splice Sites (High to Low Probability):
Position 295: 0.9951165098287527
Position 949: 0.13091194663588912
Position 529: 0.08135132649972575
Position 936: 0.003931402192843419
Position 1180: 0.0012357334780499845
Position 996: 0.001162772195051421
Position 1147: 0.0006090960802246698
Position 467: 0.000570424653831598
Position 34: 0.0005627942902253453
Position 308: 0.000543238916057818
Position 299: 0.0001887061644292873
Position 698: 9.622279887158542e-05
Position 524: 9.438908585829646e-05
Position 722: 7.634861333973418e-05
Position 106: 7.070794734832662e-05
Position 711: 5.5151247217361316e-05
Position 9: 5.3216509111577244e-05
Position 1189: 5.063058392402128e-05
Position 459: 4.9680185068405776e-05
Position 276: 4.3993475599747875e-05
Position 971: 2.745555821563271e-05
Position 767: 2.745284469632418e-05
Position 429: 2.5717320770401443e-05
Position 11: 2.3948584881753545e-05
Position 1195: 2.3309104544241106e-05
Position 753: 1.7691529133192696e-05
Position 306: 1.474048137347722e-05
Position 1011: 1.427961329491971e-05
Position 243: 1.1536218180330488e-05
Position 233: 1.136472135370251e-05
Position 587: 9.632573725821207e-06
Position 17: 6.811135441381467e-06
Position 556: 6.352691833427856e-06
Position 119: 6.135856300474153e-06
Position 401: 4.887500849860879e-06
Position 850: 2.252590875060562e-06
Position 636: 2.213316785951507e-06
Position 170: 9.248550327560935e-07
Position 780: 7.622773290835782e-07
Position 928: 5.326747034721455e-07
Position 864: 5.196720085063143e-07
Position 558: 3.97491236124491e-07
Position 328: 3.382621447955285e-07
Position 351: 2.350860713011008e-07
Position 197: 2.3308151529337959e-07
Position 570: 1.8364870508952365e-07
Position 684: 1.5711722843915842e-07
Position 396: 8.047635691662327e-08
Position 471: 7.065625325593459e-08
Position 413: 4.254715498507408e-08
Position 984: 1.7831400580772552e-08
Position 940: 8.242631530083771e-09
Position 909: 1.7318595226621728e-09
Position 251: 7.943033090464347e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 351: 0.9918439815532473
Position 601: 0.08039288715169304
Position 1017: 0.058283746321321946
Position 1031: 0.05240649232098729
Position 1240: 0.01361241724427577
Position 1217: 0.005856998903178887
Position 1072: 0.004206262120617397
Position 1078: 0.0020655725549626547
Position 676: 0.0015841790679097549
Position 401: 0.0012141562870904919
Position 587: 0.0011702044733974781
Position 995: 0.0010099468569118252
Position 1189: 0.0006671515784505334
Position 827: 0.000472716575087752
Position 142: 0.0003221094755869167
Position 1101: 0.00028462105461402547
Position 419: 0.0002449023623766161
Position 992: 0.00017416302520083222
Position 181: 0.00015838503953153406
Position 632: 0.00015146761320345456
Position 753: 0.00013028493389430443
Position 81: 0.0001221439042750174
Position 1226: 0.0001095277347841388
Position 1195: 9.439096047023965e-05
Position 1081: 9.115698551040902e-05
Position 104: 6.232490515256154e-05
Position 757: 4.2487361936711086e-05
Position 848: 3.175460098962713e-05
Position 1246: 3.0964014649232575e-05
Position 119: 2.9598722712917357e-05
Position 740: 2.2329843550210158e-05
Position 791: 2.12345560730689e-05
Position 734: 2.0340300348493006e-05
Position 845: 1.7036434509668613e-05
Position 434: 1.0776375672062218e-05
Position 1160: 1.022884699832974e-05
Position 710: 9.663482031655834e-06
Position 258: 5.359955824088713e-06
Position 906: 5.163759431634526e-06
Position 1175: 4.725047771564593e-06
Position 166: 4.049781023199176e-06
Position 96: 3.7365665337384403e-06
Position 1086: 3.0682202851201337e-06
Position 1089: 3.055352655089805e-06
Position 133: 2.767021983568065e-06
Position 69: 1.2332599133477304e-06
Position 233: 5.712642306298862e-07
Position 150: 4.848119984323571e-07
Position 554: 3.835044040202039e-07
Position 707: 3.3015700751449727e-07
Position 690: 2.3530725608623114e-07
Position 809: 2.1339720438891845e-07
Position 157: 1.7733777948064267e-07
Position 467: 1.5799503420995236e-07
Position 698: 1.3201123650714363e-07
Position 284: 4.117242209696196e-08
Position 115: 3.301441368807644e-08
Position 644: 3.1840162100450476e-08
Position 311: 9.28234902011364e-09
Position 206: 8.42901233380918e-09
Position 293: 3.746613504860768e-09
Position 320: 8.384811689367399e-10
Position 306: 7.472575765015651e-10
Position 926: 9.570036848189355e-11
Position 266: 8.400377297726219e-12
Position 299: 2.1890477220346472e-14
Position 295: 3.194823350927896e-17
