Gene = nwk
index = 1827
Annotated 5SS: [  30  838 1143 1761 2929 3649 3984 5464 6435]
Annotated 3SS: [ 721  912 1232 2045 2990 3926 5437 5666 6533]
SMsplice 5SS: [ 838 1143 1761 2929 3160 3649 3984 5806 6007]
SMsplice 3SS: [ 912 1232 2045 2990 3263 3926 5666 5877 6069]
top_k =  500
Partition function (log Z): 26.640766437046516

Sorted 5' Splice Sites (High to Low Probability):
Position 3649: 0.989946830925371
Position 1761: 0.9894652303414478
Position 3984: 0.9802425652087734
Position 2929: 0.9755991691628229
Position 838: 0.9570567495677877
Position 5806: 0.9007672747661217
Position 6007: 0.6767171248283174
Position 3160: 0.6742591603430217
Position 1143: 0.6341337194021647
Position 1052: 0.4287485535007053
Position 5464: 0.3745205284327395
Position 4746: 0.1876820533165604
Position 30: 0.10556003333634921
Position 6391: 0.061599675253083776
Position 6030: 0.0490030912828328
Position 6387: 0.04374476502068774
Position 4187: 0.03700697989118753
Position 4331: 0.02972197897208943
Position 833: 0.02949155338434133
Position 304: 0.028066533926936598
Position 6384: 0.025220624254388722
Position 2933: 0.024183208374463302
Position 1147: 0.02133155093898165
Position 4566: 0.019477098429587274
Position 6184: 0.016464258051775833
Position 1342: 0.012556499771918719
Position 3421: 0.01219231187850926
Position 731: 0.012169794217551991
Position 517: 0.010622657823277861
Position 354: 0.010620334784907525
Position 4912: 0.010121902128083275
Position 1168: 0.009180226698085952
Position 4570: 0.007400046209179013
Position 1817: 0.0066861065794153
Position 4568: 0.0066395611931010816
Position 105: 0.0064804972106467275
Position 5184: 0.0050388246646690385
Position 5760: 0.004952870861306885
Position 6259: 0.004653894709551457
Position 158: 0.004449421120130032
Position 6484: 0.004265194014145722
Position 1309: 0.0041710399902235885
Position 181: 0.004037472965134628
Position 554: 0.0038784104237950577
Position 2734: 0.0035363410340683217
Position 190: 0.0035131990698395307
Position 4618: 0.0032868645187716355
Position 6860: 0.002843891808002703
Position 4014: 0.002766567745071346
Position 4951: 0.002721553456176817
Position 6018: 0.0025344522293558954
Position 6126: 0.0022602005726203027
Position 4820: 0.0019089104381268172
Position 6498: 0.0017766896775468254
Position 5976: 0.001736948176750482
Position 7707: 0.0017150468479867106
Position 156: 0.0015852609303246754
Position 1929: 0.0015178352496177205
Position 449: 0.0014438622702500974
Position 1975: 0.0014111320207711214
Position 1483: 0.001157044555919804
Position 667: 0.001127830906727983
Position 4452: 0.0009876871211434031
Position 1967: 0.0009756227800282025
Position 2511: 0.0009750367355895434
Position 5782: 0.0007848473874565736
Position 3425: 0.0007360001094559531
Position 7699: 0.0007035434140380509
Position 167: 0.0006960200276559807
Position 3454: 0.0006893199219603187
Position 281: 0.0006885981279179526
Position 4154: 0.000570807786735801
Position 662: 0.0005517841089791991
Position 6439: 0.0004728300362795551
Position 184: 0.0004593286458017617
Position 3826: 0.0003518966070845185
Position 2717: 0.00033518182355783525
Position 4287: 0.0003131596698295934
Position 2221: 0.0003053005862857818
Position 736: 0.0002827180036903285
Position 1173: 0.0002778696603837185
Position 4561: 0.000258069032901701
Position 3039: 0.00017833407868642938
Position 188: 0.00017301577839426956
Position 2212: 0.00017075216898305667
Position 1423: 0.0001550168141769226
Position 4808: 0.0001526734973917284
Position 1767: 0.00013581170705894373
Position 1393: 0.00013070846610488396
Position 169: 0.00013007947854243944
Position 1376: 0.00012950742758078524
Position 1399: 0.00012639213867450855
Position 75: 0.00011037128733808252
Position 1359: 0.00010427322291038662
Position 3587: 9.997684511141095e-05
Position 2904: 9.954235470868396e-05
Position 3065: 9.899946893199011e-05
Position 1044: 9.691764064654536e-05
Position 268: 9.543599328830615e-05
Position 1752: 9.467517641180576e-05
Position 1472: 8.164477570026915e-05
Position 3797: 7.91721454453754e-05
Position 4472: 7.88428625382859e-05
Position 3793: 6.88531203619824e-05
Position 3853: 6.752615570318178e-05
Position 1636: 6.272145889585552e-05
Position 581: 6.228422761199828e-05
Position 1432: 6.174299521877576e-05
Position 404: 6.035087715276416e-05
Position 2539: 5.1667008031298146e-05
Position 1743: 4.925337173195612e-05
Position 4206: 4.793404135936732e-05
Position 1080: 4.392012920665626e-05
Position 3482: 4.319370298541807e-05
Position 681: 3.992132169465844e-05
Position 3216: 3.753180655613176e-05
Position 2127: 3.703906109619678e-05
Position 721: 3.6388746382658564e-05
Position 3626: 3.41253900394118e-05
Position 3204: 3.408818413201332e-05
Position 384: 3.3822161558401676e-05
Position 1765: 3.099710616157345e-05
Position 3834: 3.025526439543417e-05
Position 7: 2.9230988275579997e-05
Position 3449: 2.9098632490070282e-05
Position 3657: 2.7363316493939013e-05
Position 4085: 2.473379965086069e-05
Position 346: 2.0786368833384387e-05
Position 4572: 2.0379366518285065e-05
Position 2423: 1.7336715423353976e-05
Position 573: 1.7128641165152285e-05
Position 3631: 1.667143011022822e-05
Position 871: 1.4872296393570312e-05
Position 2515: 1.3350392959875042e-05
Position 781: 1.3266277873824873e-05
Position 375: 1.248944552213683e-05
Position 2161: 1.2136439565446505e-05
Position 3042: 1.1206380839152072e-05
Position 396: 1.0903779223068552e-05
Position 358: 8.651748294764821e-06
Position 3326: 8.172597461315872e-06
Position 1056: 7.932713213759821e-06
Position 749: 7.388312394405987e-06
Position 892: 7.175636369297262e-06
Position 1014: 6.784551528786781e-06
Position 3314: 6.375951036425248e-06
Position 1865: 6.153417856135046e-06
Position 145: 4.647748846882409e-06
