Gene = mrn
index = 1795
Annotated 5SS: [330]
Annotated 3SS: [384]
SMsplice 5SS: [330]
SMsplice 3SS: [384]
top_k =  500
Partition function (log Z): -7.992258152761436

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.9576163354838024
Position 975: 0.0341110462078757
Position 131: 0.02542264452423593
Position 1148: 0.01032909075111618
Position 981: 0.008273082241831244
Position 1161: 0.007461860026657562
Position 1120: 0.005523626898096983
Position 311: 0.004471543074326576
Position 788: 0.003568400922626787
Position 320: 0.0031173208060444597
Position 1285: 0.0026639951329422884
Position 732: 0.001856108250996504
Position 1590: 0.0015998875615850356
Position 494: 0.0015687236289307462
Position 503: 0.0014982518742650075
Position 267: 0.001118893242131901
Position 295: 0.0009188577175584682
Position 338: 0.0009166039532251326
Position 717: 0.0005709409868682007
Position 1372: 0.00040000567893538197
Position 1097: 0.0003260691577092952
Position 1156: 0.0002346799834837563
Position 820: 0.00022997707587701775
Position 189: 0.00022962995215314576
Position 50: 0.00019697389482328974
Position 323: 0.00018047494153322939
Position 1248: 0.00014964804255873128
Position 1100: 0.0001203331506692755
Position 1310: 0.00011428098759397963
Position 1625: 9.295167590222979e-05
Position 1315: 8.078787993997228e-05
Position 1086: 7.573336568699342e-05
Position 808: 5.714473719489299e-05
Position 209: 3.085933955217134e-05
Position 147: 2.113532897002492e-05
Position 129: 1.9928159976137622e-05
Position 80: 1.770454499342284e-05
Position 113: 1.5353133675692745e-05
Position 56: 1.2200230244451506e-05
Position 249: 1.1954703649789078e-05
Position 298: 9.721603062837688e-06
Position 629: 2.8012006986919744e-06
Position 174: 2.6038973400204777e-06
Position 463: 1.7092065688402607e-06
Position 862: 6.144575409531593e-07
Position 271: 5.156513091379453e-07
Position 217: 2.667337773680782e-07
Position 283: 1.875533893688772e-07
Position 965: 1.6861253515182622e-07
Position 921: 1.554213096295784e-07
Position 683: 1.3580023132348236e-07
Position 672: 1.1397786623387016e-07
Position 1154: 8.196907053992444e-08
Position 760: 6.148420115832545e-08
Position 91: 3.521559174366392e-08
Position 876: 3.4839011867739096e-08
Position 53: 3.250911968201256e-08
Position 28: 9.943133583396725e-09
Position 1022: 7.409716268316631e-09
Position 865: 6.163451923553147e-09
Position 4: 1.5293275779604598e-09
Position 434: 1.1201948216492296e-09
Position 96: 4.84072766229864e-10
Position 425: 2.914687290742228e-10
Position 450: 6.282296241658434e-11
Position 609: 2.6395730918899873e-12
Position 614: 2.195359941654285e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 384: 0.9899594761481869
Position 1442: 0.026978946166103832
Position 1036: 0.016322885005820954
Position 1226: 0.015280932120417206
Position 1147: 0.006424368252388179
Position 1352: 0.003997271343166538
Position 1033: 0.002777555711338654
Position 871: 0.0023497487010807586
Position 1382: 0.002142263314512027
Position 1029: 0.0014642478759700943
Position 1652: 0.0013885543265067042
Position 943: 0.0009207138147296959
Position 808: 0.0007656439932360711
Position 876: 0.0005463025186173621
Position 235: 0.0005379068410913143
Position 1409: 0.0004369453999163663
Position 760: 0.0003913859358447929
Position 392: 0.00037047556176866397
Position 751: 0.00030617113209375346
Position 1426: 0.00029024993150516355
Position 903: 0.0002747581113692946
Position 894: 0.0002711132435512663
Position 1285: 0.00022010306721835683
Position 1680: 0.00018882509315345806
Position 1684: 0.0001664556631838616
Position 1151: 0.000151550215714201
Position 1234: 9.867186202893443e-05
Position 405: 6.062561309018819e-05
Position 487: 2.7025805633237988e-05
Position 260: 2.5190066544636803e-05
Position 279: 2.1336929860228475e-05
Position 1748: 1.7419745527855322e-05
Position 492: 1.6346070633320203e-05
Position 111: 1.468211251569836e-05
Position 440: 1.3361112145950974e-05
Position 144: 6.184328271333381e-06
Position 249: 4.233778395735278e-06
Position 186: 3.2045839181259344e-06
Position 241: 3.0866323620022803e-06
Position 787: 1.3315255478858045e-06
Position 172: 1.311811003565076e-06
Position 921: 7.577512109727167e-07
Position 979: 5.748744603532791e-07
Position 135: 5.033536404922087e-07
Position 985: 5.018903660352619e-07
Position 292: 4.5218613428796487e-07
Position 174: 4.2454985782270567e-07
Position 502: 3.83207893950643e-07
Position 237: 3.292058154488356e-07
Position 672: 3.250770834371734e-07
Position 567: 3.054491276734833e-07
Position 388: 1.9312062630701574e-07
Position 147: 1.9253695983410252e-07
Position 129: 1.5368976162169802e-07
Position 553: 1.123548542596088e-07
Position 183: 9.773642932621085e-08
Position 827: 7.33369756854423e-08
Position 664: 2.9727044600002405e-08
Position 833: 2.8863311140271702e-08
Position 330: 2.83815687956944e-09
Position 228: 2.3880204496101997e-09
Position 53: 7.310252142899274e-10
Position 80: 5.7167066964891904e-11
