Gene = Las
index = 1250
Annotated 5SS: [ 152  544  914 1029]
Annotated 3SS: [ 210  756  970 1083]
SMsplice 5SS: [ 544  914 1029]
SMsplice 3SS: [ 756  970 1083]
top_k =  500
Partition function (log Z): -0.6588366644208566

Sorted 5' Splice Sites (High to Low Probability):
Position 1029: 0.9836164676647202
Position 914: 0.9834147336385111
Position 544: 0.8163047997089921
Position 152: 0.19389301989003185
Position 561: 0.03626240559195017
Position 1395: 0.01250764663697406
Position 17: 0.003915253733709221
Position 171: 0.0039058369462281377
Position 327: 0.0035145796236653155
Position 94: 0.0028513046503547226
Position 140: 0.0024097534084944502
Position 595: 0.0018562847049098782
Position 78: 0.0016410477441472174
Position 387: 0.001348631679386826
Position 1560: 0.0012098811544086537
Position 1615: 0.0009824484058870474
Position 38: 0.0007798246004459466
Position 1699: 0.0007696706066610978
Position 1196: 0.0006018537302517773
Position 269: 0.0004742476169024624
Position 1520: 0.00038164186297678075
Position 1430: 0.0003450556273867804
Position 624: 0.0002756474965572289
Position 1376: 0.00026578530776897273
Position 1689: 0.00020934256067434116
Position 1217: 0.00020568884675178678
Position 318: 0.00020360537736359996
Position 7: 0.00019176787346891883
Position 1399: 0.00017678836798485387
Position 918: 0.00016399636908443851
Position 832: 0.00011096918375284803
Position 1256: 9.152267622105621e-05
Position 498: 7.483659866594554e-05
Position 1658: 7.472443479918419e-05
Position 889: 7.465186666293319e-05
Position 406: 7.12271345117228e-05
Position 60: 6.396434345366609e-05
Position 1601: 6.197962953782435e-05
Position 1138: 4.9599982472370024e-05
Position 1009: 4.7162000513305456e-05
Position 901: 4.444148701200059e-05
Position 658: 4.135462686556406e-05
Position 212: 2.8392673170597565e-05
Position 251: 2.1729012444641778e-05
Position 1456: 1.9691730899734594e-05
Position 143: 1.4405408176540048e-05
Position 1491: 6.090511881985454e-06
Position 463: 5.989738739358683e-06
Position 1692: 5.548375089676854e-06
Position 983: 4.818902473882765e-06
Position 926: 4.479262913873653e-06
Position 482: 4.3692155688268754e-06
Position 1638: 3.90663183175899e-06
Position 1442: 3.701836288493947e-06
Position 1498: 3.195616958248997e-06
Position 257: 2.835196747459335e-06
Position 480: 2.783419876677612e-06
Position 289: 2.2280472122729283e-06
Position 785: 2.1068809532420726e-06
Position 799: 1.8426370037327972e-06
Position 1385: 1.55795487359431e-06
Position 1546: 1.5268650335329106e-06
Position 1302: 1.2926786384420162e-06
Position 844: 7.325491945513286e-07
Position 103: 5.281031529980187e-07
Position 929: 4.1990716261724856e-07
Position 1140: 6.025001300704516e-08
Position 1054: 3.323529321179267e-08
Position 1142: 2.632001177098659e-08
Position 98: 1.9352519113963118e-08
Position 1172: 1.8658281950318977e-11
Position 1112: 4.623078435889403e-12
Position 1105: 7.566899074722063e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 970: 0.9786215776096961
Position 1083: 0.9780390538897468
Position 756: 0.7179761728766798
Position 210: 0.17456661810965346
Position 616: 0.08314126875744103
Position 685: 0.0566012579661217
Position 294: 0.02292934488686498
Position 1752: 0.00945877547773049
Position 979: 0.00566727798021443
Position 1505: 0.005029431941642025
Position 779: 0.0049854803597418
Position 1456: 0.004930719846621593
Position 1112: 0.0023616849837176327
Position 237: 0.0015434042997311736
Position 621: 0.0014868094454956616
Position 658: 0.001200307385380821
Position 267: 0.000916328190731652
Position 692: 0.0007706911796102978
Position 946: 0.0006843061601325962
Position 1190: 0.0005657891004003998
Position 1300: 0.0005617523811834282
Position 591: 0.00046615533637962896
Position 901: 0.0004271519812885923
Position 1161: 0.00034512085303207204
Position 853: 0.00032981008991372836
Position 432: 0.0002792483160192054
Position 393: 0.00027346038900370235
Position 1273: 0.0001564104017316515
Position 1638: 0.00013760766628096712
Position 1453: 0.00012320557686055394
Position 1462: 0.00011664132150706252
Position 1709: 0.00011657313733217301
Position 788: 8.77001908100277e-05
Position 1147: 7.767495386261064e-05
Position 1127: 7.720921081242939e-05
Position 156: 6.945542377927501e-05
Position 595: 6.891685107328531e-05
Position 1429: 6.0457181829577634e-05
Position 1105: 5.045476238167042e-05
Position 1268: 4.455405915682568e-05
Position 311: 3.413299856159128e-05
Position 1527: 3.412610707311139e-05
Position 1204: 3.081706261044844e-05
Position 438: 2.568969602099136e-05
Position 143: 2.1230870253615933e-05
Position 1023: 1.8382290915989057e-05
Position 1509: 1.8267407262166817e-05
Position 1246: 1.2957608863305129e-05
Position 354: 1.28210977867068e-05
Position 1357: 1.248291583786284e-05
Position 327: 9.038132329227371e-06
Position 171: 8.58969387835455e-06
Position 1138: 8.099797569274833e-06
Position 1399: 7.740282503955212e-06
Position 1379: 4.590391368627989e-06
Position 1408: 4.139187726521329e-06
Position 1612: 3.148582195244636e-06
Position 363: 3.0944365809700603e-06
Position 1582: 2.374105081569776e-06
Position 234: 1.949409356850615e-06
Position 130: 1.7595101375932448e-06
Position 366: 1.708141029074405e-06
Position 1663: 1.4607631098779765e-06
Position 453: 1.4455826103925381e-06
Position 471: 1.3984163160367216e-06
Position 474: 9.446141272371942e-07
Position 339: 5.940885137174183e-07
Position 360: 5.846167263695078e-07
Position 243: 1.4922709968758549e-07
Position 993: 1.1419941342284376e-07
Position 1275: 4.2928451443299445e-08
Position 1256: 1.5938967919735675e-08
Position 532: 3.2478063055214573e-09
Position 246: 2.8397780794846624e-09
Position 498: 8.656030985460444e-10
Position 110: 1.4290453766976426e-10
Position 528: 1.2604281079868794e-12
Position 318: 5.5750745193024425e-14
