Gene = Dref
index = 1137
Annotated 5SS: [1470 1854 2302]
Annotated 3SS: [1560 1913 2361]
SMsplice 5SS: [1470 1854 2302]
SMsplice 3SS: [1560 1913 2361]
top_k =  500
Partition function (log Z): 3.6298456784587043

Sorted 5' Splice Sites (High to Low Probability):
Position 2302: 0.9951654068999465
Position 1854: 0.9807030047266007
Position 1470: 0.9760091264366803
Position 391: 0.04768399480335046
Position 71: 0.024686381400784604
Position 1590: 0.018553111355728617
Position 1486: 0.017230907152773842
Position 1249: 0.01658955661263343
Position 494: 0.012340991950017767
Position 193: 0.009542301338597233
Position 449: 0.00851467978854524
Position 2979: 0.004520438820888419
Position 1851: 0.004476299576226797
Position 2638: 0.00439639400480683
Position 1748: 0.0033046663470521617
Position 95: 0.0029485770563687135
Position 515: 0.0022898965340100554
Position 875: 0.002275506941763954
Position 910: 0.002050362043452272
Position 1253: 0.002022317441550545
Position 1707: 0.0019723168597374423
Position 536: 0.001873606656400526
Position 91: 0.0018257477110705134
Position 2741: 0.001601376395990849
Position 1040: 0.00152631895167198
Position 45: 0.0012201873216299707
Position 1326: 0.001204381467087901
Position 657: 0.0011325221815647916
Position 2703: 0.0009397005970524976
Position 1072: 0.0008939787313260812
Position 1997: 0.0008763215915667548
Position 52: 0.0008718602866798882
Position 6: 0.0006774373504257024
Position 512: 0.0006699979611783651
Position 427: 0.0006402810365681174
Position 1827: 0.0005732102325415164
Position 2865: 0.0005103987996481371
Position 2568: 0.0004864794951890953
Position 144: 0.0003835771532420048
Position 662: 0.0003821717890138881
Position 829: 0.0003580445584910446
Position 287: 0.00035517552765961126
Position 356: 0.0002722265609911244
Position 1089: 0.00022285239530929496
Position 2460: 0.00018919926838782976
Position 2271: 0.0001889714067491422
Position 1653: 0.00017574866189999424
Position 2684: 0.0001684529695992668
Position 2856: 0.00016144091808957536
Position 2873: 0.00015664955032249468
Position 2838: 0.00015227324769318562
Position 2495: 0.0001430440570181142
Position 121: 0.0001376090134718725
Position 2306: 0.00013065071643127756
Position 2297: 0.00012643095686468934
Position 2554: 0.0001139158648600965
Position 1698: 0.00011214139032342877
Position 2160: 0.00010960039963353473
Position 2164: 9.505145110348757e-05
Position 2108: 9.187166995710451e-05
Position 1474: 8.17481470374651e-05
Position 2492: 8.011142788663909e-05
Position 2565: 7.311862821565375e-05
Position 2073: 7.04117823526162e-05
Position 1700: 6.759847869320417e-05
Position 233: 6.363485496068273e-05
Position 1721: 5.948999263989447e-05
Position 526: 5.473012595565654e-05
Position 1603: 5.258629142890984e-05
Position 1061: 5.2477117250766536e-05
Position 1333: 5.23062404401688e-05
Position 2546: 4.420512471478695e-05
Position 2358: 3.979561059291854e-05
Position 707: 3.6735766400496824e-05
Position 1809: 3.640228063617413e-05
Position 2756: 3.091414364872703e-05
Position 2791: 3.0316499516150163e-05
Position 1898: 2.8011168678519977e-05
Position 177: 2.3415531582873964e-05
Position 2180: 1.789307349822139e-05
Position 4: 1.7601260263976586e-05
Position 290: 1.6394902247896864e-05
Position 842: 1.5733366791725746e-05
Position 170: 1.342576654987941e-05
Position 1843: 1.2328533696528238e-05
Position 1787: 1.1166465483600264e-05
Position 2258: 9.590065247934808e-06
Position 1348: 9.562306724667738e-06
Position 1180: 8.30762565708158e-06
Position 896: 7.389511063178036e-06
Position 1763: 6.495546675824414e-06
Position 1612: 6.416489643460147e-06
Position 1632: 3.5855368808551507e-06
Position 1900: 3.342596881892091e-06
Position 1878: 1.7583583694775873e-06
Position 1083: 1.3862040615071076e-06
Position 1319: 1.1768428075738443e-06
Position 570: 1.1008951143586316e-06
Position 1343: 8.749807482497172e-07
Position 635: 8.123362606001189e-07
Position 1106: 5.03539729796232e-07
Position 403: 2.1544351812615005e-07
Position 172: 2.1338564595596605e-07
Position 364: 1.6006991871898732e-07
Position 2480: 1.3803658253295993e-07
Position 528: 1.1664060241625566e-07
Position 2463: 4.281038037790543e-08
Position 2432: 4.173705732093016e-08
Position 2284: 2.9637116739917736e-08
Position 401: 2.5443706918032882e-08
Position 929: 1.4477323090982259e-08
Position 2362: 1.3246071356907567e-08
Position 718: 1.2982507605658274e-08
Position 2244: 1.2452918255815123e-08
Position 998: 5.7322846013341e-09
Position 2383: 5.718424884827455e-09
Position 692: 4.566734771149766e-09
Position 679: 3.004981645200731e-09
Position 613: 2.4661047693785267e-09
Position 2556: 2.311526293739443e-09
Position 2247: 1.897833859644175e-09
Position 1577: 1.1200408939660475e-09
Position 2274: 1.0116684436288018e-09
Position 371: 4.698593586625731e-10
Position 1954: 3.192375789423748e-10
Position 1933: 1.1793722609978235e-10
Position 2058: 5.6886420978208843e-11
Position 1887: 5.293976689076333e-11
Position 1952: 4.407660441387667e-11
Position 2202: 3.428944449649863e-11
Position 2197: 2.6138948432110176e-16
Position 1672: 5.852784955246669e-17
Position 1775: 3.352844490273613e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1560: 0.9974884970465325
Position 2361: 0.966817114765673
Position 1913: 0.9534567075813926
Position 583: 0.04191242196852075
Position 335: 0.02926265627505508
Position 508: 0.024371049614111392
Position 1309: 0.020601745621991876
Position 2383: 0.020173986018979993
Position 1652: 0.02010827638474226
Position 1982: 0.019487152643800295
Position 2066: 0.007126652259003344
Position 3029: 0.005622560834626627
Position 1267: 0.005546514512707992
Position 2408: 0.005405776237614548
Position 2776: 0.004827364157932608
Position 2808: 0.004442856622742978
Position 1957: 0.004099709823474095
Position 2056: 0.003319709415348565
Position 338: 0.003219257396437879
Position 1763: 0.001624331457001563
Position 1124: 0.0015197578248797533
Position 207: 0.0013289538221146994
Position 1994: 0.0013256882591447406
Position 132: 0.0013133021219080424
Position 796: 0.0012933037495906246
Position 1106: 0.0011442827972594771
Position 281: 0.0009750840632919123
Position 2913: 0.0009350504473959016
Position 1281: 0.0008014099475705278
Position 249: 0.0007806877373216591
Position 439: 0.0007725499294754683
Position 2828: 0.0006835662884636665
Position 139: 0.0006071467364607606
Position 526: 0.0004989575458910154
Position 318: 0.0004949773330872636
Position 773: 0.0004884977733497496
Position 315: 0.00047637968994768587
Position 1997: 0.0004646811622144418
Position 1793: 0.0004354341888926968
Position 1112: 0.0004270105426822954
Position 2042: 0.0004063035684428828
Position 1225: 0.00035022440834041633
Position 1818: 0.0003100878421175531
Position 2180: 0.00030393298168726395
Position 2641: 0.00028408955304853504
Position 1048: 0.00025946475235505846
Position 535: 0.00022976984677067019
Position 1622: 0.0002079391933653442
Position 2232: 0.00016888584192202
Position 607: 0.00015738322101667684
Position 2425: 0.00013218740174693436
Position 1649: 0.00013065296435563396
Position 929: 0.0001281886576137546
Position 973: 0.00011526327354296248
Position 1697: 0.00011491192359855072
Position 2151: 0.00011130290414257307
