Gene = Rchy1
index = 1416
Annotated 5SS: [ 141 2408 5115 5347 5954]
Annotated 3SS: [1529 4952 5187 5674 6021]
SMsplice 5SS: [ 119 2408 5115 5347 5954]
SMsplice 3SS: [2071 4952 5187 5674 6021]
top_k =  500
Partition function (log Z): 11.765391701990954

Sorted 5' Splice Sites (High to Low Probability):
Position 5954: 0.9989953483437299
Position 5115: 0.9142028970799959
Position 2408: 0.8376403445414128
Position 5347: 0.8018969490630524
Position 119: 0.2759640659857537
Position 755: 0.26755822612681496
Position 767: 0.21900594003504376
Position 1122: 0.18498484984434752
Position 5399: 0.18285226912747563
Position 521: 0.14490764150575097
Position 5110: 0.0842139066667876
Position 905: 0.08288719325649378
Position 1088: 0.05110877387939618
Position 343: 0.04483749090966084
Position 141: 0.032211560046802076
Position 505: 0.027466820271831345
Position 1057: 0.02127626423548349
Position 1588: 0.019390064098308128
Position 533: 0.015309657993711997
Position 121: 0.009662887235511309
Position 529: 0.009355820466316651
Position 517: 0.008105952771935735
Position 525: 0.007786701246688516
Position 5299: 0.005111171951734744
Position 34: 0.0042235147565214525
Position 1091: 0.002988285140126272
Position 287: 0.002410412152139912
Position 5355: 0.0022641916933896413
Position 3490: 0.002050399117896035
Position 1389: 0.0018902114085283103
Position 6418: 0.0018438050495533944
Position 798: 0.0015221787809652136
Position 6138: 0.001343035585325143
Position 537: 0.0010555760181170928
Position 5100: 0.0009352387579204236
Position 1209: 0.0008261301541621934
Position 5908: 0.0007387305541733424
Position 157: 0.0007038856913783715
Position 629: 0.0006273543701525911
Position 6245: 0.0005522257932124014
Position 160: 0.0005362117550166255
Position 771: 0.0004729307820181225
Position 5403: 0.00046716333676933045
Position 5351: 0.00042122735085321696
Position 234: 0.00038030531351884527
Position 576: 0.0003684121090682946
Position 625: 0.0003472986493070509
Position 1470: 0.0003126880373392457
Position 5273: 0.0002850296341131373
Position 65: 0.0002065438258467312
Position 5073: 0.0002035932483930548
Position 369: 0.00019439804011630796
Position 6306: 0.00018986385386046312
Position 954: 0.00016884846567231246
Position 416: 0.0001524098421890589
Position 507: 0.00014043189636414653
Position 564: 0.00013811135681173278
Position 5571: 0.00013341032144935627
Position 1111: 0.00012749555174234076
Position 125: 8.950137588642125e-05
Position 375: 8.55900843059497e-05
Position 5547: 8.338848192059166e-05
Position 5252: 7.701750181444653e-05
Position 6057: 7.598463919147993e-05
Position 5564: 7.35141760660305e-05
Position 123: 6.312453828270704e-05
Position 5860: 5.9105591084304526e-05
Position 743: 5.7403910451153914e-05
Position 155: 4.0724267061367634e-05
Position 5782: 3.995944412509513e-05
Position 357: 3.3608019915928926e-05
Position 6431: 3.0321991035661253e-05
Position 5864: 2.6201214721871402e-05
Position 5310: 2.490910643793836e-05
Position 6369: 2.4674731463360396e-05
Position 3636: 2.1565952278663457e-05
Position 593: 1.85139090714049e-05
Position 424: 1.6990501084915916e-05
Position 515: 1.5001590917851171e-05
Position 509: 1.1064396651951593e-05
Position 193: 1.1034914309739739e-05
Position 6094: 1.0869407342934867e-05
Position 6553: 1.0025952439907394e-05
Position 110: 9.319513675095754e-06
Position 5552: 8.181678629180391e-06
Position 62: 7.1075169375879045e-06
Position 128: 6.386798914352522e-06
Position 42: 5.4444980554950446e-06
Position 6422: 5.4231212437282864e-06
Position 461: 5.339767533675622e-06
Position 5897: 4.327171521227427e-06
Position 6523: 1.9077589633505137e-06
Position 6507: 1.8514235359286839e-06
Position 205: 1.2257830158335947e-06
Position 6115: 1.0257717058777023e-06
Position 19: 8.376042181183202e-07
Position 5924: 7.66498714453033e-07
Position 499: 7.491967018572154e-07
Position 907: 6.689676282230608e-07
Position 658: 6.089953054144455e-07
Position 6581: 9.765673106489163e-08
Position 199: 8.497756922056926e-09
Position 5301: 1.3891406526488127e-09
Position 6108: 1.3054405631987372e-09
Position 5674: 9.27367870799394e-10
Position 5671: 4.7479777112267564e-11
Position 5708: 9.53437297995174e-12
Position 6403: 5.7281974504461815e-12
Position 5820: 2.864732431895645e-12
Position 5235: 3.0517440964716654e-18
Position 2752: 2.541971204449618e-24
Position 2401: 2.7787840160967733e-27

Sorted 3' Splice Sites (High to Low Probability):
Position 5187: 0.9995949782613834
Position 6021: 0.9987135205602959
Position 4952: 0.9717324714882534
Position 5674: 0.9187823919884812
Position 816: 0.45944536343073883
Position 2071: 0.24289793654922665
Position 638: 0.22404084773005964
Position 5511: 0.0638074740212919
Position 1878: 0.05351562163469285
Position 1186: 0.04543587009244154
Position 1806: 0.035765654651795716
Position 1157: 0.03410761873366194
Position 2219: 0.03016890125077762
Position 857: 0.029591710492343954
Position 1121: 0.02029504856908936
Position 4799: 0.01763228140040132
Position 2014: 0.01697792821484462
Position 794: 0.014495944472745588
Position 1529: 0.014346844698569955
Position 193: 0.010791262722603317
Position 205: 0.010646532825976354
Position 1278: 0.00856513815644936
Position 5547: 0.007124872740417503
Position 1241: 0.006243504595648553
Position 1014: 0.005815075033340309
Position 442: 0.004897014734973174
Position 1961: 0.002658391988207729
Position 4529: 0.002351445639510613
Position 5601: 0.002343866423736617
Position 1821: 0.0022252993576237405
Position 412: 0.0020692372042829346
Position 6482: 0.0019531209011303574
Position 4509: 0.0018257770105376072
Position 2559: 0.0015854611160780125
Position 3133: 0.0014785558673705256
Position 3966: 0.00145230074421998
Position 336: 0.001268831805437551
Position 681: 0.001258194020467417
Position 453: 0.0012073155013991891
Position 6057: 0.001113703822954054
Position 5833: 0.0009564425933578457
