Gene = Pino
index = 1382
Annotated 5SS: [  150   825 11510 12513]
Annotated 3SS: [  607 11436 12262 13009]
SMsplice 5SS: [  150   825 11510 12513]
SMsplice 3SS: [  648 11436 12262 13009]
top_k =  500
Partition function (log Z): -1.2171960152718388

Sorted 5' Splice Sites (High to Low Probability):
Position 12513: 0.973567535705355
Position 11510: 0.9332732227508681
Position 825: 0.9107839480173625
Position 150: 0.7625618978966946
Position 1788: 0.07692670862543934
Position 405: 0.07446490437444242
Position 2101: 0.06433783668620989
Position 12184: 0.05527075886339307
Position 12045: 0.03506441510220082
Position 11680: 0.021659702922073414
Position 13390: 0.019936391376804224
Position 11884: 0.01914967595183174
Position 2025: 0.01867046507839482
Position 6828: 0.01728400800108188
Position 7466: 0.009198924534509137
Position 12499: 0.008591098290285712
Position 1105: 0.006594361701500975
Position 11894: 0.0059920456353080315
Position 523: 0.0054861828919284174
Position 7072: 0.005089045889694863
Position 13557: 0.004982027077479797
Position 1585: 0.003769309147778023
Position 2696: 0.003407700462074062
Position 11877: 0.003195982028124329
Position 154: 0.0028876162644088997
Position 11553: 0.0026092553688037657
Position 3480: 0.0025474049290694764
Position 7872: 0.001793048950787841
Position 386: 0.0017302697234333596
Position 3534: 0.0015356840034077125
Position 214: 0.0015007698609677653
Position 12817: 0.0013490881407424628
Position 13700: 0.001340345846312903
Position 12923: 0.0013331544920605
Position 7580: 0.001290824019922412
Position 11514: 0.0012735710388348588
Position 11754: 0.0012273845837030802
Position 6788: 0.0012266061190672986
Position 13678: 0.0012132739035131733
Position 176: 0.0011204611239667088
Position 13943: 0.0010535389001995587
Position 11761: 0.0009466456989673126
Position 13424: 0.0008577574059684807
Position 11898: 0.0008063381247203618
Position 11888: 0.0007808033650512367
Position 1770: 0.0006229642131092229
Position 555: 0.0004630225535909505
Position 1904: 0.0004393994436503757
Position 13812: 0.00035227299436126205
Position 1109: 0.0002838719914331073
Position 12467: 0.000262469690552716
Position 527: 0.0002464726861555461
Position 142: 0.00024007863990423083
Position 12558: 0.00023896214500889452
Position 13776: 0.00021177624307914617
Position 12848: 0.00019146869480463739
Position 1719: 0.0001883067652307567
Position 1287: 0.00018156951172770656
Position 12833: 0.00016542110014868146
Position 587: 0.00015652516018732702
Position 12798: 0.00014826894782492367
Position 13711: 0.0001246918119228222
Position 1900: 0.00011808407618214617
Position 449: 0.00011668467772922963
Position 39: 0.00010937533388350624
Position 12390: 8.753692771021577e-05
Position 843: 8.2113473960499e-05
Position 13999: 6.842161131799643e-05
Position 1778: 6.451825132063988e-05
Position 2010: 6.09499417123115e-05
Position 12436: 5.886495087261819e-05
Position 1763: 5.555213141294486e-05
Position 12479: 5.065923460907932e-05
Position 1350: 4.858317100501957e-05
Position 1529: 4.519815300995346e-05
Position 422: 4.4730325004038385e-05
Position 393: 4.4198942625630125e-05
Position 995: 3.741521531144459e-05
Position 12303: 3.627935887067772e-05
Position 1298: 3.440495949468346e-05
Position 1851: 3.404040740120288e-05
Position 847: 2.8487747507317912e-05
Position 315: 2.2404448638956193e-05
Position 14143: 1.8577997892018087e-05
Position 829: 1.771898283963439e-05
Position 424: 1.744556093481056e-05
Position 2044: 1.5124075867423266e-05
Position 83: 1.2433618273099929e-05
Position 383: 1.219341008298035e-05
Position 1229: 8.879641921799359e-06
Position 1050: 7.361991426919156e-06
Position 133: 4.760802126540285e-06
Position 1620: 3.946884087915226e-06
Position 1167: 3.93839382498942e-06
Position 539: 3.86666478912066e-06
Position 451: 3.5015227239240924e-06
Position 1113: 3.188634119534912e-06
Position 44: 3.0122042803729994e-06
Position 1518: 2.911274128312749e-06
Position 1563: 2.611285607621184e-06
Position 381: 1.5119384122920994e-06
Position 15: 7.189834655993708e-07
Position 880: 7.692543701830919e-08
Position 748: 6.361162041515684e-08
Position 894: 3.5049035038964005e-08
Position 683: 2.3049272205602125e-08
Position 122: 2.142108897962777e-08
Position 716: 7.590098315750116e-09
Position 88: 6.038408218760177e-09
Position 411: 6.644918087263558e-11
Position 371: 3.326067742983063e-11
Position 362: 9.93636067711816e-12
Position 525: 3.228963473916695e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13009: 0.9899855265159353
Position 11436: 0.9588420329263545
Position 12262: 0.8631111405995685
Position 648: 0.4068685840610198
Position 11573: 0.2011336629787026
Position 645: 0.1625150863306156
Position 551: 0.1163661621293213
Position 880: 0.0413486664105457
Position 6596: 0.0312605490505624
Position 12297: 0.0309745188147594
Position 340: 0.026941023948362015
Position 1219: 0.02280583687568549
Position 1401: 0.02263982677681009
Position 1890: 0.019218510969231516
Position 675: 0.01751703214481512
Position 917: 0.017199500882830496
Position 2096: 0.01402485063059467
Position 13445: 0.012952844293723478
Position 607: 0.01245788916384981
Position 11717: 0.008524968997008551
Position 1928: 0.0075143430427813
Position 1859: 0.007124022832238273
Position 13621: 0.007035368205886163
Position 12740: 0.004770748917260261
Position 242: 0.004500596017208559
Position 1822: 0.004097155056739253
Position 651: 0.004004698685367844
Position 3277: 0.003924678782214518
Position 318: 0.0035036813002744653
Position 1347: 0.003464654662153354
Position 13023: 0.003431826849514185
Position 13471: 0.0030100650558420403
Position 944: 0.002221146217549996
Position 1951: 0.0021543744974187847
Position 974: 0.001969712951901722
Position 10591: 0.0019633329202915013
Position 885: 0.001962914069639091
Position 13873: 0.0019435466378714585
Position 1964: 0.0017109919283152958
Position 13823: 0.0016168001712839387
Position 1179: 0.001506547286349145
Position 566: 0.0014104749203603859
Position 506: 0.0013214727615987847
Position 381: 0.0012281289728417375
Position 7140: 0.001161947132397781
Position 11796: 0.001073914645945126
Position 7210: 0.001033585471384209
Position 7295: 0.0009744520408052326
Position 1979: 0.0009215096723952298
Position 13843: 0.0009045133207792405
Position 621: 0.0008906466306380559
Position 6641: 0.0008781048634586347
Position 694: 0.0008441986770037687
Position 13643: 0.0007767610904614171
Position 923: 0.0007747466617299018
Position 251: 0.0007459189759007164
Position 13746: 0.0006909479101525069
Position 378: 0.0006500965533341121
Position 518: 0.00060102315040668
Position 12573: 0.0005959356273688215
Position 14008: 0.0005630988231828244
Position 2503: 0.0005553412636578277
Position 14235: 0.000531340671841605
Position 1680: 0.0005282647155918778
Position 7372: 0.0004952092673145701
Position 691: 0.0003974073580842125
Position 571: 0.0003858173791142765
Position 13729: 0.0003522205239170027
Position 13536: 0.0003418785418490636
Position 12232: 0.00029927635717410026
Position 1156: 0.00029616666324557933
Position 14028: 0.0002654239392042653
Position 1695: 0.00024094527002819471
Position 12136: 0.00023197756408559694
Position 13549: 0.00021750536997989522
Position 1197: 0.00020863774991885476
Position 12851: 0.00019507821159239132
Position 2163: 0.00018851712565815705
Position 13053: 0.00018355674973680565
Position 12625: 0.00018159471514920397
Position 11985: 0.00017029873908149624
Position 12952: 0.00016912514066896303
Position 1618: 0.00016029996369184505
Position 13452: 0.00015201503564799546
Position 11650: 0.00012214723300739313
Position 654: 0.00010981954069434464
Position 6977: 7.865276282173154e-05
Position 13752: 4.77244109641167e-05
Position 13627: 4.7108346202753304e-05
Position 1105: 4.325761192096894e-05
Position 13028: 3.6684645947624704e-05
Position 12923: 2.748344581983847e-05
Position 221: 2.6864415874624392e-05
Position 393: 2.5534034248709764e-05
Position 1408: 1.9062170929115386e-05
Position 12825: 1.531779480220687e-05
Position 1016: 1.473013635688274e-05
Position 1477: 1.3952114308012166e-05
Position 419: 1.3719486389036312e-05
Position 957: 9.824987483613837e-06
Position 267: 7.766152517139043e-06
Position 995: 4.166566697383883e-06
Position 191: 3.3365713676006365e-06
Position 118: 3.2620417626838804e-06
Position 1372: 3.196848149419638e-06
Position 697: 3.0617309540833706e-06
Position 1557: 2.992821096610469e-06
Position 390: 6.974422923696698e-07
Position 2047: 6.625626485832266e-07
Position 1800: 5.37742546116539e-07
Position 1992: 4.7152728193777773e-07
Position 657: 3.4048191793392186e-07
Position 11583: 3.18851189276984e-07
Position 754: 2.692028851340583e-07
Position 811: 1.302697632957554e-07
Position 142: 3.512666613908119e-08
Position 409: 2.0102335942762184e-08
Position 149: 1.0427208305646618e-08
Position 184: 9.645159855979614e-09
Position 5513: 4.901863314152861e-09
Position 163: 2.081888438995726e-09
Position 5164: 1.3999037487599322e-09
Position 402: 2.5692601604626276e-11
Position 1894: 9.681323222207342e-14
Position 154: 2.451999976283801e-14
Position 170: 5.6796778169982545e-15
Position 165: 8.334740732496747e-16
