Gene = Nrt
index = 1332
Annotated 5SS: [ 469 8295]
Annotated 3SS: [7641 8357]
SMsplice 5SS: [ 469 8295]
SMsplice 3SS: [7641 8357]
top_k =  500
Partition function (log Z): -4.69644354204836

Sorted 5' Splice Sites (High to Low Probability):
Position 8295: 0.9993057145612333
Position 469: 0.6849224803464546
Position 172: 0.23525703714921942
Position 9836: 0.12633497395176785
Position 10270: 0.045418889306366485
Position 546: 0.03506727448036736
Position 1525: 0.029582851045674385
Position 8583: 0.023187641407600545
Position 1570: 0.022325383690488716
Position 1723: 0.020936253476488236
Position 1112: 0.014913044274676874
Position 9679: 0.013209877066233318
Position 590: 0.012821718851878786
Position 10770: 0.012538832246970177
Position 7272: 0.010173460781849794
Position 4045: 0.00943147123486144
Position 6002: 0.008778542410949136
Position 1765: 0.008295322038113595
Position 4267: 0.008286615800276674
Position 305: 0.007517567353453855
Position 1023: 0.007342008531478234
Position 9206: 0.00664365019394706
Position 1268: 0.006463722559960438
Position 8902: 0.005595956918518531
Position 5414: 0.005114576958425377
Position 9510: 0.004337955560293836
Position 2327: 0.0035275617732871494
Position 417: 0.0035087763463957002
Position 1820: 0.0033827926327918787
Position 626: 0.0032428451884837024
Position 9489: 0.0031546697053010503
Position 5835: 0.003145561374433033
Position 7398: 0.0031241474739661158
Position 2743: 0.0030962393701771053
Position 9890: 0.0029564524691129096
Position 1277: 0.00294427640357088
Position 8704: 0.002879815933032357
Position 8505: 0.002636079017086987
Position 9901: 0.0025595168870722923
Position 3556: 0.0019242061708714365
Position 9091: 0.0017844251281213736
Position 9156: 0.0017049879950026678
Position 10665: 0.0015492858016092016
Position 179: 0.0015171275153223513
Position 3: 0.0012853126505385365
Position 9441: 0.0012408761118594205
Position 5875: 0.0009470079704921373
Position 165: 0.0009456790812424227
Position 2594: 0.0008867064021325651
Position 1184: 0.0008232673241354881
Position 2313: 0.0007900722585646476
Position 6033: 0.0007354203323868191
Position 309: 0.0007095467218883938
Position 2514: 0.0006672838551896163
Position 2016: 0.000585719662146639
Position 9344: 0.0005520837877533077
Position 9407: 0.0005300416048374356
Position 1769: 0.0005203757934810243
Position 757: 0.0005044533121193292
Position 351: 0.00048053554831444065
Position 1446: 0.0004744070844318828
Position 4804: 0.00045825084130449883
Position 1326: 0.00044484853312678173
Position 1286: 0.0004003188253762596
Position 6198: 0.0003920833226272406
Position 10461: 0.00038877538407945894
Position 8555: 0.0003876785599098019
Position 8845: 0.0003495938358096094
Position 8274: 0.00033307864370493045
Position 9663: 0.00032916382336412394
Position 9074: 0.0003173637916466744
Position 9434: 0.0003161301465123365
Position 4930: 0.0002884534826694604
Position 11040: 0.0002720079812594555
Position 555: 0.00027004543002587624
Position 9008: 0.00025625947193774865
Position 8290: 0.0002501901816643849
Position 1580: 0.00023581982176060722
Position 1725: 0.00023076181579064137
Position 10094: 0.0002213614222951342
Position 9086: 0.0002077573594694853
Position 8731: 0.00017318893992042592
Position 8765: 0.00016206739764484395
Position 9354: 0.00013522988651214668
Position 8729: 0.00011986112455717233
Position 9071: 0.00011107081612110344
Position 9334: 0.00010951079430845816
Position 186: 4.5897354773622106e-05
Position 8480: 4.2873513145068884e-05
Position 1037: 2.9441171881044596e-05
Position 1348: 2.4576282780218783e-05
Position 8299: 2.4460878163578604e-05
Position 682: 2.1665817651189828e-05
Position 1318: 1.7084796773956957e-05
Position 809: 1.621000563337769e-05
Position 8918: 1.587591211769294e-05
Position 176: 1.4111337685495314e-05
Position 51: 1.33863724483604e-05
Position 507: 1.2831988288572623e-05
Position 899: 7.717348526196285e-06
Position 973: 7.218494693687015e-06
Position 447: 6.8810216148552675e-06
Position 9197: 5.7929388651393995e-06
Position 805: 4.741410506893675e-06
Position 9384: 4.659536121214636e-06
Position 449: 3.925830805888824e-06
Position 487: 3.2204808428892902e-06
Position 237: 2.6602705662624658e-06
Position 524: 2.6095334943570963e-06
Position 564: 1.8130196798472004e-06
Position 750: 1.6251342480519507e-06
Position 725: 1.3877070464615614e-06
Position 702: 9.911833057649856e-07
Position 485: 9.790456344507598e-07
Position 328: 9.714961711312851e-07
Position 1973: 8.332895682963761e-07
Position 8267: 7.768044852101423e-07
Position 1015: 7.237742680402144e-07
Position 313: 7.146725954711987e-07
Position 1099: 6.970515478687377e-07
Position 669: 4.7069371758810686e-07
Position 1101: 4.5605112602060754e-07
Position 246: 4.351344476131045e-07
Position 1230: 3.457223560830425e-07
Position 9210: 3.367363670715793e-07
Position 8758: 2.8963183505765416e-07
Position 997: 2.0784426933496626e-07
Position 54: 1.8272354685880976e-07
