Gene = Cralbp
index = 1107
Annotated 5SS: [281]
Annotated 3SS: [2180]
SMsplice 5SS: [ 281 2003]
SMsplice 3SS: [1562 2180]
top_k =  500
Partition function (log Z): -8.14663003634492

Sorted 5' Splice Sites (High to Low Probability):
Position 281: 0.9024550840853113
Position 2003: 0.5346636562917005
Position 2063: 0.09300869902155467
Position 2059: 0.08419791827622705
Position 1452: 0.07197171677425966
Position 2831: 0.07056163266232854
Position 1890: 0.0541728873892803
Position 1133: 0.029325778469850735
Position 539: 0.027101524191858878
Position 2055: 0.022357548982057482
Position 3209: 0.010176435167855297
Position 293: 0.008433861254889811
Position 168: 0.008432901668770209
Position 1645: 0.0037242347564515905
Position 2826: 0.003516294752870546
Position 1153: 0.002856812752499346
Position 876: 0.0025929394713893267
Position 297: 0.0018949995994962062
Position 2020: 0.0017473759903752998
Position 299: 0.0016712505661679443
Position 295: 0.0016581076987205047
Position 301: 0.001557766873553168
Position 1517: 0.0012113019969472796
Position 2067: 0.0010540857271036548
Position 154: 0.0010058191033029526
Position 186: 0.0008865442140152043
Position 89: 0.0007147698715776487
Position 1229: 0.0005976985473036759
Position 1287: 0.0004421557034063588
Position 1625: 0.00040697320063906334
Position 1437: 0.00032267677394065477
Position 1984: 0.0002892490973331492
Position 1972: 0.00026838218606626884
Position 239: 0.00025016584013992416
Position 1137: 0.00021492945955813483
Position 897: 0.00018457719107788144
Position 1145: 0.00016894390618152984
Position 2852: 0.00016864668569310963
Position 305: 0.00015913282785387026
Position 232: 0.00014527287006629332
Position 1611: 0.00011058102765739347
Position 234: 0.00010767080073021575
Position 1338: 8.508733516987305e-05
Position 1760: 7.310492963102155e-05
Position 2007: 7.283126540388877e-05
Position 1975: 6.33259080575451e-05
Position 602: 4.7323762774089674e-05
Position 1773: 4.688099901405749e-05
Position 279: 2.427388585118513e-05
Position 612: 1.7706089264768608e-05
Position 1403: 1.7143444879714436e-05
Position 285: 1.4985841373377468e-05
Position 1157: 1.3732603232620419e-05
Position 309: 6.246909387921573e-06
Position 338: 5.53695903975493e-06
Position 78: 3.5877514460011893e-06
Position 62: 1.0927477046794906e-06
Position 81: 8.626779066864402e-07
Position 303: 5.206278972640259e-07
Position 22: 3.920904576563882e-07
Position 481: 3.2825283632891127e-07
Position 111: 3.133294076330856e-07
Position 114: 3.0220954789490275e-07
Position 55: 1.5037721852422363e-07
Position 659: 7.906360783361308e-08
Position 543: 6.755722262953655e-08
Position 65: 6.241628316183385e-08
Position 209: 5.847537733524119e-08
Position 1360: 5.221117510853892e-08
Position 1313: 4.517299210372591e-08
Position 128: 1.490193920305293e-08
Position 25: 2.5617273998144783e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2180: 0.8824273754271453
Position 1562: 0.41872526789570697
Position 407: 0.11602450405627643
Position 1689: 0.11457729312441003
Position 440: 0.08919630577288759
Position 1914: 0.06734790671072402
Position 1517: 0.0582358394445212
Position 2895: 0.04081650386423009
Position 2916: 0.03214585595897098
Position 2189: 0.028327697198993657
Position 2086: 0.016244137217235964
Position 487: 0.012961361818536968
Position 564: 0.0076804319493523725
Position 3274: 0.0067936325078496295
Position 1271: 0.006718744110528227
Position 1919: 0.006713012721457149
Position 1733: 0.004788035879511708
Position 1953: 0.004453007893032313
Position 2105: 0.0039041816078957082
Position 3280: 0.003698682969501144
Position 2213: 0.002866655802293455
Position 1856: 0.0026962994534131127
Position 1338: 0.0025516225316744557
Position 691: 0.0025427372792498383
Position 1890: 0.002097594145115059
Position 2963: 0.0018280840173969634
Position 762: 0.001537176226227275
Position 2234: 0.0014263240689070765
Position 2243: 0.0011857585878858677
Position 2055: 0.0011258329342532368
Position 462: 0.0011167982283961178
Position 230: 0.0007921766103768766
Position 3267: 0.0006185667190285628
Position 2601: 0.0005088834678781637
Position 801: 0.0003351134109519225
Position 467: 0.00032381018636685484
Position 334: 0.00031595733659625435
Position 1723: 0.0002955824028882437
Position 2927: 0.00023804863650186557
Position 1437: 0.00021402438231647212
Position 1103: 0.00018267377744145695
Position 1346: 0.00013028745760870755
Position 1476: 0.0001250739271333075
Position 1956: 8.451197706717729e-05
Position 373: 6.981627366334009e-05
Position 539: 6.87399870446147e-05
Position 1524: 5.985749457513578e-05
Position 591: 4.438067191427703e-05
Position 1179: 3.829081484563038e-05
Position 360: 3.0116709487461976e-05
Position 153: 1.4724195367627034e-05
Position 732: 1.1819854576724079e-05
Position 138: 1.1458654369713054e-05
Position 1126: 8.202177686118567e-06
Position 1052: 3.975112259762212e-06
Position 261: 1.9906005455694376e-06
Position 1645: 1.4194159384413034e-06
Position 341: 5.110055726674067e-07
Position 1984: 7.924757633452785e-08
Position 1642: 6.50859170991526e-08
Position 171: 5.490926292816151e-08
Position 124: 5.259324172659362e-08
Position 378: 3.922660288662268e-08
Position 193: 3.865442275814767e-08
Position 276: 3.194325125230733e-08
Position 1025: 3.103114362681265e-08
Position 1015: 2.0505709618314336e-08
Position 816: 7.607149442884225e-09
Position 866: 7.550476415847106e-09
Position 168: 6.4983033246500125e-09
Position 180: 5.305227242756027e-09
Position 386: 3.4759161465180664e-10
Position 322: 3.4720658611774333e-10
Position 279: 3.2047376616331885e-10
Position 178: 2.454218229688532e-10
Position 173: 2.696247957131114e-12
Position 285: 6.322014895946297e-13
