Gene = exex
index = 1697
Annotated 5SS: [1100 2236]
Annotated 3SS: [1964 2370]
SMsplice 5SS: [1100 2236]
SMsplice 3SS: [1964 2370]
top_k =  500
Partition function (log Z): 6.25058385791117

Sorted 5' Splice Sites (High to Low Probability):
Position 2236: 0.9983200873320205
Position 1100: 0.9915054751620256
Position 1778: 0.2082981550160949
Position 1843: 0.14538821146035344
Position 1899: 0.11229387968689813
Position 883: 0.02611996494332013
Position 1774: 0.020731578330585695
Position 3177: 0.015278414495085577
Position 2993: 0.011209958491438321
Position 1613: 0.008712721814208402
Position 1873: 0.008648223953436089
Position 1796: 0.003994877415541871
Position 2995: 0.003326988084777749
Position 68: 0.003307663751357527
Position 2042: 0.0029575442484102597
Position 72: 0.0028924569582216373
Position 1268: 0.0018825833348193384
Position 2769: 0.0015476131848520499
Position 1262: 0.0014374820367056885
Position 104: 0.0011324372370026634
Position 2240: 0.0010799694423903076
Position 2626: 0.0009838450263347754
Position 1104: 0.0009257128857323015
Position 80: 0.0007672866937392444
Position 2565: 0.0006147700709491242
Position 94: 0.0006107122301652085
Position 1700: 0.0006073702362956862
Position 106: 0.0005626896732548667
Position 511: 0.0005599958356149634
Position 145: 0.0005469819800495979
Position 1428: 0.0005319488044206875
Position 709: 0.0004873062220044909
Position 3141: 0.00048001478367472864
Position 2094: 0.0004715003252662419
Position 1067: 0.00044348924843241357
Position 3105: 0.0004189438841527843
Position 562: 0.00041699464214983354
Position 2982: 0.0003710780001427877
Position 823: 0.0003478682397684481
Position 2186: 0.0003082758555798679
Position 1747: 0.0003032389665601795
Position 3173: 0.0002876015817104296
Position 1807: 0.0002680997734942202
Position 2999: 0.00025213524681867635
Position 3005: 0.00024133113396459754
Position 1711: 0.0002374299921984443
Position 447: 0.0002289933595363413
Position 2753: 0.0002235946300448799
Position 1152: 0.00022335657498666456
Position 1776: 0.0001976779813210836
Position 613: 0.00019354928284922391
Position 481: 0.00018599120766928678
Position 2272: 0.00018537093897328999
Position 2872: 0.00018272992519281317
Position 2076: 0.0001693292567755555
Position 633: 0.0001681025716120542
Position 96: 0.00011996878802755586
Position 2984: 0.00010503537848573705
Position 2905: 9.699383249130618e-05
Position 1409: 9.408335582801701e-05
Position 2846: 9.158874931097242e-05
Position 3168: 8.742466173653634e-05
Position 552: 8.346134069992725e-05
Position 2593: 8.06313565794099e-05
Position 2281: 7.949643705400704e-05
Position 478: 7.779875978534722e-05
Position 2603: 7.559811106874478e-05
Position 606: 6.60133555873132e-05
Position 2018: 6.513179117211358e-05
Position 56: 6.456141163577974e-05
Position 3130: 5.367580992111109e-05
Position 1782: 4.99072821104442e-05
Position 1885: 4.979659327071374e-05
Position 1726: 4.5687544321838476e-05
Position 251: 3.8822701872327566e-05
Position 2760: 3.453940599704791e-05
Position 2922: 3.3326635466544415e-05
Position 2824: 3.321438549078045e-05
Position 508: 3.300482644072101e-05
Position 1528: 3.168929893160524e-05
Position 292: 2.0411549220364996e-05
Position 2809: 1.9312722122288416e-05
Position 397: 1.807811800363829e-05
Position 2812: 1.6874021903022854e-05
Position 778: 1.5102230301288526e-05
Position 517: 1.4514150912000463e-05
Position 1760: 1.1125742722713836e-05
Position 3059: 1.0747450770010857e-05
Position 310: 1.0675811411594358e-05
Position 1805: 1.0393559491230943e-05
Position 66: 9.722365569163445e-06
Position 537: 9.147205997449234e-06
Position 2997: 8.614995139789684e-06
Position 164: 8.58808659964069e-06
Position 2573: 7.891094538396993e-06
Position 235: 7.770682546472082e-06
Position 1235: 6.3148209193429055e-06
Position 878: 6.226103366286949e-06
Position 23: 6.0828543460417265e-06
Position 3216: 6.031107485103527e-06
Position 2887: 4.971719848849506e-06
Position 3206: 4.794405652795216e-06
Position 472: 4.123246877977836e-06
Position 903: 3.995209557141755e-06
Position 1219: 2.822838776876118e-06
Position 173: 2.711329053773228e-06
Position 3197: 2.503352126950583e-06
Position 1306: 2.374075234125527e-06
Position 28: 2.0625694988799733e-06
Position 1250: 1.9206357036554666e-06
Position 1094: 1.6486358010177438e-06
Position 741: 1.4855250954461156e-06
Position 598: 9.003496917288562e-07
Position 9: 6.449625650044417e-07
Position 2976: 5.925004373267104e-07
Position 2794: 3.460948040271341e-07
Position 2613: 3.10762295518094e-07
Position 195: 2.4209403027542454e-07
Position 2346: 7.986541270494233e-08
Position 1363: 5.519944334627594e-08
Position 412: 2.8392589694094087e-08
Position 1199: 1.6900876563640655e-08
Position 1081: 8.475619793087089e-10
Position 2064: 3.485542695827471e-10
Position 6: 2.1119135763208608e-10
Position 197: 1.484769750184802e-11
Position 187: 1.2496718175417413e-11
Position 2015: 1.1569118724123088e-11
Position 2397: 3.173270293620848e-12
Position 2381: 2.1954301753009045e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1964: 0.9920141937683226
Position 2370: 0.9709005462893712
Position 1511: 0.20323814908150498
Position 1541: 0.1359142020787659
Position 1306: 0.13146769622589735
Position 944: 0.019975365733858674
Position 3233: 0.01945191818152556
Position 2403: 0.019301402333261622
Position 3049: 0.016919318018021337
Position 1421: 0.016755430177287218
Position 1394: 0.008736957756908564
Position 2306: 0.008336211488948456
Position 990: 0.005189796675996416
Position 708: 0.005132598728159801
Position 2120: 0.004234906460406164
Position 1409: 0.003658054234227728
Position 1631: 0.003615268742177905
Position 1733: 0.0030649003300529136
Position 2155: 0.002144691398507067
Position 1261: 0.0021405760452391635
Position 206: 0.0016536727911800324
Position 150: 0.0016308311596920607
Position 1637: 0.0014196233681000384
Position 143: 0.0013467114989594955
Position 1739: 0.0011760211002467202
Position 1213: 0.0007937037097234663
Position 187: 0.0007412795581665046
Position 1267: 0.00042079131727732036
Position 3329: 0.0003819150260092162
Position 178: 0.0003581954797532959
Position 823: 0.00029698306212166275
Position 3082: 0.0002508716197430265
Position 1969: 0.00024687246267936767
Position 1146: 0.00023253599186437928
Position 2158: 0.00021607076038570715
Position 379: 0.0002100732420434416
Position 1997: 0.0002007992794209554
Position 2643: 0.000191560516542818
Position 2887: 0.00017449721082818875
Position 2625: 0.00016936645205004264
Position 893: 0.00016884191251873463
Position 268: 0.00010417650718972749
Position 1648: 9.403209272135487e-05
Position 537: 8.846240137165219e-05
Position 2009: 7.977093580757531e-05
Position 1664: 7.443728260207835e-05
Position 1774: 6.753381045422125e-05
Position 878: 6.531927172362094e-05
Position 1919: 6.37240156498935e-05
Position 1166: 6.2465032987939e-05
Position 2058: 6.0256167967729244e-05
Position 2526: 5.327681870293753e-05
Position 1933: 4.686944816728367e-05
Position 778: 4.656279298544828e-05
Position 278: 4.628657027175048e-05
Position 2129: 4.556502116038099e-05
Position 195: 4.390128479132886e-05
Position 408: 3.757668432229623e-05
Position 1903: 3.736050860555899e-05
Position 1178: 2.8436768961349033e-05
Position 1219: 2.428891594318865e-05
Position 438: 2.3270433486657935e-05
Position 232: 1.954317222204924e-05
Position 235: 1.7832924810366296e-05
Position 1796: 1.5840188713255157e-05
Position 1642: 1.5542444390365453e-05
Position 1817: 1.4223803746626008e-05
Position 998: 1.3637776055918533e-05
Position 173: 1.3485320719171373e-05
Position 386: 1.2847242281302874e-05
Position 866: 1.2757069461115106e-05
Position 2028: 1.1763633034071715e-05
Position 2824: 1.0892244242083986e-05
Position 2676: 9.693556858322148e-06
Position 338: 9.427736138635239e-06
Position 1971: 9.35522800745639e-06
Position 3168: 9.016198824277353e-06
Position 145: 8.54183558670853e-06
Position 1161: 8.1902588255796e-06
Position 488: 7.344200894713333e-06
Position 3317: 5.507089623361222e-06
Position 310: 5.273432124645375e-06
Position 2619: 5.05171295096851e-06
Position 2136: 4.760960610117286e-06
Position 827: 4.514070552981753e-06
Position 2631: 2.2805645440481275e-06
Position 1829: 2.03448131594883e-06
Position 397: 1.777115271072248e-06
Position 2204: 1.5842345602311007e-06
Position 305: 1.4910789035465698e-06
Position 1199: 1.0268188967455055e-06
Position 289: 5.913518351836658e-07
Position 317: 5.598623758284581e-07
Position 611: 3.472487535156831e-07
Position 292: 3.470945173012604e-07
Position 1063: 3.439351083331738e-07
Position 286: 2.5386564169963577e-07
Position 350: 2.511660325101645e-07
Position 121: 2.248283790854518e-07
Position 238: 1.8219024012925311e-07
Position 1661: 3.160613292011303e-11
Position 2658: 2.3868414449497005e-11
Position 2493: 1.8453994650606125e-11
