Gene = Tdrd3
index = 1549
Annotated 5SS: [  91  228 2423]
Annotated 3SS: [ 142  301 2527]
SMsplice 5SS: [  91  228 2423 2807]
SMsplice 3SS: [ 142  301 2527 2868]
top_k =  500
Partition function (log Z): 7.271253458145212

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9939776616493158
Position 91: 0.9885151155526626
Position 2423: 0.9820453908386512
Position 2807: 0.8519941326428367
Position 1218: 0.05303196753689143
Position 366: 0.04912034162813493
Position 1622: 0.012045020725346505
Position 1922: 0.008569404168880506
Position 724: 0.008155544151639882
Position 2448: 0.006314013692549328
Position 2606: 0.004704843949772913
Position 383: 0.004272977674724468
Position 1890: 0.0037554680687358786
Position 2462: 0.0034507252889097928
Position 235: 0.0026486336717758585
Position 2456: 0.0019200545110525298
Position 1064: 0.0011786792040174691
Position 2465: 0.0008889004431442726
Position 1381: 0.0006043765087851346
Position 2826: 0.0006030042626378764
Position 926: 0.0005636493375863398
Position 1953: 0.0004783704479794036
Position 1430: 0.00046884882394771486
Position 2404: 0.00044448576867833637
Position 1046: 0.00040826436231695414
Position 2433: 0.00040725535660462905
Position 687: 0.000311604049358033
Position 88: 0.0003113708543664722
Position 2817: 0.0002864593112795048
Position 210: 0.00021423357004019493
Position 2427: 0.00021344985890646374
Position 1434: 0.0001883407113447379
Position 1133: 0.00017778743530031974
Position 2026: 0.00016687446649910588
Position 1110: 0.0001668469015270208
Position 95: 0.0001546892217753655
Position 2615: 0.0001426054798780861
Position 232: 0.00014020204144572765
Position 465: 0.00013904302005457556
Position 1168: 0.00013353633579605946
Position 2765: 0.00010882281828082019
Position 1655: 0.00010003563606986372
Position 2475: 9.288090050386537e-05
Position 83: 9.265649254044426e-05
Position 1599: 8.769477261778251e-05
Position 392: 7.925490865645284e-05
Position 390: 7.830885790690374e-05
Position 598: 6.126337188854577e-05
Position 1050: 6.083945548213726e-05
Position 527: 5.9789726421845365e-05
Position 454: 4.8718989196515874e-05
