Gene = KFase
index = 1241
Annotated 5SS: [332]
Annotated 3SS: [383]
SMsplice 5SS: [332]
SMsplice 3SS: [383]
top_k =  500
Partition function (log Z): -9.483925404186923

Sorted 5' Splice Sites (High to Low Probability):
Position 332: 0.9321037949137102
Position 560: 0.13223390641133073
Position 49: 0.03141636470598155
Position 319: 0.01029640074750962
Position 572: 0.006945217845806824
Position 111: 0.0025242928150986067
Position 267: 0.0014507050028732629
Position 1075: 0.001447760130215632
Position 219: 0.001271454781269079
Position 313: 0.000797443714666915
Position 1280: 0.0007495381133971333
Position 564: 0.000735620593858264
Position 207: 0.0002517556974489753
Position 181: 0.00024142175229827564
Position 1344: 0.0002358228771905286
Position 797: 0.00022989153541101755
Position 372: 0.00017968416747026806
Position 25: 0.00015071696661614022
Position 623: 0.0001336779151358034
Position 770: 0.0001299853783617375
Position 860: 0.00010754792250254577
Position 175: 0.00010134258400397069
Position 342: 9.940873901232087e-05
Position 298: 9.13256986751868e-05
Position 81: 8.886692852233546e-05
Position 447: 6.519666996956159e-05
Position 451: 4.3448604340857625e-05
Position 904: 4.043483038547844e-05
Position 11: 3.876733684959239e-05
Position 1124: 3.7068566115909953e-05
Position 1170: 3.518640145906435e-05
Position 1231: 3.105077621125736e-05
Position 4: 2.791281236137926e-05
Position 455: 2.4753448624659643e-05
Position 168: 2.3511216879138433e-05
Position 166: 1.9889145773835286e-05
Position 732: 1.2447911465787732e-05
Position 1188: 8.009874230096705e-06
Position 63: 4.792288577917282e-06
Position 191: 8.811522790879679e-07
Position 444: 6.786654763380534e-08
Position 1011: 5.844234480519516e-08
Position 579: 2.0323217308171493e-08
Position 419: 1.836322904922293e-08
Position 1182: 1.5430564245311582e-08
Position 698: 5.639485098743863e-09
Position 463: 7.628867762625638e-10
Position 509: 5.693913455733158e-10
Position 503: 5.29209951900094e-10
Position 968: 1.1447695384017352e-10
Position 461: 4.298091498563709e-11
Position 547: 4.121107224854929e-11
Position 649: 9.978004263478057e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 383: 0.9418438133724647
Position 622: 0.14409319790846412
Position 97: 0.020265517979752738
Position 175: 0.004204653807481656
Position 1279: 0.0022062179836201254
Position 779: 0.0017295250835150922
Position 471: 0.0011318653779734905
Position 251: 0.0008955309350762233
Position 1258: 0.0008354383682444238
Position 961: 0.0008145893423584645
Position 1330: 0.0008048109479104777
Position 409: 0.0007377780384457503
Position 1073: 0.0006629790661545479
Position 124: 0.000535111434214414
Position 181: 0.0005326737873550434
Position 1226: 0.0005073839140653604
Position 1392: 0.00038609244625536387
Position 266: 0.00035772482171216724
Position 443: 0.0002599197098625166
Position 133: 0.00023503501289765425
Position 751: 0.00020070834269401722
Position 279: 0.00015709587709508954
Position 273: 0.0001509237796006744
Position 111: 0.00014747352014947795
Position 406: 0.00014186141680563999
Position 490: 0.00010240437999987703
Position 330: 7.703321520197276e-05
Position 390: 6.351141637802705e-05
Position 698: 6.121066518565271e-05
Position 327: 5.5569706568004086e-05
Position 106: 3.6536503917839074e-05
Position 226: 3.511257787799291e-05
Position 70: 3.161402631918987e-05
Position 1283: 1.8817475644174464e-05
Position 529: 1.6890839037583774e-05
Position 1011: 1.678188453169428e-05
Position 1373: 1.4321649212893304e-05
Position 1348: 1.139735822242133e-05
Position 1302: 9.328762049705568e-06
Position 637: 9.141714879878108e-06
Position 304: 9.065370688026346e-06
Position 218: 8.394776506824328e-06
Position 1356: 3.2721681981247504e-06
Position 139: 2.9671768138516537e-06
Position 75: 2.9092512024919064e-06
Position 53: 2.7057498790287428e-06
Position 478: 3.442649201388234e-07
Position 81: 2.3390200842148444e-07
