Gene = Smg5
index = 1507
Annotated 5SS: [ 455  881 2587 4030 4519]
Annotated 3SS: [ 729  943 2679 4359 4597]
SMsplice 5SS: [ 636  881 2587 4030 4519]
SMsplice 3SS: [ 729  943 2679 4359 4597]
top_k =  500
Partition function (log Z): 10.554364466396633

Sorted 5' Splice Sites (High to Low Probability):
Position 2587: 0.9986342265436625
Position 4519: 0.9982322793240777
Position 4030: 0.9709250570667587
Position 881: 0.9157970251264359
Position 636: 0.35019901964115613
Position 264: 0.2655118975932724
Position 282: 0.2199642148576015
Position 3201: 0.07649847035124305
Position 1101: 0.07488411214593263
Position 864: 0.04335565656798099
Position 894: 0.03872781813783052
Position 2173: 0.03867265052234913
Position 2969: 0.034497327541399496
Position 649: 0.021934157743899615
Position 2862: 0.019896271291737565
Position 679: 0.019247472102320824
Position 557: 0.01760245230774014
Position 512: 0.010752561138522385
Position 1089: 0.00884409749566904
Position 4227: 0.008672838671382846
Position 2163: 0.008566957147078152
Position 999: 0.008541895002536565
Position 1585: 0.007637507732280671
Position 3165: 0.007597598303898622
Position 457: 0.006959248426384549
Position 212: 0.006111962153404376
Position 453: 0.005804693997447721
Position 660: 0.005656295760767303
Position 455: 0.004758475164670566
Position 1110: 0.004614228263653555
Position 3231: 0.004579239974717149
Position 4924: 0.004502751946916805
Position 4783: 0.004483196005741151
Position 4050: 0.004236282199591703
Position 670: 0.003878388302696216
Position 4864: 0.003484503950576906
Position 1295: 0.0029572584576962086
Position 3990: 0.0027677551481551594
Position 2802: 0.0025178871105194216
Position 5432: 0.0024759919806040024
Position 604: 0.0022491580791816393
Position 5618: 0.0021262764579446274
Position 640: 0.0021234523172329114
Position 886: 0.0017418954453177723
Position 2087: 0.0017418365554526564
Position 1256: 0.00167663019894091
Position 4073: 0.001638924943192472
Position 2302: 0.0016083142602628334
Position 4274: 0.0014230396919350937
Position 2955: 0.0013826986309896055
Position 333: 0.0012271074358017652
Position 447: 0.001080613202304787
Position 5232: 0.000948326656648475
Position 2121: 0.0009201543759221612
Position 3364: 0.0008522334455606762
Position 4176: 0.0008161457653145897
Position 3221: 0.0007719884871451458
Position 3205: 0.0007221315162480405
Position 4701: 0.0007193326613263664
Position 5625: 0.00068860350496657
Position 5291: 0.0006315075413901317
Position 185: 0.0005482048391197987
Position 5142: 0.0005102797911222793
Position 5446: 0.0005078208860881736
Position 5032: 0.0004902613203348451
Position 4523: 0.00044896839525722436
Position 506: 0.0004427624272186292
Position 2994: 0.00042269250008102657
Position 672: 0.00041197660208442565
Position 161: 0.0004099598284287718
Position 3104: 0.00039071155963314513
Position 1526: 0.0003903860486771183
Position 1085: 0.0003174423666800259
Position 1968: 0.0003086657927770769
Position 371: 0.000305314770464976
Position 5383: 0.00022315318330539058
Position 995: 0.00020928778482661258
Position 289: 0.0001958499259236796
Position 169: 0.00017501699062166226
Position 2925: 0.0001598996265351659
Position 3216: 0.00013567055791057053
Position 4480: 0.00011740670110374188
Position 188: 0.00010755805552996568
Position 1637: 0.0001041197842964471
Position 4054: 9.69492230618137e-05
Position 3353: 9.22377711597817e-05
Position 5147: 8.674032554656974e-05
Position 712: 7.934819564520852e-05
Position 5456: 7.03736870857091e-05
Position 1723: 6.998034030937289e-05
Position 1407: 6.698766999430738e-05
Position 1149: 6.17536751548768e-05
Position 1396: 5.477113524337137e-05
Position 399: 5.45151366759603e-05
Position 4066: 5.437486295748856e-05
Position 3841: 5.222155774328503e-05
Position 1123: 5.210777653661941e-05
Position 3876: 5.14257320773935e-05
Position 510: 5.1224332321952396e-05
Position 4034: 4.385424742463964e-05
Position 642: 4.3240855172524814e-05
Position 504: 4.015812000789612e-05
Position 586: 3.7402619585215096e-05
Position 2744: 3.531813765814617e-05
Position 1172: 3.2863512945920304e-05
Position 3514: 3.2540360838084696e-05
Position 2789: 3.248597896557162e-05
Position 1136: 3.116042842922269e-05
Position 2763: 3.0746134614616864e-05
Position 3921: 3.014824807745764e-05
Position 719: 2.9781868969929865e-05
Position 4564: 2.862190462981383e-05
Position 461: 2.82628811838331e-05
Position 4159: 2.5091433423493016e-05
Position 2787: 2.499447961860434e-05
Position 1409: 2.4182451873153062e-05
Position 3613: 2.375229139086051e-05
Position 4974: 1.9115568892852008e-05
Position 990: 1.7693112605875008e-05
Position 5595: 1.719868038528543e-05
Position 3918: 1.6369064491466473e-05
Position 4004: 1.6057716194507558e-05
Position 2742: 1.5811382128835005e-05
Position 1386: 1.5727926879013764e-05
Position 299: 1.5526420371858708e-05
Position 1047: 1.5081050561981578e-05
Position 888: 1.3703686738123647e-05
Position 4850: 1.3201264229496415e-05
Position 2739: 1.3007271519512998e-05
Position 523: 1.088732765182359e-05
Position 516: 1.0824565456326168e-05
Position 4566: 1.0156245630061694e-05
Position 92: 9.011276082152994e-06
Position 459: 8.475335981610647e-06
Position 68: 3.15952042305626e-06
Position 3004: 2.114001658550016e-06
Position 2591: 1.4551839989732405e-06
Position 2910: 1.4049533300349808e-06
Position 1933: 3.5617673278241456e-07
Position 5237: 2.6276808076365535e-07
Position 907: 2.419970708534478e-07
Position 2141: 1.9784402663624742e-07
Position 5145: 1.5583997206052014e-07
Position 1580: 1.3957157809345836e-07
Position 4672: 1.2147357952672855e-07
Position 1518: 8.595059269240245e-08
Position 2118: 6.58269535174086e-08
Position 4943: 6.362228011890991e-08
Position 5041: 5.7014349662357946e-08
Position 4693: 5.629562473767331e-08
Position 2129: 4.704195894866566e-08
Position 1447: 3.146536353728109e-08
Position 4571: 1.9309628625692256e-08
Position 4707: 1.919901048706244e-08
Position 900: 1.875871346702665e-08
Position 2108: 1.3599726498940287e-08
Position 747: 1.1476852918262603e-08
Position 898: 9.909580963255307e-09
Position 4433: 5.452874234839227e-09
Position 4401: 5.194084876769263e-09
Position 788: 3.6941945925199425e-09
Position 4459: 5.254524399627824e-10
Position 1647: 3.4314004248537556e-11
Position 2423: 9.120248044171186e-12
Position 3517: 5.770742231548386e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4359: 0.9903064487522373
Position 943: 0.9746474961451128
Position 729: 0.9281525421623834
Position 4597: 0.9262474350528321
Position 2679: 0.7439705848191429
Position 2689: 0.24478501995986307
Position 3290: 0.06723859390344585
Position 1321: 0.05639482083933506
Position 4632: 0.05349103254698127
Position 2227: 0.05003826228769903
Position 2530: 0.045179098965805284
Position 3028: 0.03300486781354415
Position 5329: 0.009292414048683473
Position 2219: 0.009006504202260153
Position 5550: 0.008808967124820577
Position 5525: 0.008615902184173253
Position 3272: 0.008611804077171303
Position 3407: 0.008545762606453762
Position 3791: 0.007869814470169238
Position 1476: 0.0074261542679086995
Position 351: 0.006099636872470364
Position 4612: 0.005380755020623491
Position 4101: 0.005301915777829521
Position 3160: 0.004368650394501634
Position 3424: 0.004216428876651708
Position 690: 0.003957801624138584
Position 4274: 0.0037597390646636852
Position 5665: 0.0029065935441011824
Position 3404: 0.0027151799342299814
Position 1157: 0.0024040410631781645
Position 281: 0.002379770448914638
Position 1808: 0.0023786687538404623
Position 4087: 0.0020882207299677694
Position 4176: 0.0019401859653306618
Position 1967: 0.0016710640270927216
Position 5339: 0.0015266492657230863
Position 2937: 0.0015117206337222947
Position 660: 0.001473910098919119
Position 5721: 0.0014364980458105004
Position 5152: 0.0013830264597454092
Position 2032: 0.0012844364870024402
Position 3116: 0.0011712422465902572
Position 757: 0.00116096253184416
Position 1492: 0.0011544117826872999
Position 4318: 0.0010597649894223632
Position 2245: 0.0009914653558959084
Position 1943: 0.000989605157805863
Position 4295: 0.0009697409597607713
Position 3069: 0.000951343639721348
Position 1672: 0.0009233929546206874
Position 1862: 0.000726525437511185
Position 1691: 0.000719390469214696
Position 3464: 0.0007072191057767407
Position 2326: 0.0007034382009730516
Position 3437: 0.0006878732827074378
Position 3410: 0.0006744132628373156
Position 356: 0.0006470004953114658
Position 557: 0.0006321211145321018
Position 4824: 0.000609090180688529
Position 3473: 0.0006057200324881937
Position 965: 0.0005943095098309346
Position 784: 0.0005799150391828045
Position 906: 0.0005660322441350614
Position 1154: 0.0005306381397480762
Position 593: 0.0005290724417566928
Position 263: 0.000512265304242059
Position 3796: 0.0004660702367165074
Position 523: 0.0004547659214041196
Position 1052: 0.00044418407383380325
Position 590: 0.0004243784596530807
