Gene = Idh
index = 1224
Annotated 5SS: [2351 2891]
Annotated 3SS: [2833 2970]
SMsplice 5SS: [ 114 2351]
SMsplice 3SS: [2190 3000]
top_k =  500
Partition function (log Z): -9.847071560256108

Sorted 5' Splice Sites (High to Low Probability):
Position 114: 0.8765039951466481
Position 2351: 0.7955624861907002
Position 2891: 0.216694767818734
Position 2057: 0.05330172817183662
Position 1293: 0.03650787694107772
Position 278: 0.030988330911526196
Position 3729: 0.021657837393797147
Position 2882: 0.016264696469450397
Position 2419: 0.015600485720551267
Position 4078: 0.006602602608472631
Position 578: 0.006215119850836049
Position 36: 0.0060114867497603934
Position 51: 0.005230766374223849
Position 1787: 0.004400910383624271
Position 252: 0.003663853843672734
Position 2673: 0.00357180703043602
Position 899: 0.0024532818620063394
Position 383: 0.0024104573830808903
Position 67: 0.0019570934465749355
Position 741: 0.0017513730254993807
Position 2781: 0.0014609131289374836
Position 3487: 0.00138216481099762
Position 662: 0.0011229548079341168
Position 2197: 0.001092704015709038
Position 3290: 0.0010727947620397403
Position 814: 0.001041300138162319
Position 1410: 0.0009642860840958919
Position 1535: 0.0009187782085558945
Position 1592: 0.0008392085612326056
Position 1994: 0.0007819597998149662
Position 1441: 0.0007549358153364455
Position 590: 0.0007111579346481534
Position 854: 0.0006874847787816374
Position 1301: 0.0005497417402407487
Position 534: 0.0004807629787190407
Position 317: 0.00036851251443324376
Position 268: 0.00028685701673515385
Position 1335: 0.00020102113698179956
Position 1819: 0.00015774709864386857
Position 2355: 0.0001545315845875459
Position 725: 6.457861824750479e-05
Position 33: 1.9619647951967363e-05
Position 687: 1.75963809835948e-05
Position 479: 1.5680670907119735e-05
Position 615: 1.1657654871271216e-05
Position 495: 7.171630931872218e-06
Position 2602: 3.902305103900994e-06
Position 785: 3.0300840935916383e-06
Position 903: 1.9980833807931683e-06
Position 497: 1.2174297030737976e-06
Position 71: 9.176080937172385e-07
Position 752: 8.710024523310247e-07
Position 779: 8.212092480799948e-07
Position 481: 7.501625792669031e-07
Position 21: 5.75693624133755e-07
Position 118: 5.47210922958267e-07
Position 441: 4.841117416403306e-07
Position 759: 3.4464658954758083e-07
Position 2463: 1.4495195066020375e-07
Position 149: 7.608802518145723e-08
Position 9: 5.620218488270102e-08
Position 129: 5.144069133301601e-08
Position 3: 4.723667725592937e-08
Position 516: 9.500281826834165e-09
Position 583: 7.717107873321564e-09
Position 606: 3.7501115009819135e-09
Position 423: 2.2380010565665308e-10
Position 408: 1.7059582361922269e-10
Position 608: 8.731015077198082e-11
Position 418: 7.465245798697915e-11
Position 387: 6.459596139702718e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2190: 0.7043211394957264
Position 3000: 0.6139237768990193
Position 2941: 0.21046870368118373
Position 2621: 0.10224950045558684
Position 2748: 0.07601114173712663
Position 2417: 0.06977629734565195
Position 952: 0.057876330030833825
Position 1953: 0.04312065466045217
Position 2970: 0.03716439572198698
Position 932: 0.029923513621337224
Position 4357: 0.02129951731890389
Position 3957: 0.020827207633517045
Position 2463: 0.01483994423920596
Position 2270: 0.014518346493877322
Position 2833: 0.014242790489061682
Position 4163: 0.009692526063965184
Position 2778: 0.007731114076487446
Position 1884: 0.00694041641434473
Position 4138: 0.0049842440243737145
Position 1106: 0.004672629519315705
Position 197: 0.003971149390706216
Position 2044: 0.0038421467475015605
Position 970: 0.003589666557931332
Position 2673: 0.003440969727711264
Position 3954: 0.003032606745741969
Position 1161: 0.0028168111755695526
Position 2678: 0.002784427323748239
Position 1656: 0.002735116029930337
Position 2130: 0.002547977811080008
Position 549: 0.002441873882136093
Position 658: 0.002336102540235478
Position 2911: 0.0018729855490525972
Position 3606: 0.001781107264008886
Position 3774: 0.0014471329063526625
Position 2480: 0.0013999651923685891
Position 1680: 0.0012640798280978834
Position 113: 0.0012491443411132542
Position 1716: 0.0012202432196288858
Position 3648: 0.0010573158883847335
Position 2499: 0.0010072148908089051
Position 2299: 0.0009819129568448466
Position 847: 0.0008352729888781948
Position 2851: 0.0008079734621778253
Position 2605: 0.0007483117925484675
Position 2808: 0.0006989627582514228
Position 216: 0.0006658899584449692
Position 3825: 0.0005587851505008945
Position 2081: 0.0005469840029576011
Position 3081: 0.0005450552817104682
Position 1125: 0.0005210663337183257
Position 1431: 0.0004887912286504407
Position 615: 0.0004749900171452912
Position 980: 0.0003630061509593678
Position 1539: 0.00027106612606454485
Position 1907: 0.00024436627431407036
Position 3243: 0.00023775929288558388
Position 577: 0.00023769881499510897
Position 811: 0.00023461077252146683
Position 903: 0.00021792730390156863
Position 298: 0.0002162053298772467
Position 741: 0.00021259001503275447
Position 1732: 0.00020129941158893055
Position 263: 0.0001918236471925839
Position 1292: 0.00018043753974406583
Position 1042: 0.00016848323456256656
Position 779: 0.00016741582380653424
Position 1560: 0.0001594931944138312
Position 1495: 0.00014145320243396926
Position 1365: 0.00012694072551215906
Position 679: 0.00011601382364462047
Position 134: 7.321198019290698e-05
Position 1073: 6.925895142109242e-05
Position 2024: 6.415199365835627e-05
Position 986: 5.464436885991504e-05
Position 1312: 3.94161408976374e-05
Position 1525: 3.930293533870519e-05
Position 1462: 3.925136209199337e-05
Position 1746: 3.0310665346174395e-05
Position 1079: 2.732277735029889e-05
