Gene = UQCR-C2
index = 1580
Annotated 5SS: [321 599 959]
Annotated 3SS: [ 464  654 1060]
SMsplice 5SS: [321 599 959]
SMsplice 3SS: [ 464  654 1060]
top_k =  500
Partition function (log Z): 4.494000260426493

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.9978224023861523
Position 959: 0.9888559213785713
Position 321: 0.768657309539155
Position 387: 0.05524642021876743
Position 773: 0.041146488873224356
Position 10: 0.0320242753451042
Position 197: 0.0034005049036736046
Position 347: 0.0026530514548001164
Position 1303: 0.0016582506458717374
Position 382: 0.00159235829390626
Position 780: 0.0009125980139895578
Position 224: 0.0008270415217294199
Position 325: 0.0007937879264432483
Position 926: 0.0004823717485823968
Position 401: 0.000478743798974617
Position 904: 0.0003260892506938225
Position 995: 0.0003090043455257199
Position 119: 0.0002789277494420577
Position 1901: 0.00026311048732470136
Position 380: 0.0002485864315911761
Position 283: 0.00020175064052775746
Position 33: 0.0002014576888226024
Position 824: 0.0001808471581000957
Position 425: 0.00016179252375672848
Position 168: 0.00014170751295413775
Position 546: 0.00013899018932670156
Position 947: 0.00010547305093776652
Position 112: 0.00010298409688936489
Position 418: 8.835243132846308e-05
Position 1607: 6.993229182548226e-05
Position 591: 6.791132181996447e-05
Position 543: 6.090859710881068e-05
Position 1826: 5.4970696981570654e-05
Position 582: 5.46469010526645e-05
Position 929: 5.250310333260535e-05
Position 525: 4.949730992310603e-05
Position 1545: 3.5228484252287326e-05
Position 1217: 2.5451384735225287e-05
Position 1308: 1.957518245699313e-05
Position 158: 1.8477199546241245e-05
Position 259: 1.6148309186648013e-05
Position 812: 1.4507388767645731e-05
Position 908: 1.3917241868508444e-05
Position 603: 1.1624402820651204e-05
Position 1211: 1.0639651024488632e-05
Position 51: 1.0552701473196963e-05
Position 1704: 8.26054372969784e-06
Position 88: 6.071760055312864e-06
Position 1520: 5.290429869706375e-06
Position 1499: 4.695400890436105e-06
Position 1751: 4.513472134231319e-06
Position 1707: 3.5224942352743236e-06
Position 1633: 3.4665509416793113e-06
Position 1138: 3.07819581176989e-06
Position 1341: 2.7552173593997596e-06
Position 102: 2.0321971958571227e-06
Position 1200: 1.8967530953391848e-06
Position 1631: 1.6554033946344885e-06
Position 1725: 1.4712880340489598e-06
Position 519: 1.1233417658828284e-06
Position 573: 1.1176503091699618e-06
Position 1621: 1.0501571047640338e-06
Position 299: 8.98605067201836e-07
Position 1874: 6.942755191022694e-07
Position 1554: 6.420886823471663e-07
Position 1915: 4.935613404482778e-07
Position 121: 4.835099912636741e-07
Position 632: 4.6530961437138854e-07
Position 615: 9.207071689496111e-08
Position 708: 5.585372812481133e-08
Position 506: 1.3088506094620587e-09
Position 490: 1.2632936267976603e-09
Position 513: 1.223479646480396e-09
Position 1549: 6.989470136123453e-10
Position 1079: 6.022557883760036e-10
Position 495: 4.483579963083289e-10
Position 1355: 3.2682178405401894e-10
Position 454: 1.0604980010122225e-10
Position 1346: 1.0475832405692537e-10
Position 1208: 8.833653360958893e-11
Position 673: 8.508519498808984e-11
Position 1349: 1.90812018857012e-11
Position 1150: 1.7659733477565122e-11
Position 1696: 1.6948505587664346e-11
Position 1175: 5.507806573467007e-12
Position 1264: 4.444942991774356e-12
Position 1335: 4.195941372800805e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 654: 0.9984813911012386
Position 1060: 0.9966648534982866
Position 464: 0.8359086751855275
Position 65: 0.021610896153363347
Position 836: 0.020611699746978643
Position 871: 0.007080551118062726
Position 839: 0.005690787095681252
Position 1138: 0.0023918757855220392
Position 108: 0.0020033553452866856
Position 102: 0.0014602767573046952
Position 401: 0.0014524765154522276
Position 429: 0.0008847657766145157
Position 1366: 0.0007967208217936043
Position 239: 0.00049839738939613
Position 1804: 0.00048814365053424195
Position 369: 0.00048780049886895985
Position 292: 0.0004528020117818037
Position 688: 0.0004305886099682302
Position 432: 0.000385827791068263
Position 1960: 0.00032544852559855875
Position 471: 0.00029506774950035765
Position 1798: 0.00026823927544792074
Position 524: 0.00019933420476749486
Position 262: 0.00019015552389696478
Position 1420: 0.0001691085942117852
Position 1390: 9.254056542215736e-05
Position 375: 8.45847565281207e-05
Position 1087: 8.350564094888902e-05
Position 1264: 7.510172310098362e-05
Position 656: 5.6836982466305e-05
Position 772: 5.597955402176878e-05
Position 1732: 4.866826202834126e-05
Position 347: 4.4064870331095154e-05
Position 250: 2.526908745547421e-05
Position 158: 1.9219671900671613e-05
Position 719: 1.6065156180010242e-05
Position 1579: 1.567623652945241e-05
Position 151: 1.3955730375020176e-05
Position 769: 1.3107359562336038e-05
Position 883: 1.2212020890844084e-05
