Gene = Oscillin
index = 1346
Annotated 5SS: [ 327  827 1015 1624]
Annotated 3SS: [ 721  886 1081 2357]
SMsplice 5SS: [  85  327  827 1015 1624]
SMsplice 3SS: [ 146  721  886 1081 2357]
top_k =  500
Partition function (log Z): 8.601061401091043

Sorted 5' Splice Sites (High to Low Probability):
Position 827: 0.9930261163328866
Position 1015: 0.963737300519985
Position 85: 0.8274921774438172
Position 327: 0.7126449693541318
Position 1624: 0.6186172347538955
Position 671: 0.29653408389483976
Position 643: 0.1036710549070451
Position 2133: 0.09784415208536555
Position 1996: 0.04449419204627242
Position 1330: 0.030398769296676474
Position 1706: 0.027432888698559983
Position 1600: 0.025301098717041122
Position 1685: 0.01998748220215757
Position 1011: 0.017408740410660126
Position 1991: 0.01736139374629926
Position 75: 0.014802906561613514
Position 1677: 0.013346272660481518
Position 278: 0.01263817926701342
Position 1396: 0.011621298197987795
Position 2029: 0.011524038903489303
Position 1511: 0.010984249136317601
Position 1007: 0.008689129743811549
Position 1787: 0.007596487849885284
Position 2080: 0.007489357713429081
Position 1450: 0.007196745846416895
Position 969: 0.005466680984382225
Position 980: 0.0041775034093955625
Position 1695: 0.003977563103705047
Position 1784: 0.0038733686573208213
Position 1712: 0.0035458116580730633
Position 20: 0.0031988240693429882
Position 1531: 0.002550292495987972
Position 1708: 0.0024206923139177623
Position 648: 0.001231152305991626
Position 1825: 0.001162723840439218
Position 1262: 0.0007598668521671535
Position 1513: 0.0007191616265031316
Position 1246: 0.0007010983343516354
Position 1215: 0.0006601296979687769
Position 1609: 0.0005443993261056124
Position 1859: 0.0004808365199184405
Position 1769: 0.00032788551600897
Position 339: 0.000311146319585237
Position 42: 0.00027639467456504516
Position 1491: 0.00025721746032696254
Position 1315: 0.00025381474094004716
Position 1791: 0.00024817578060940275
Position 1796: 0.00019366959939772746
Position 2122: 0.00017396272471639602
Position 1417: 0.00015953164632352308
Position 1845: 0.00015172352530872204
Position 1370: 0.00015086325862679635
Position 1653: 0.00012179899132758195
Position 1432: 9.548688711069235e-05
Position 261: 9.085846489557348e-05
Position 1758: 8.667040415365143e-05
Position 14: 7.43326438480204e-05
Position 539: 7.1219124075875e-05
Position 1864: 6.42012117552762e-05
Position 48: 5.7362129837954655e-05
Position 1165: 5.518776231563969e-05
Position 454: 5.317437562891597e-05
Position 817: 5.29833283924018e-05
Position 389: 4.982806289421539e-05
Position 570: 4.561026618628148e-05
Position 370: 3.850674548160611e-05
Position 762: 3.8421519845859444e-05
Position 222: 3.576714611833904e-05
Position 1198: 3.504605854328278e-05
Position 496: 3.331418743359615e-05
Position 984: 3.2199823254096615e-05
Position 650: 2.9169762393354036e-05
Position 331: 2.777523333421066e-05
Position 1848: 2.7608085029965268e-05
Position 1254: 2.2968829935450467e-05
Position 770: 2.2408432872632964e-05
Position 351: 1.7852339594743346e-05
Position 1019: 1.581746760342911e-05
Position 579: 1.4270743268402355e-05
Position 401: 1.3873231458233726e-05
Position 932: 9.315324363616482e-06
Position 439: 7.810997792774687e-06
Position 786: 4.563772393457892e-06
Position 24: 3.5378940432257645e-06
Position 1035: 2.714298912225343e-06
Position 304: 2.1246572082721593e-06
Position 318: 2.07668222388957e-06
Position 316: 1.805219108102391e-06
Position 866: 1.6990758766016557e-06
Position 616: 1.2063025033565705e-06
Position 597: 9.216384730970455e-07
Position 950: 4.0676131155119156e-07
Position 1122: 7.967950942119786e-08
Position 403: 2.0793139103554944e-08
Position 194: 3.5845419709792813e-09
Position 1317: 2.682764899393372e-09
Position 1206: 2.3713889067082636e-09
Position 216: 8.645073963040218e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 886: 0.9912839094606998
Position 1081: 0.9905904292524641
Position 721: 0.9868116400420979
Position 2357: 0.8944131980205846
Position 146: 0.8381066775318086
Position 389: 0.0626040011338921
Position 1930: 0.05690199358909772
Position 471: 0.03223813667402298
Position 401: 0.013704985434586398
Position 1749: 0.008767153240191578
Position 579: 0.007580984871954359
Position 639: 0.007366193221088408
Position 1851: 0.006887853903053633
Position 216: 0.005410473121481141
Position 370: 0.005195195052850152
Position 1407: 0.004193044387948916
Position 754: 0.003755574773483658
Position 454: 0.003670090844869469
Position 2288: 0.0034365757217270083
Position 2049: 0.0032531674690152042
Position 326: 0.002955526672532009
Position 872: 0.002173269847784778
Position 1791: 0.0011082866625755725
Position 1836: 0.0010486852241768346
Position 492: 0.0009853589822473533
Position 1693: 0.0009271545686847875
Position 590: 0.0008815737243016063
Position 2381: 0.0007282899387651193
Position 1043: 0.0005628673346303658
Position 656: 0.00047818268928631526
Position 2203: 0.00040607567155890624
Position 171: 0.0003883377234535216
Position 2068: 0.0003572833444530385
Position 2251: 0.0002968758344277884
Position 812: 0.00021897954769160057
Position 2218: 0.00020165469776384134
Position 1449: 0.0001908518313407464
Position 496: 0.00017013390407105393
Position 1395: 0.00012032807373430445
Position 1497: 8.769329105166162e-05
Position 1656: 8.249055465685365e-05
Position 334: 6.897788851029637e-05
Position 1446: 6.768083281757993e-05
Position 675: 5.862082901219107e-05
Position 1705: 5.771562268206215e-05
Position 222: 5.1649651246369515e-05
Position 980: 4.25424699083775e-05
Position 1752: 3.8746377455953556e-05
Position 301: 2.739830784120541e-05
Position 226: 2.6362558121799464e-05
Position 962: 2.418931443806675e-05
Position 2018: 2.212735763981281e-05
Position 84: 2.169994636493094e-05
Position 733: 1.814222310003367e-05
Position 671: 1.3074407932326841e-05
Position 1884: 1.2732047726058795e-05
Position 1755: 1.0013763088437688e-05
Position 1189: 9.211329531330795e-06
Position 939: 8.682669967194799e-06
Position 331: 7.606944477940589e-06
Position 2388: 7.267719274097305e-06
Position 229: 6.816544827615722e-06
Position 2414: 6.81409774843912e-06
Position 1140: 6.550445420499715e-06
Position 1535: 4.610760456940312e-06
Position 1471: 2.8650460559738596e-06
Position 298: 2.558625683769473e-06
Position 258: 2.4712687114314973e-06
Position 246: 2.2856219029880705e-06
Position 959: 1.9433183840782437e-06
Position 1548: 1.1532931001671808e-06
Position 75: 9.783638118810557e-07
Position 770: 6.083836509775687e-07
Position 968: 4.342881471750383e-07
Position 826: 2.257121084423273e-07
Position 255: 1.9540934108146879e-07
Position 261: 1.9138843632708652e-07
Position 1093: 1.3262909384218065e-07
Position 845: 1.3157974044809427e-07
Position 1091: 1.3047763997633642e-07
Position 1161: 3.887921972338099e-08
Position 1347: 2.2120816115994625e-08
Position 1623: 1.7200763692949555e-08
Position 1545: 1.3940313415610756e-08
Position 1227: 4.91566780371204e-09
Position 278: 1.0547892851432915e-09
Position 1479: 9.62899037314039e-10
Position 1104: 1.3442953277340778e-10
Position 267: 3.0573964965006056e-13
