Gene = Oseg5
index = 1348
Annotated 5SS: [ 370  893 1185 1636 2224]
Annotated 3SS: [ 435  956 1255 1695 2384]
SMsplice 5SS: [ 370  893 1185 1431 1636 2224]
SMsplice 3SS: [ 435  956 1255 1492 1695 2384]
top_k =  500
Partition function (log Z): 15.463942236199557

Sorted 5' Splice Sites (High to Low Probability):
Position 370: 0.9990491081447542
Position 1636: 0.9945321234914358
Position 1431: 0.969886130051046
Position 1185: 0.9330428304965114
Position 2224: 0.9268183934353204
Position 893: 0.7626144678274028
Position 43: 0.4120247828609447
Position 879: 0.1630818690695188
Position 23: 0.1357432710644521
Position 2653: 0.055833113489429716
Position 843: 0.048960919455576075
Position 2025: 0.031003194728358226
Position 1143: 0.02485312494147394
Position 570: 0.0104818166921296
Position 2239: 0.009189060785359507
Position 1192: 0.008254952574196462
Position 830: 0.005915667594209424
Position 1984: 0.0038846782048174585
Position 2155: 0.003657763507934935
Position 138: 0.0034521582316019814
Position 726: 0.0033573519016558114
Position 1195: 0.002612520566327337
Position 2310: 0.0025557487683634957
Position 1625: 0.0019946646899794643
Position 2123: 0.001942558556416865
Position 67: 0.0019299577819110588
Position 594: 0.0015413775666112835
Position 1906: 0.0012841711655982942
Position 1616: 0.0007768167513354049
Position 222: 0.0006497755379162757
Position 2017: 0.0006068462832279054
Position 773: 0.0005140307649048016
Position 2273: 0.00047032072669135497
Position 770: 0.00045062457760889317
Position 2328: 0.0004328439879023483
Position 1865: 0.0004309313817944904
Position 365: 0.00040124376724840594
Position 3: 0.0003692739591134927
Position 583: 0.0003246719014864538
Position 787: 0.00028838905663468436
Position 21: 0.0002767286954278811
Position 1971: 0.00026257090373183237
Position 1988: 0.0002563417415994733
Position 467: 0.0002394541955647294
Position 186: 0.00021445997487624948
Position 1824: 0.00017638625230094717
Position 611: 0.00016119651104389175
Position 561: 0.0001571305826145932
Position 1428: 0.0001460717301759731
Position 558: 0.00013483578631152553
Position 1893: 0.0001262013225657201
Position 2021: 0.0001240403188792289
Position 1110: 0.00012280532567171532
Position 15: 0.0001071970792358239
Position 1040: 0.00010580220465019984
Position 728: 0.00010167668746028219
Position 2129: 9.331192496909648e-05
Position 2268: 9.257190048010538e-05
Position 1169: 8.824986899572396e-05
Position 1570: 6.613211717033106e-05
Position 1435: 5.7426338114734e-05
Position 2098: 5.615955549163585e-05
Position 287: 4.9943968105505794e-05
Position 1768: 4.964696737083386e-05
Position 1318: 3.931361878691815e-05
Position 2258: 3.279150164506123e-05
Position 1550: 3.1228088575140515e-05
Position 555: 3.042189951349198e-05
Position 2345: 2.4773942852268856e-05
Position 2498: 1.8782790450055373e-05
Position 1499: 1.710368464720563e-05
Position 1359: 1.1537984271053716e-05
Position 1943: 1.1007739303655728e-05
Position 1081: 1.0026564792988784e-05
Position 482: 7.832325579496232e-06
Position 457: 6.620366900767778e-06
Position 678: 6.4553936612114404e-06
Position 1529: 5.296035304654239e-06
Position 238: 4.733679287050006e-06
Position 742: 4.4685404371363525e-06
Position 1959: 3.882381588577923e-06
Position 488: 2.5775488545411823e-06
Position 327: 2.550909398886551e-06
Position 627: 2.4236657829476765e-06
Position 374: 2.4032496901577643e-06
Position 1019: 2.052314169820415e-06
Position 635: 1.2631517704828314e-06
Position 1370: 1.1659141306416494e-06
Position 757: 1.1617548861925067e-06
Position 512: 9.87818660822036e-07
Position 1397: 8.977652463031614e-07
Position 687: 6.99945815303192e-07
Position 2478: 6.694200657421247e-07
Position 1258: 5.199776332140711e-07
Position 1532: 4.089506921565691e-07
Position 75: 3.9753905258147525e-07
Position 471: 2.4741417501670415e-07
Position 978: 1.9641861317404519e-07
Position 2140: 9.761709915870006e-08
Position 118: 2.110063703845767e-08
Position 1732: 5.377910964885551e-09
Position 332: 3.3052501328819104e-09
Position 318: 2.545514271903261e-09
Position 1730: 6.007125143478092e-10
Position 1503: 3.664899772102489e-11
Position 1255: 3.885500582185098e-13
Position 406: 1.2707580727720613e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1695: 0.9938605692412817
Position 956: 0.9866114797104863
Position 1492: 0.9693550760207577
Position 1255: 0.9652690698882878
Position 435: 0.9567031195409895
Position 2384: 0.9501044393763007
Position 112: 0.46374815856440554
Position 80: 0.08590641760479482
Position 448: 0.03774792299473678
Position 2732: 0.03728290337100335
Position 2414: 0.010863713210429051
Position 2703: 0.010595663433259003
Position 2337: 0.009734715888446729
Position 1017: 0.006558701795789594
Position 2301: 0.006060996119576027
Position 2781: 0.005918515271468073
Position 991: 0.0037799882372703307
Position 1322: 0.0028967902713470696
Position 2057: 0.0026343703317763967
Position 2148: 0.0025389154426455375
Position 625: 0.0020786076209967494
Position 259: 0.0015725168436361812
Position 2421: 0.0014818613081633576
Position 662: 0.001433518471938109
Position 2046: 0.0013878988591827664
Position 665: 0.0013073943036600291
Position 2838: 0.0011126123991950438
Position 238: 0.0009310172293979267
Position 191: 0.0009168949958414973
Position 202: 0.0007540309235049
Position 1222: 0.0007176500121446277
Position 1926: 0.0006406130924485982
Position 1865: 0.0005558703208286843
Position 482: 0.0004791504619525523
Position 2700: 0.00038771528964768074
Position 2769: 0.00036719486447240956
Position 2106: 0.0003589194596200454
Position 2010: 0.0003527337766501204
Position 778: 0.00034932781969304193
Position 286: 0.0003368090195854948
Position 290: 0.0003102585102940215
Position 457: 0.0002234845553371357
Position 273: 0.00021928825091538368
Position 594: 0.00020468960128314202
Position 1783: 0.00019558425419302555
Position 1284: 0.00014936774051353785
Position 1789: 0.00014765436759762497
Position 2785: 0.000131896734746714
Position 2025: 0.00012684971067133364
Position 1906: 9.578423714678133e-05
Position 2171: 8.850367334523777e-05
Position 2071: 8.620032974553672e-05
Position 1393: 8.369988689570236e-05
Position 2561: 8.320166545870379e-05
Position 1503: 7.78730055539245e-05
Position 2856: 6.481619690620104e-05
Position 1967: 6.440814843374054e-05
Position 1390: 6.360755271370868e-05
Position 2883: 6.26424109465413e-05
Position 2264: 5.98448948265156e-05
Position 1602: 4.7443586136603534e-05
Position 487: 4.440976397888502e-05
Position 2746: 4.0015648130971956e-05
Position 2847: 3.830226413803607e-05
Position 1570: 3.5306380821886873e-05
Position 830: 3.368344222225292e-05
Position 747: 3.0715577363548796e-05
Position 2512: 2.495213082645591e-05
Position 1370: 2.219970460205033e-05
Position 653: 2.090682029118386e-05
Position 2794: 1.9483915804043016e-05
Position 627: 1.8807411883494303e-05
Position 1471: 1.665905344710721e-05
Position 1933: 1.563087667847279e-05
Position 2129: 1.2857586662017349e-05
Position 327: 1.2843235996455407e-05
Position 841: 1.2083338410953863e-05
Position 1936: 1.0366991617638547e-05
Position 2919: 9.813388633225476e-06
Position 59: 9.130744201740208e-06
Position 2913: 7.695425162457798e-06
Position 1337: 7.68820938221507e-06
Position 736: 7.6176332855760214e-06
Position 1845: 6.8693647361102445e-06
Position 300: 6.614533743974156e-06
Position 345: 5.846049164835246e-06
Position 1550: 3.906801394599289e-06
Position 1081: 2.839593874911611e-06
Position 1046: 2.4265771552283855e-06
Position 1450: 1.2364729414019408e-06
Position 2517: 6.806996359369139e-07
Position 342: 6.20972484482112e-07
Position 1415: 5.632837685913924e-07
Position 306: 5.580909424933726e-07
Position 2526: 4.0639466604662425e-07
Position 297: 3.8143711528229323e-07
Position 1192: 2.9585520151336757e-07
Position 1422: 2.767520327347982e-07
Position 549: 2.682098794421702e-07
Position 471: 2.432829815574047e-07
Position 2553: 2.3260281083023065e-07
Position 496: 2.2925687589395817e-07
Position 50: 1.5917550902567705e-07
Position 1177: 9.827019487603286e-08
Position 47: 2.3358775304195517e-08
Position 393: 4.2772595722963664e-09
Position 403: 3.9355753780987405e-09
Position 292: 1.4947571104653407e-09
Position 353: 1.842430676903937e-10
