Gene = cyc
index = 1661
Annotated 5SS: [ 184  518 1132 1632]
Annotated 3SS: [ 442  676 1201 1687]
SMsplice 5SS: [ 184  518 1132 1632]
SMsplice 3SS: [ 442  676 1201 1687]
top_k =  500
Partition function (log Z): 3.063895284463923

Sorted 5' Splice Sites (High to Low Probability):
Position 1132: 0.9579388086667461
Position 1632: 0.9163704086922162
Position 184: 0.8630561905638496
Position 518: 0.7811160624375117
Position 945: 0.19235840550428882
Position 242: 0.07016679922976188
Position 599: 0.0630055576222308
Position 1636: 0.042263194909280884
Position 388: 0.03523607994682105
Position 607: 0.025526520017612568
Position 1162: 0.015223995418616496
Position 1152: 0.005070969110304058
Position 938: 0.0047144137477882235
Position 1815: 0.004174047851257337
Position 320: 0.0036628200604745327
Position 89: 0.0027813627835076
Position 328: 0.002028068692054441
Position 971: 0.0017303781958702255
Position 1071: 0.0017284560539586004
Position 366: 0.0016320684398826676
Position 1803: 0.0015218576218141674
Position 1150: 0.001114810928750719
Position 250: 0.0010473345591662845
Position 246: 0.0009058729190078436
Position 488: 0.0008478649054411785
Position 1794: 0.0008266448059327491
Position 322: 0.0007847999700004822
Position 332: 0.0006489584331333627
Position 949: 0.0004650071802015142
Position 202: 0.0004048333246746573
Position 356: 0.00033249039989009956
Position 1389: 0.00027546508831319597
Position 923: 0.00026922862098267266
Position 59: 0.0002539762183139485
Position 942: 0.00024618274362167493
Position 1037: 0.00021293622351077748
Position 334: 0.0001516310012015779
Position 50: 0.0001453438911092494
Position 170: 0.00014254541059999568
Position 1611: 0.00012280840025089769
Position 1827: 0.00010616198378964113
Position 1938: 8.195213141668735e-05
Position 93: 7.268005205336086e-05
Position 1323: 5.8481840581324874e-05
Position 725: 5.534543581615875e-05
Position 2115: 4.2472616419556325e-05
Position 188: 4.057469397525888e-05
Position 1841: 3.953266127461508e-05
Position 112: 3.229506936669406e-05
Position 887: 3.1679947579734655e-05
Position 1961: 3.126298736842176e-05
Position 1940: 3.08666268357351e-05
Position 1365: 2.396233298594072e-05
Position 405: 2.280687580424284e-05
Position 758: 2.2015607957203598e-05
Position 1136: 2.1074892740635738e-05
Position 248: 1.9224342581761134e-05
Position 178: 1.5306895367691555e-05
Position 311: 1.4353922241480804e-05
Position 2058: 1.247761345768516e-05
Position 1396: 1.154332993772709e-05
Position 1522: 7.2899711140147796e-06
Position 326: 6.968694425547078e-06
Position 1877: 6.7761783882225075e-06
Position 30: 6.032256655317894e-06
Position 952: 5.9714676264247205e-06
Position 1332: 4.492887070159238e-06
Position 73: 3.174586806083407e-06
Position 83: 2.801285787551864e-06
Position 994: 2.291069818155233e-06
Position 1100: 2.2267912813595503e-06
Position 996: 1.6465188823225844e-06
Position 118: 1.1429562328663236e-06
Position 2043: 1.0944624886372404e-06
Position 254: 7.63838135113826e-07
Position 150: 4.0639893399355666e-07
Position 706: 7.068353084891132e-08
Position 810: 6.169066218730094e-08
Position 654: 4.676622812098433e-08
Position 1537: 2.569636082096285e-08
Position 427: 2.448442589083422e-08
Position 1617: 2.294914929264733e-08
Position 795: 1.817954779968266e-08
Position 1576: 6.541369570245336e-09
Position 1505: 1.3547353130267428e-09
Position 1781: 6.931853482775821e-10
Position 1102: 3.908582810246476e-10
Position 975: 4.1215671605521195e-11
Position 408: 4.834237369538022e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 676: 0.9471616268817753
Position 442: 0.8732224393001278
Position 1687: 0.7745912118817964
Position 1201: 0.7158329275245227
Position 1233: 0.261281492089135
Position 1718: 0.17530904988297033
Position 1006: 0.1175184173265783
Position 994: 0.0736272467340816
Position 688: 0.01342102502234622
Position 2025: 0.01056326984968825
Position 620: 0.008705606518350232
Position 1218: 0.0057954484674241176
Position 1537: 0.0034009551831871935
Position 259: 0.003378279775328057
Position 574: 0.002405862255378456
Position 239: 0.001723642620928828
Position 2163: 0.0016259695447416742
Position 144: 0.0012275504722362481
Position 1031: 0.0011071243168483914
Position 1871: 0.0009729082567761311
Position 1721: 0.0009629036879948452
Position 1287: 0.0008470566511828091
Position 1058: 0.0008168227175275232
Position 1404: 0.0006795520687130408
Position 1950: 0.0005558641267847
Position 773: 0.000554995182865275
Position 1847: 0.0004696664339225205
Position 319: 0.0004463282283481444
Position 1440: 0.00028938926673185067
Position 1340: 0.0002609079199569596
